EventId,EventTemplate,Occurrences
cca1a55d,"10670 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",33
d27fac83,2 torus receiver  input pipe error(s) (dcr  detected and corrected over  seconds,8
f74e2a66,1422915376 double-hummer alignment exceptions,1
a80f5760,program interrupt: imprecise exception......0,85
e1b69ae0,"10780 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",12
ca453f90,441348 floating point alignment exceptions,4
befcca43,12:28244842 13:1eeeeeee 14:ffffffff ,26
309572f4,icache prefetch depth....................0,30
3ee8c04f,iar 001067b8 dear ,4
98a38d97,"10737 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",5
29485bee,rts: bad message header:             PSR1=00000000  PIXF=00000007,14
55339016,iar 00106534 dear ,151
adc32a1b,iar 001069d0 dear ,19
3779f432,ciod: Error reading message prefix on CioStream socket to  Connection timed out,25
12e9b4c0,"10646 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",15
0a3a88cf,113553848 double-hummer alignment exceptions,1
4bf09b0a,7084000 double-hummer alignment exceptions,1
e2614c99,L1 DCACHE summary averages: #ofDirtyLines:  out of 1024 #ofDirtyDblWord:  out of 4096,38
1abc05fc,54021363 floating point alignment exceptions,1
30ace0d1,"10722 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",63
b0f7d781,rts panic! - stopping execution,49
4b554ae8,181 double-hummer alignment exceptions,2
84f7b235,Lustre mount FAILED :  : block_id : location,70
afc32cc3,112021768 double-hummer alignment exceptions,1
620957af,iar 00106588 dear ,68
bbe7100d,MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),173
10df4c16,machine check enable..............0,83
7412a3f3,data address: 0x00000002,187
d0ac70cd,"10756 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",19
ea2cdfb3,1 torus receiver  input pipe error(s) (dcr  detected and corrected over  seconds,24
f52b018e,iar 00106d2c dear ,7
315b6a16,254801160 double-hummer alignment exceptions,1
efdcc224,lr:00004ed0 cr:28244842 xer:20000002 ctr:00086000,17
6b38b25b,iar 00113890 dear ,29
e93b8f61,program interrupt: fp cr update.............0,108
df150aa2,suppressing further interrupts of same type,83
a432ab06,iar  dear 0245b62c,12
42aadffe,"10728 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",61
a374bfb1,633222432 double-hummer alignment exceptions,1
6992008e,757417008 double-hummer alignment exceptions,1
0a78ccb4,440688 floating point alignment exceptions,5
4042ace1,4 L3 EDRAM error(s) (dcr 0x0157) detected and corrected over  seconds,3
63dcf67f,Error: unable to mount filesystem,9
db56dab4,iar 003a9258 dear ,19
dccd209d,iar 003a9108 dear ,23
d6c60228,1377292576 double-hummer alignment exceptions,1
dd2482b0,ciod: LOGIN  failed:  ,17
ebb7aead,38153340 double-hummer alignment exceptions,1
f54a9e84,"10750 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",13
ae26e2c3,program interrupt: fp compare...............0,103
8f9c7948,"255 ddr errors(s) detected and corrected on rank 0, symbol  bit ",5
aa877b21,iar 001007b8 dear ,13
96b8441b,iar 003a90fc dear ,32
3da41bbb,256087516 double-hummer alignment exceptions,1
cbbb1c66,2669600 double-hummer alignment exceptions,1
dfd23c47,777883792 double-hummer alignment exceptions,1
d4131e18,130262254 double-hummer alignment exceptions,1
69209624,"rts: kernel terminated for reason  bad message header:     cpu=0,  ",10
f6601924,94991250 floating point alignment exceptions,1
784477bb,iar 00106b8c dear ,55
68b2e133,254730798 double-hummer alignment exceptions,1
795766cc,744330336 double-hummer alignment exceptions,1
e7add10f,iar 0014a1e4 dear ,67
7e2a559c,ciod: cpu 0 at treeaddr  sent unrecognized message 0xffffffff,41
11c83734,"10660 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",28
3964ee1f,"10668 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",39
a5a96be3,"10714 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",56
bd4a3697,iar 00113880 dear ,30
dbd5abfd,1           over  seconds,63
08c048a2,"10678 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",27
46888419,iar 0010621c dear ,28
9c2e5efb,debug wait enable.................0,76
90a03899,629181360 double-hummer alignment exceptions,1
eff3e9a7,"751 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",4
c0613c99,4121600 double-hummer alignment exceptions,10
61c1c500,iar 00113888 dear ,27
4207229f,136151058 double-hummer alignment exceptions,1
3e50d386,iar  dear 0246f76c,10
a98c7a93,"12 ddr errors(s) detected and corrected on rank 0, symbol  bit ",4
27923fc3,invalid operation exception (software)...0,2
280324bf,"10774 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",3
72cdb42d,"10700 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",34
f3917acb,icache prefetch threshold................0,27
fe851179,general purpose registers:,35
4a2fe0ac,3552000 double-hummer alignment exceptions,1
38676011,1593600 double-hummer alignment exceptions,2
d105dc0c,47102348 double-hummer alignment exceptions,1
228de88e,"10730 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",58
7c3bb3f6,665600 double-hummer alignment exceptions,7
56efb622,"455 ddr error(s) detected and corrected on rank 0, symbol 14 over 3385 seconds",1
bb5e3aea,iar 00106448 dear ,38
5dd06682,size of scratchpad portion of L3.........0 (0M),1
99e54161,iar 001066d0 dear ,19
daa2ae1b,12364800 double-hummer alignment exceptions,31
0991748d,iar  dear 02f5884c,7
fd2018ef,259579247 double-hummer alignment exceptions,1
be78a404,iar 003a90d4 dear ,15
f99a7ae4,instruction address: 0x0062fdf4,32
bc5a782d,"10742 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",25
6db3d207,critical input interrupt ,83
f58d870a,1311300 double-hummer alignment exceptions,38
6afb9893,"30 ddr errors(s) detected and corrected on rank 0, symbol  bit ",15
543620cf,iar  dear 024696dc,7
48109f45,core configuration register: 0x00002000,84
8105063a,1367477632 double-hummer alignment exceptions,1
1cea9ec2,"10712 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",40
a278d50f,773760 double-hummer alignment exceptions,107
3fd03580,156721124 double-hummer alignment exceptions,1
0b0e7585,iar 00105ea0 dear ,19
a2b00746,736766896 double-hummer alignment exceptions,1
7350b4a1,11 torus receiver  input pipe error(s) (dcr  detected and corrected,2
d5ed795a,iar 00106200 dear ,177
f1861089,260216545 double-hummer alignment exceptions,1
213b4468,external input interrupt ,96
60d4f862,"10736 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",18
781b48aa,ciod:        at line  of node map file ,67
5d0b32fe,1378576288 double-hummer alignment exceptions,1
ad9d080b,"10690 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",9
45523e5f,iar 00106aa0 dear ,24
63a692ea,guaranteed  cache block ,50
ee0cdd53,24:1feaa7a0 25:00284538 26:00230000 27:00320000,31
728c13e9,iar 0010671c dear ,28
a96c00fe,"rts: kernel terminated for reason 1001rts: bad message header: invalid cpu,    ",48
84874f3f,iar 003a90dc dear ,18
2b96eb56,iar 00106c0c dear ,12
9bebe434,"10634 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",1
9ec54e27,28584762 double-hummer alignment exceptions,1
403e3e9f,3275520 double-hummer alignment exceptions,2
f476850d,iar 00105e84 dear ,40
496c096f,iar 001069a8 dear 02f7bd7c,7
9e18280f,floating point instr. enabled.....1,90
4424d957,iar 0010670c dear ,2
2546c85a,"10692 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",30
1d6e6efa,29262234 double-hummer alignment exceptions,1
d15786d5,"6 ddr error(s) detected and corrected on rank 0, symbol  over  seconds",5
e279e0e7,"10720 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",21
af0fdd89,parity error in read queue 0...................0,2
27a241f0,28:1feaa7b0 29:00000001 30:000008ce 31:1feaa790,25
1859dee7,iar 003a9288 dear ,9
e88622be,112180288 double-hummer alignment exceptions,1
092502fb,41 torus sender x+ retransmission error(s) (dcr 0x02f4) detected and corrected,1
d1161d4c,1049200 double-hummer alignment exceptions,37
2bd01ac2,2           over  seconds,25
4dcfea60,MidplaneSwitchController performing bit sparing on  bit ,18
24a3d25c,"10754 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",16
2bb36073,114171856 double-hummer alignment exceptions,1
bc836306,iar 001063b0 dear ,11
005c54cf,"20 ddr errors(s) detected and corrected on rank 0, symbol 3, bit 0",1
e1cc1f13,ciod: Message code 0 is not 51 or 4294967295,32
cc7dd4ae,8 torus receiver x+ input pipe error(s) (dcr 0x02ec) detected and corrected,2
6157a91e,259690613 double-hummer alignment exceptions,1
ec3fff16,639672624 double-hummer alignment exceptions,1
7b7a32dc,256418603 double-hummer alignment exceptions,1
9d2d47ad,"10738 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",49
7b79316b,"10708 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",44
78dcca17,17129220 floating point alignment exceptions,1
654fe08f,"614 ddr error(s) detected and corrected on rank 0, symbol 11 over 1293 seconds",1
b1bf947d,1318866496 double-hummer alignment exceptions,1
0cbc28e5,28110052 double-hummer alignment exceptions,1
9026ecc1,iar  dear 05bfa05c,6
815b0dba,iar 003a90e8 dear ,15
9fcbadae,"10694 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",8
0ff112cb,Power deactivated: R03-M0-N3,1
110479c4,iar  dear 0245ccdc,12
42a0aa46,"10776 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",5
a305a48b,critical input interrupt (unit=0x0b  warning for   wire,100
e20cdff7,iar 003a90f0 dear ,15
41fc42d3,iar 001061f8 dear ,22
9d20dfe2,iar  dear 0245ccfc,24
000977be,1547520 double-hummer alignment exceptions,45
0dbe9e1b,38120246 double-hummer alignment exceptions,1
6c69f294,138514908 double-hummer alignment exceptions,1
226dce71,29989058 double-hummer alignment exceptions,1
42cb6446,iar 001066ac dear ,54
92171196,iar 0010639c dear ,16
57d70950,1358375296 double-hummer alignment exceptions,1
06d24ec8,iar 00106b98 dear ,13
9db2368f,machine check enable..............1,7
c9005ff0,122222598 double-hummer alignment exceptions,1
5a6f9c17,162322386 double-hummer alignment exceptions,1
adef1f8c,118500048 double-hummer alignment exceptions,1
fa45fb50,PrepareForService shutting down       as part of Service Action ,13
6687c13f,1524480 double-hummer alignment exceptions,38
307fad2e,program interrupt: fp cr field .............0,103
3dff13d8,iar 003a9254 dear ,55
65e52194,260101925 double-hummer alignment exceptions,1
b167a6a5,769869424 double-hummer alignment exceptions,1
c6a2b9ba,1 tree receiver  in re-synch state event(s) (dcr  detected,47
d2282315,iar 00106ba0 dear ,14
02fef4f1,36738120 double-hummer alignment exceptions,1
99a6f1e6,iar 00106208 dear ,14
0aa43594,"10674 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",9
caaf8693,4160112 floating point alignment exceptions,1
ab93b59d,716154 floating point alignment exceptions,1
04755fa8,4 tree receiver  in re-synch state event(s) (dcr  detected,4
994da01d,"10684 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",37
c3d1dced,iar  dear 0245b63c,23
253e76fb,"10718 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",18
e715c04c,instruction address: 0x0062fe04,25
de8ab924,iar 001063a8 dear ,6
ef153b05,509721 floating point alignment exceptions,1
5d7e7fd7,10 torus receiver x+ input pipe error(s) (dcr 0x02ec) detected and corrected,1
d2dd497a,128870352 double-hummer alignment exceptions,1
779ac4a9,"10664 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",9
d50e7229,iar 001066c4 dear ,66
72bb3e18,ciod: Error opening node map file  No such file or directory,28
6ecec483,43115304 double-hummer alignment exceptions,1
f92232ae,"10782 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",6
1eb52154,644855760 double-hummer alignment exceptions,1
fb137dec,116038712 double-hummer alignment exceptions,1
6b8d16f1,113618088 double-hummer alignment exceptions,1
5f3aff25,1915806 floating point alignment exceptions,23
1094cedc,255804163 double-hummer alignment exceptions,1
7fc94178,iar  dear 0245cd0c,35
6b6de584,113047184 double-hummer alignment exceptions,1
ba0dc645,19751034 floating point alignment exceptions,1
bd26e997,iar 003a9104 dear ,14
f7f0b401,"10716 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",20
e639c18d,iar  dear 0245cd1c,12
f87e7111,iar 00106338 dear ,8
59b4a47e,38755354 double-hummer alignment exceptions,1
249d6a18,"10702 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",12
be38882b,"10759 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",1
85d8b224,2576000 double-hummer alignment exceptions,54
3086a3ba,tlb error.........................0,4
434e5857,"8982 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",2
b02263d1,148887 L3 EDRAM error(s) (dcr 0x0157) detected and corrected,1
a716970b,192960 double-hummer alignment exceptions,4
cc84bfb8,29586680 double-hummer alignment exceptions,1
75831042,1372790560 double-hummer alignment exceptions,1
5d6b6eaa,disable apu instruction broadcast........0,30
730e1f52,745116912 double-hummer alignment exceptions,1
acf840f1,iar 00106704 dear ,34
2fcd7626,"10764 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",21
327acdd7,monitor caught java.lang.IllegalStateException: while executing  Operation caught java.net.SocketException: Broken pipe and is stopping,2
0399b053,iar 0010685c dear ,20
4a61a882,130119602 double-hummer alignment exceptions,1
36c448bf,"10724 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",25
4fa3d6c0,"10677 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",2
619cb65f,iar  dear 024696bc,4
a7bdffa9,259297089 double-hummer alignment exceptions,1
62c1f374,257651297 double-hummer alignment exceptions,1
3b13d70e,iar  dear 0245b66c,3
f51a7f8a,627047136 double-hummer alignment exceptions,1
f80d9338,32950062 double-hummer alignment exceptions,1
b847a936,254517753 double-hummer alignment exceptions,1
137a62f9,255226476 double-hummer alignment exceptions,1
1e63a6b3,iar 00106680 dear ,4
996ee40e,28:48000848 29:0000000b 30:0000000e 31:000865b0,2
64ff5073,"103 ddr error(s) detected and corrected on rank 0, symbol 22 over 8297 seconds",1
e7a2a1ef,iar  dear 02f5885c,4
d417d845,2 tree receiver  in re-synch state event(s) (dcr  detected,6
c18c2a6d,"2 ddr errors(s) detected and corrected on rank 0, symbol  bit ",59
847978a3,115492264 double-hummer alignment exceptions,1
34299fa1,4:000008ce 5:ffffffff 6:00000038 7:00086590,29
ee870063,iar 00106284 dear ,18
41d47b7f,19 tree receiver  in re-synch state event(s) (dcr  detected,2
7fcd204d,1358089744 double-hummer alignment exceptions,1
47e1921c,115343096 double-hummer alignment exceptions,1
30c1b2ce,iar 00106278 dear ,19
cc58f55f,8:00000004 9:4e800020 10:3ed4bd98 11:6b26bf88,25
64e180a6,"749 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",5
232e3a6b,117195464 double-hummer alignment exceptions,1
1bb2b97e,iar 003a9274 dear ,35
fa02290f,"Node card VPD check: missing  node, VPD ecid  in processor card slot ",12
