EventId,EventTemplate,Occurrences
c82105e6,setTodayTotalDetailSteps=1514117460000##11603##663360##8661##25953##16821414,1
3f90fe9e,setTodayTotalDetailSteps=1514107920000##7798##571348##8661##16256##7252818,1
e71aa381,REPORT : <*> <*> <*> 450,6
5ebbc452,setTodayTotalDetailSteps=1514125860000##16515##764913##39633##54384##25219214,1
540df4b1,"checkFirstSyncByType no such data in db ,type is 1 deviceCode is 0",14
cdf3f91b,setTodayTotalDetailSteps=1514628840000##4858##1416406##84671##102904##70729671,1
bc32df54,setTodayTotalDetailSteps=1514105280000##6352##568394##8661##16256##4616095,1
de79e55e,setTodayTotalDetailSteps=1514554440000##4266##1340087##83501##101048##326309911,1
de0fb0a9,setTodayTotalDetailSteps=1514873820000##9132##251356##32208##29189##187976427,1
4f3f4cee,setTodayTotalDetailSteps=1514525460000##2543##1288475##83501##100712##297354624,1
f98f68bd,setTodayTotalDetailSteps=1514125380000##15622##744958##31825##40486##24750557,1
9f362890,setTodayTotalDetailSteps=1514205240000##9424##840466##45591##60231##104559625,1
60ddd30e,setTodayTotalDetailSteps=1514261520000##1822##966874##77229##62451##33434457,1
40fce812,setTodayTotalDetailSteps=1514805960000##4786##114897##31610##19177##120106825,1
5207b457,setTodayTotalDetailSteps=1514087400000##1753##560475##8661##16256##76124336,1
8da2ae0d,REPORT : <*> <*> <*> 420,2
8c710418,setTodayTotalDetailSteps=1514265180000##3136##1003805##77229##62451##37089916,1
ffb006b5,"screen status unknown,think screen on",1
56a20867,setTodayTotalDetailSteps=1514545680000##3481##1336495##83501##100712##317554464,1
5b454811,setTodayTotalDetailSteps=1514195940000##5957##789493##45591##57350##95300504,1
08c58e4c,setTodayTotalDetailSteps=1514249580000##774##940348##77229##62451##21456608,1
5e91e2b6,setTodayTotalDetailSteps=1514890860000##14323##317422##32208##29341##205012292,1
700a2756,setTodayTotalDetailSteps=1514199000000##6769##790540##45591##57350##98369361,1
c06d8c11,setTodayTotalDetailSteps=1514713140000##9400##44964##31610##10265##27247398,1
482e2aad,setTodayTotalDetailSteps=1514113080000##10576##620914##8661##23262##12448858,1
ee7c7096,setTodayTotalDetailSteps=1514372940000##5679##1088725##77229##72294##144817689,1
9103dbf7,setTodayTotalDetailSteps=1514377620000##6582##1119907##77229##72294##149512624,1
92a68c1d,setTodayTotalDetailSteps=1514117760000##12200##695568##8661##25953##17128205,1
5fede0c9,setTodayTotalDetailSteps=1514123580000##14726##737059##31825##33271##22950124,1
6235f953,setTodayTotalDetailSteps=1514643720000##7838##1530892##84671##106890##85652814,1
f64ac99c,setTodayTotalDetailSteps=1514521620000##1570##1241521##83501##100712##293503943,1
db4f7785,setTodayTotalDetailSteps=1514118420000##12459##700315##8661##27493##17788057,1
59cdc1e8,setTodayTotalDetailSteps=1514616240000##4221##1385762##84671##101896##58161745,1
a7d87a46,onExtend:1514461737000 121 2 4,1
0bdffba6,setTodayTotalDetailSteps=1514899080000##15350##342114##32208##29341##6063752,1
6f5e461f,setTodayTotalDetailSteps=1514461740000##5767##1194513##83501##87877##233640663,1
46aa6b54,setTodayTotalDetailSteps=1514633640000##6642##1462454##84671##106890##75573425,1
fbe77b2a,setTodayTotalDetailSteps=1514722380000##10492##63872##31610##10363##36535134,1
59a76d98,setTodayTotalDetailSteps=1514117460000##11541##657560##8661##25953##16791912,1
8654e465,setTodayTotalDetailSteps=1514633280000##5988##1453623##84671##106890##75160980,1
61eab0d7,setTodayTotalDetailSteps=1514458560000##3937##1176909##81581##76569##230449027,1
b1fd9109,setTodayTotalDetailSteps=1514686620000##3881##10722##24674##6777##771613,1
c76a0ac3,setTodayTotalDetailSteps=1514437020000##2764##1147786##77229##73641##208889388,1
218acca4,setTodayTotalDetailSteps=1514054820000##0##549659##8661##16256##43572182,1
aae4bd32,setTodayTotalDetailSteps=1514794740000##1660##95419##31610##18631##108855365,1
cacaf514,setTodayTotalDetailSteps=1514614740000##3117##1373658##84671##101811##56648414,1
458ea838,setTodayTotalDetailSteps=1514109600000##8589##572381##8661##16256##8969975,1
83e4da6b,setTodayTotalDetailSteps=1514200140000##7006##794069##45591##57350##99487141,1
603e1f50,setTodayTotalDetailSteps=1514211000000##12496##875332##75971##61450##110353307,1
2daac0e3,setTodayTotalDetailSteps=1514301960000##5513##1074401##77229##71899##73841511,1
260ddb4e,setTodayTotalDetailSteps=1514852640000##3328##214225##31610##27490##166803093,1
06533571,setTodayTotalDetailSteps=1514301960000##5492##1074241##77229##71899##73825011,1
d4796669,setTodayTotalDetailSteps=1514608680000##1971##1362224##84671##101811##50593745,1
f0598213,setTodayTotalDetailSteps=1514521320000##1171##1218050##83501##91877##293236940,1
2cdded9c,setTodayTotalDetailSteps=1514458680000##4207##1184847##81989##76569##230584330,1
1de6713e,setTodayTotalDetailSteps=1514215440000##14044##912845##76964##61450##114759413,1
2729ebc7,setTodayTotalDetailSteps=1514885100000##13225##282288##32208##29341##199246301,1
4e4f14f8,REPORT : <*> <*> <*> 840,6
53720e8e,setTodayTotalDetailSteps=1514208300000##10990##858860##45591##60995##107639552,1
d519bd28,setTodayTotalDetailSteps=1514284440000##4541##1029349##77229##62691##56308462,1
027bebcb,setTodayTotalDetailSteps=1514627280000##4510##1394547##84671##102904##69215140,1
ae62b4fb,setTodayTotalDetailSteps=1514437800000##3051##1150932##77229##73641##209694693,1
00fc7774,setTodayTotalDetailSteps=1514876280000##10230##260862##32208##29189##190387233,1
941f536c,setTodayTotalDetailSteps=1514208060000##10860##857996##45591##60365##107374573,1
4fc41039,setTodayTotalDetailSteps=1514527920000##2770##1294876##83501##100712##299831480,1
2240b700,setTodayTotalDetailSteps=1514462280000##6018##1197650##83501##91877##234146334,1
9b13a5ac,setTodayTotalDetailSteps=1514846340000##333##149432##31610##19177##160452160,1
7273b718,setTodayTotalDetailSteps=1514117640000##11915##678499##8661##25953##16976713,1
d3b67167,setTodayTotalDetailSteps=1514846280000##284##144509##31610##19177##160429634,1
9e44b87c,REPORT : <*> <*> <*> 810,5
81548899,setTodayTotalDetailSteps=1514282160000##3664##1007601##77229##62451##54041430,1
fa938c83,setTodayTotalDetailSteps=1514808060000##5829##123937##31610##19177##122219594,1
3ba40b70,startTimer start autoSync,1
3813f45a,setTodayTotalDetailSteps=1514873580000##8674##245120##32208##29189##187735133,1
82a700c5,setTodayTotalDetailSteps=1514876280000##10246##261854##32208##29189##190396730,1
83e1b769,setTodayTotalDetailSteps=1514213820000##13448##881260##76964##61450##113136962,1
a6f5da91,setTodayTotalDetailSteps=1514458380000##3719##1176017##77229##76569##230248840,1
6d942feb,setTodayTotalDetailSteps=1514609400000##2407##1371668##84671##101811##51305927,1
3244bf49,getStepCounterStatus,1
9fc6f3e1,setTodayTotalDetailSteps=1514507640000##292##1197936##83501##91877##279536460,1
9c081d70,setTodayTotalDetailSteps=1514852700000##3368##218519##31610##27490##166824112,1
f38d9651,setTodayTotalDetailSteps=1514626980000##4292##1386313##84671##102904##68893184,1
b6888815,setTodayTotalDetailSteps=1514526840000##2770##1294876##83501##100712##298709846,1
8d09055c,setTodayTotalDetailSteps=1514711700000##9025##44820##31610##10265##25813149,1
aa570b35,setTodayTotalDetailSteps=1514282460000##4037##1008131##77229##62451##54374864,1
80c050a1,setTodayTotalDetailSteps=1514077020000##0##549659##8661##16256##65737106,1
c9c6d4f1,setTodayTotalDetailSteps=1514112720000##9991##606209##8661##22394##12069854,1
0661c578,setTodayTotalDetailSteps=1514791440000##1660##95419##31610##18631##105570264,1
70f18c3f,setTodayTotalDetailSteps=1514509740000##985##1213548##83501##91877##281646810,1
ce563167,setTodayTotalDetailSteps=1514814120000##6225##135535##31610##19177##128238744,1
6872c200,setTodayTotalDetailSteps=1514731620000##11737##92706##31610##18631##45725053,1
dcfaac91,setTodayTotalDetailSteps=1514607120000##1621##1354812##84671##101811##49041829,1
4169a76f,setTodayTotalDetailSteps=1514261700000##1907##968746##77229##62451##33591956,1
ba9ff609,setTodayTotalDetailSteps=1514123580000##14724##737007##31825##33271##22948124,1
580af7e2,setTodayTotalDetailSteps=1514377800000##6960##1130419##77229##72294##149699640,1
2852840e,setTodayTotalDetailSteps=1514113320000##10908##632289##8661##25953##12666531,1
0f1facf9,setWriteDBLastDataMinute=25245204,1
1ee96e8c,setTodayTotalDetailSteps=1514811900000##6162##135535##31610##19177##126008146,1
be2784e5,setTodayTotalDetailSteps=1514604060000##1324##1350231##84671##101811##45940492,1
cd1ebc2c,setTodayTotalDetailSteps=1514113140000##10582##621590##8661##23262##12451858,1
714cc860,setTodayTotalDetailSteps=1514215260000##13818##898551##76964##61450##114605915,1
7a994f5e,setTodayTotalDetailSteps=1514607120000##1641##1355692##84671##101811##49053334,1
6110c06e,setTodayTotalDetailSteps=1514111700000##9437##580007##8661##16256##11059534,1
3a004ecd,setTodayTotalDetailSteps=1514890920000##14408##326062##32208##29341##205063292,1
8350d13a,setTodayTotalDetailSteps=1514204280000##8827##834311##45591##60231##103636115,1
5c35f849,setTodayTotalDetailSteps=1514713800000##9539##47711##31610##10265##27943157,1
e7d0e612,setTodayTotalDetailSteps=1514847960000##1093##170075##31610##25726##162103072,1
85b23ed9,setTodayTotalDetailSteps=1514118780000##12979##712051##9741##33271##18127054,1
e5b9bdc1,setTodayTotalDetailSteps=1514766600000##16##92787##31610##18631##80728113,1
7a4a8e6a,setTodayTotalDetailSteps=1514461680000##5618##1194513##83501##77086##233567401,1
58d8a480,setTodayTotalDetailSteps=1514117460000##11547##658024##8661##25953##16794913,1
8c54b29d,setTodayTotalDetailSteps=1514215260000##13856##900527##76964##61450##114627921,1
deee3a59,setTodayTotalDetailSteps=1514195460000##5288##772933##45591##57350##94808099,1
e8cf8f72,setTodayTotalDetailSteps=1514852640000##3293##212173##31610##27490##166783098,1
7ed3f4cd,setTodayTotalDetailSteps=1514843940000##0##135535##31610##19177##158095829,1
654b9a71,setTodayTotalDetailSteps=1514181660000##4467##772662##45591##57350##81009607,1
53ff7617,getDiffTotalCalories,1
58294cf3,setTodayTotalDetailSteps=1514462940000##6036##1197650##83501##91877##234840385,1
c73db509,setTodayTotalDetailSteps=1514852580000##3160##197795##31610##27490##166712091,1
0fb5112b,setTodayTotalDetailSteps=1514686620000##3815##10722##24674##2994##743109,1
85e3b133,setTodayTotalDetailSteps=1514890920000##14349##320462##32208##29341##205026791,1
31ec9ec5,setTodayTotalDetailSteps=1514852700000##3345##215920##31610##27490##166812099,1
f3b729b6,setTodayTotalDetailSteps=1514113680000##10947##633414##8661##25953##13049039,1
50a2d052,setTodayTotalDetailSteps=1514117880000##12274##700147##8661##25953##17196554,1
bd8d9f6e,setTodayTotalDetailSteps=1514633700000##6662##1463752##84671##106890##75583425,1
2c0127fd,setTodayTotalDetailSteps=1514249640000##875##952004##77229##62451##21508617,1
c56c289c,setTodayTotalDetailSteps=1514117820000##12224##697036##8661##25953##17137207,1
6d7f9ef7,setTodayTotalDetailSteps=1514890800000##14158##304252##32208##29341##204912785,1
c4b92c9e,setTodayTotalDetailSteps=1514195460000##5296##772933##45591##57350##94811595,1
44927154,setTodayTotalDetailSteps=1514210880000##12247##875282##45591##61450##110249794,1
f52d2395,getTodaySportData <*>,4
cb7513f3,setTodayTotalDetailSteps=1514644020000##8339##1564676##84671##106890##85919544,1
27fd27c5,setTodayTotalDetailSteps=1514370180000##5610##1087577##77229##72294##142099937,1
2a182d8d,setTodayTotalDetailSteps=1514521560000##1502##1235698##83501##100712##293449440,1
51cee69b,setTodayTotalDetailSteps=1514722680000##10799##91637##31610##10363##36838556,1
633b01b0,setTodayTotalDetailSteps=1514301960000##5493##1074257##77229##71899##73836014,1
dcabe1ac,setTodayTotalDetailSteps=1514249580000##799##943276##77229##62451##21469108,1
d6ebe089,setTodayTotalDetailSteps=1514851920000##2275##189733##31610##26503##166062498,1
bcd61e05,setTodayTotalDetailSteps=1514105280000##6347##568189##8661##16256##4612593,1
5d176006,setTodayTotalDetailSteps=1514112600000##9813##589088##8661##22394##11959355,1
7aef8e04,setTodayTotalDetailSteps=1514117340000##11281##636479##8661##25953##16659996,1
e7f27cb7,setTodayTotalDetailSteps=1514627340000##4585##1396467##84671##102904##69246641,1
34135cab,setTodayTotalDetailSteps=1514621760000##4265##1386313##84671##102904##63643936,1
59b5fa1d,setTodayTotalDetailSteps=1514130060000##16920##767037##45591##57350##29422465,1
e3113c75,setTodayTotalDetailSteps=1514627100000##4489##1394172##84671##102904##69028642,1
19058935,setTodayTotalDetailSteps=1514118600000##12705##706689##8661##33271##17927903,1
51d9a7aa,setTodayTotalDetailSteps=1514112540000##9698##581834##8661##20084##11888851,1
4ef096cc,setTodayTotalDetailSteps=1514678460000##23##0##0##0##120340762,1
7721d353,setTodayTotalDetailSteps=1514722440000##10539##68795##31610##10363##36562637,1
c7859d0e,setTodayTotalDetailSteps=1514806080000##4948##117657##31610##19177##120213629,1
987a9322,setTodayTotalDetailSteps=1514627400000##4705##1405199##84671##102904##69317641,1
63d8b764,setTodayTotalDetailSteps=1514261760000##2002##975078##77229##62451##33653951,1
43faba6e,setTodayTotalDetailSteps=1514543220000##3355##1333139##83501##100712##315104838,1
f4bc8c38,setTodayTotalDetailSteps=1514123640000##14763##737085##31825##39121##22971128,1
becbf34d,setTodayTotalDetailSteps=1514249640000##913##956029##77229##62451##21533609,1
e788f919,initEnviroument,1
62a7ff48,setTodayTotalDetailSteps=1514688540000##4791##29324##31610##8911##2700370,1
f403ca9e,setTodayTotalDetailSteps=1514713740000##9465##44964##31610##10265##27894144,1
a9f1b70c,setTodayTotalDetailSteps=1514467680000##6061##1197710##83501##91877##239602960,1
e9c9b798,setTodayTotalDetailSteps=1514789280000##651##93669##31610##18631##103386261,1
e6f70be4,setTodayTotalDetailSteps=1514714520000##9966##55035##31610##10363##28627237,1
21acf9e5,setTodayTotalDetailSteps=1514852700000##3421##224056##31610##27490##166851598,1
9941befe,setTodayTotalDetailSteps=1514902020000##20015##345263##66061##37475##8991977,1
53242e82,setTodayTotalDetailSteps=1514125560000##15842##752035##31825##44282##24898587,1
b52b7f41,setTodayTotalDetailSteps=1514118900000##13285##712051##16733##33271##18266034,1
6ca8fce7,setTodayTotalDetailSteps=1514298300000##5073##1061518##77229##64555##70169921,1
4eb6d466,setTodayTotalDetailSteps=1514123400000##14374##727032##31825##33271##22760098,1
94b870fd,setTodayTotalDetailSteps=1514643660000##7729##1519960##84671##106890##85595799,1
1fbc46c2,setTodayTotalDetailSteps=1514879460000##11801##273676##32208##29341##193581158,1
ca218636,setTodayTotalDetailSteps=1514901780000##19248##345263##51791##36557##8711459,1
23fd4ceb,setTodayTotalDetailSteps=1514125860000##16499##764913##37925##54384##25211710,1
33511c8a,setTodayTotalDetailSteps=1514629080000##5347##1449036##84671##102904##71016069,1
f56bf682,setTodayTotalDetailSteps=1514113260000##10861##631254##8661##25719##12598044,1
ba928951,setTodayTotalDetailSteps=1514284200000##4322##1020719##77229##62451##56082047,1
71614943,setTodayTotalDetailSteps=1514210460000##12033##869513##45591##61450##109809644,1
63a9cd4f,setTodayTotalDetailSteps=1514875680000##9756##257470##32208##29189##189822233,1
251bd83b,setTodayTotalDetailSteps=1514647140000##8968##1608622##84671##106890##89074388,1
cac0e04b,setTodayTotalDetailSteps=1514627340000##4633##1398307##84671##102904##69275151,1
5a702105,setTodayTotalDetailSteps=1514643900000##8080##1552160##84671##106890##85783852,1
cd02d34f,setTodayTotalDetailSteps=1514117520000##11641##667608##8661##25953##16840919,1
4e1a1f5a,setTodayTotalDetailSteps=1514722440000##10603##75505##31610##10363##36598134,1
b19c7c06,setTodayTotalDetailSteps=1514123580000##14681##735993##31825##33271##22924632,1
ea880ecb,setTodayTotalDetailSteps=1514210460000##12022##869370##45591##61450##109802644,1
496181ff,setTodayTotalDetailSteps=1514724420000##10826##91637##31610##10363##38570614,1
7ab9c47c,setTodayTotalDetailSteps=1514423340000##1057##1144861##77229##73550##195264485,1
88b019db,setTodayTotalDetailSteps=1514437980000##3376##1169232##77229##73641##209859114,1
17522c17,setTodayTotalDetailSteps=1514631120000##5469##1451805##84671##102904##73054362,1
e0f9d720,setTodayTotalDetailSteps=1514894580000##15278##340610##32208##29341##1534926,1
79451174,setTodayTotalDetailSteps=1514802780000##1843##95419##31610##18631##116935323,1
97664787,setTodayTotalDetailSteps=1514112960000##10344##608969##8661##23262##12327806,1
72c44ccc,setTodayTotalDetailSteps=1514836500000##0##135535##31610##19177##150625406,1
782eda0f,setTodayTotalDetailSteps=1514890800000##14207##306352##32208##29341##204941279,1
