LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate,ParameterList
18,12-18,14:12:12.693,5157,5157,W,cr_BindingManager,Cannot call determinedVisibility() - never saw a connection for the pid: 5157,7c5af11b,Cannot call determinedVisibility() - never saw a connection for the pid: <*>,['5157']
19,12-18,15:33:22.896,1795,3110,I,AlarmManager,remove(PendingIntent{774bfbc: PendingIntentRecord{7f86237 com.huawei.espacev2 broadcastIntent}}) changed bounds; rebatching,9ad0125d,remove(PendingIntent{<*>: PendingIntentRecord{<*> <*> <*> changed bounds; rebatching,"['774bfbc', '7f86237', 'com.huawei.espacev2 broadcastIntent}})']"
20,12-17,19:56:58.895,2852,2852,I,SignalClusterView,mWifiVisible is:truemWifiStrengthId is:2130839425mWifiDescription is:WLAN 信号强度为 3 格。,84df3981,mWifiVisible is:truemWifiStrengthId is:2130839425mWifiDescription is:WLAN 信号强度为 <*> 格。,['3']
21,12-18,16:01:39.205,1795,2739,D,HuaweiWifiWatchdogStateMachine,"loss[-52]=0%, volume=3002",3efe53a7,"loss[-<*>]=<*>%, volume=<*>","['52', '0', '3002']"
22,12-17,19:33:42.758,5215,5215,D,wpa_supplicant,Add randomness: count=875 entropy=478,340cc0f2,Add randomness: count=<*> entropy=<*>,"['875', '478']"
23,12-18,08:21:00.094,1795,1813,E,BatteryStatsService,no controller energy info supplied,e6b8d98f,no controller energy info supplied,[]
24,12-17,21:27:03.984,1046,1125,I,audio_hw_utils,"audio_extn_utils_send_app_type_cfg PLAYBACK app_type 69937, acdb_dev_id 7, sample_rate 48000",d3c29877,"audio_extn_utils_send_app_type_cfg PLAYBACK app_type <*>, acdb_dev_id <*>, sample_rate <*>","['69937', '7', '48000']"
25,12-18,19:52:48.971,1795,2750,D,HW_DISPLAY_EFFECT,"presently, hw_update_color_temp_for_rg_led interface not achieved.",d4b8d889,"presently, hw_update_color_temp_for_rg_led interface not achieved.",[]
26,12-18,19:49:56.225,835,2385,E,libteec ,receive data len = 192,c7d11cb0,<*> <*> <*> = <*>,"['receive', 'data len', '192']"
27,12-18,05:26:31.289,3626,19277,I,iMonitor,create: 903001003,dede275d,<*> <*>,['create: 903001003']
28,12-18,17:41:20.163,2852,3556,I,NetworkController.MobileSignalController(0),"Change in state from: connected=true,enabled=true,level=5,inetCondition=1,iconGroup=IconGroup(4G),activityIn=true,activityOut=true,rssi=0,lastModified=12-18 05:41:17,isRoaming=false,dataSim=true,networkName=中国移动,networkNameData=中国移动,dataConnected=true,isDefault=true,isEmergency=false,airplaneMode=false,carrierNetworkChangeMode=false,userSetup=true",7fee6131,"Change in state from: <*> <*>:<*>:<*>,isRoaming=false,dataSim=true,networkName=中国移动,networkNameData=中国移动,dataConnected=true,isDefault=true,isEmergency=false,airplaneMode=false,carrierNetworkChangeMode=false,userSetup=true","['connected=true,enabled=true,level=5,inetCondition=1,iconGroup=IconGroup(4G),activityIn=true,activityOut=true,rssi=0,lastModified=12-18 05', '41:17']"
29,12-18,07:57:12.293,835,2385,I,fpc_tac ,fpc_tac_begin_identify---need_liveness_authentication: 0,dede275d,<*> <*>,['fpc_tac_begin_identify---need_liveness_authentication: 0']
30,12-17,20:23:42.158,2852,2852,I,HwSignalClusterView,getOrInflateState subId:0,412cb58c,getOrInflateState subId:<*>,['0']
31,12-17,21:51:00.971,1795,1825,D,Sensors ,batch called handle:3 sample_ns:300000000 latency_ns:0,2ab4fb33,batch called handle:<*> sample_ns:<*> latency_ns:<*>,"['3', '300000000', '0']"
32,12-17,23:01:45.615,1795,1805,I,Security_fingerprint,FingerprintService getEnrolledFingerprints,6f8a9e27,FingerprintService <*>,['getEnrolledFingerprints']
33,12-17,21:15:49.651,1795,1819,D,NetworkManagement,notifyInterfaceClassActivity: client is com.android.server.ethernet.EthernetNetworkFactory$InterfaceObserver@fccfd35,cea6a32f,notifyInterfaceClassActivity: client is <*>,['com.android.server.ethernet.EthernetNetworkFactory$InterfaceObserver@fccfd35']
34,12-18,15:40:08.632,12919,12919,V,BoostFramework,BoostFramework() : mPerf = com.qualcomm.qti.Performance@15d3e2d,c7d11cb0,<*> <*> <*> = <*>,"['BoostFramework()', ': mPerf', 'com.qualcomm.qti.Performance@15d3e2d']"
35,12-18,17:31:28.211,5224,5283,I,Step_DataCache,20002302|getTodayTotalSteps 13743,dede275d,<*> <*>,['20002302|getTodayTotalSteps 13743']
36,12-18,08:37:59.786,1795,2371,I,huawei_ProximitySensor_CPP_Test,"readEvents:345: ProximitySensor: getTimestamp,mPendingEvent.timestamp =1399361885",6023edb0,"readEvents:<*>: ProximitySensor: getTimestamp,mPendingEvent.timestamp =<*>","['345', '1399361885']"
37,12-18,18:28:31.055,2852,2852,I,PhoneStatusBar,updateNotificationShade,06327cf8,updateNotificationShade,[]
38,12-18,09:51:03.068,2852,2852,I,HwSignalClusterView,setMobileDataIndicatorsHuawei subId:0 visible:true strengthIcon:2130839311 typeIcon:2130839157 contentDescription:手机信号满格。 typeContentDescription:4G isTypeIconWide:true showActivity:false activityIn:false activityOut:false isRoaming:false,a28d7e50,setMobileDataIndicatorsHuawei subId:<*> visible:true strengthIcon:<*> typeIcon:<*> <*> <*> isTypeIconWide:true <*> <*> <*> isRoaming:false,"['0', '2130839311', '2130839157', 'contentDescription:手机信号满格。 typeContentDescription:4G', 'showActivity:false', 'activityIn:false activityOut:false']"
39,12-18,15:32:50.772,2852,2914,V,AudioManager,querySoundEffectsEnabled...,eeec1449,querySoundEffectsEnabled...,[]
40,12-17,20:36:04.592,2852,3556,I,NetworkController.MobileSignalController(0),"onSignalStrengthsChanged signalStrength=SignalStrength: -1 0 -1 255 -1 255 -1 255 255 23 -94 -7 178 2147483647 2147483647 false gw|lte level=5 isSuspend=false levelOld=5,mSignalStrength level=5",62c38581,"onSignalStrengthsChanged signalStrength=SignalStrength: -<*> <*> -<*> <*> -<*> <*> -<*> <*> <*> <*> -<*> -<*> <*> <*> <*> false gw|lte level=<*> isSuspend=false levelOld=<*>,mSignalStrength level=<*>","['1 0', '1 255', '1 255', '1', '255 255 23', '94', '7', '178 2147483647 2147483647', '5', '5', '5']"
41,12-17,21:21:27.041,2852,2852,D,NetWorkUtils,"is3GCalling is false,mCdmaSlot is -1",6e0e5f14,"is3GCalling is false,mCdmaSlot is -<*>",['1']
42,12-17,21:51:49.666,1795,1795,I,NotificationManager,"updateLightsLocked,turn off notificationLight",942f09c2,"updateLightsLocked,turn off notificationLight",[]
43,12-18,14:08:50.839,5157,5218,W,System.err,at java.net.PlainSocketImpl.socketConnect(Native Method),d040c7f0,at <*>(Native Method),['java.net.PlainSocketImpl.socketConnect']
44,12-18,18:29:40.956,1795,1795,I,Sensor  ,turn off notificationLight due to incall or screenon,8dcf4814,turn off notificationLight due to incall or screenon,[]
45,12-17,19:58:39.306,5215,5215,D,wpa_supplicant,CTRL_IFACE SET 'ps'='0',9db58b06,CTRL_IFACE SET 'ps'='<*>',['0']
46,12-18,14:11:39.819,1795,6284,I,AwareLog,"AwareMem_EventTracker: [APP_ACTIVITY_FINISH_139818915] kill uid:10020, proc:com.huawei.camera",259cf224,"AwareMem_EventTracker: <*> kill uid:<*>, <*>","['[APP_ACTIVITY_FINISH_139818915]', '10020', 'proc:com.huawei.camera']"
47,12-18,17:41:33.435,3180,3578,I,ash     ,perform running actions!,0fd2396b,perform running actions!,[]
48,12-18,09:11:05.555,633,31870,I,SDK     ,<2016-12-18 09:11:05> [WARN] SDK: UE-SeC 2016-12-18 9:11:5:555 Level[WARN] magic[3362781472 684]:PubEvt_Close Getting a socket[93] from the Socket-table Failed!,b29d6ea3,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*> <*> <*> <*> <*>,"['', '<2016-12-18 09', '11:05', '[WARN]', '', '2016-12-18 9', '11', '5:555 Level[WARN]', '3362781472', '684]:PubEvt_Close', 'Getting', 'a', 'socket[93] from the Socket-table Failed!']"
49,12-18,10:52:08.778,808,547,D,[HWCamera] IppAlgoSmartAE,"void android::IppAlgoSmartAE::setHdrAndExifInfo(AE_OutputData *), isHDR=0, frameNumber=0",c3d2ddeb,"void android::IppAlgoSmartAE::setHdrAndExifInfo(AE_OutputData *), isHDR=<*>, frameNumber=<*>","['0', '0']"
50,12-18,17:40:37.949,2852,2852,I,HwSignalClusterView,getOrInflateState subId:0,412cb58c,getOrInflateState subId:<*>,['0']
51,12-18,00:13:49.960,1795,2381,D,libfingersense_wrapper,fingersense_touch_up() finished,97fdd2c8,<*> finished,['fingersense_touch_up()']
52,12-17,19:40:06.528,1795,2323,E,UsbDeviceManager,at java.io.FileInputStream.<init>(FileInputStream.java:146),d7497a9b,at <*>,['java.io.FileInputStream.<init>(FileInputStream.java:146)']
53,12-17,20:17:57.930,633,31870,I,SDK     ,<2016-12-17 20:17:57> [WARN] SDK: UE-SeC 2016-12-17 20:17:57:929 Level[WARN] magic[3362781472 684]:PubEvt_Close Getting a socket[141] from the Socket-table Failed!,b29d6ea3,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*> <*> <*> <*> <*>,"['', '<2016-12-17 20', '17:57', '[WARN]', '', '2016-12-17 20', '17', '57:929 Level[WARN]', '3362781472', '684]:PubEvt_Close', 'Getting', 'a', 'socket[141] from the Socket-table Failed!']"
54,12-17,20:59:48.632,24266,24266,I,pairs   ,[qiyi_LOG_INFO pairs] postmethod key=vv value=1	2016-12-17 20:32:15	868404020067521	GPhone	7.0	1080*1800	MLA-AL00	14	null	591a3d5e95c34d3f4e2373d2df3fd506	7.11	575628500	70	1	2	null	0	0	1	1	1601	1	2652022	4	1	1	0	0		200	203364601	0	11	other	0f607264fc6318a92b9e13c65db7cd3c	db72ce0a35db8d3b		0	-1	1	1649759	0	1	F520647EB96723FD420DC641358C92ED	null&upderid=null		0				null			0	0	0	0	null			lk3lkzqc2nae7bue	0	cn_s	868404020067521_db72ce0a35db8d3b_CCZBBZAAZ2AZ34Z13	6E7B4C6D063951981067D8570B22D26D	0				120f2d713695fd4f0ba0cf7113534a0b0ce655ea15b612e1a741dce6b8e357d2ee	0	0	0,b8833a1e,[qiyi_LOG_INFO pairs] postmethod key=vv value=<*>	<*><*><*> <*>:<*>:<*>	<*>	GPhone	<*>.<*>	<*>*<*>	MLA-AL00	<*>	null	<*>	<*>.<*>	<*>	<*>	<*>	<*>	null	<*>	<*>	<*>	<*>	<*>	<*>	<*>	<*>	<*>	<*>	<*>	<*>		<*>	<*>	<*>	<*>	other	<*>	<*>		<*>	-<*>	<*>	<*>	<*>	<*>	<*>	null&upderid=null		<*>				null			<*>	<*>	<*>	<*>	null			lk3lkzqc2nae7bue	<*>	cn_s	868404020067521_db72ce0a35db8d3b_CCZBBZAAZ2AZ34Z13	<*>	<*>				<*>	<*>	<*>	<*>,"['', '1\t2016-12-17', '20', '32:15\t868404020067521', '7.0', '1080*1800', '14', '591a3d5e95c34d3f4e2373d2df3fd506\t7', '11', '575628500', '70\t1\t2', '0', '0', '1', '1', '1601', '1\t2652022\t4\t1\t1\t0\t0', '200', '203364601\t0\t11', '0f607264fc6318a92b9e13c65db7cd3c\tdb72ce0a35db8d3b', '0', '1', '1', '1649759\t0\t1\tF520647EB96723FD420DC641358C92ED', '0', '0', '0\t0\t0', '0', '6E7B4C6D063951981067D8570B22D26D\t0', '120f2d713695fd4f0ba0cf7113534a0b0ce655ea15b612e1a741dce6b8e357d2ee', '0\t0\t0']"
55,12-17,20:34:49.195,1795,3249,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x23,uasummary=0x4,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=33,auto=-1,adj=0.0userId=0",2bd0bdb0,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>","['3', '1', '0x23', '0x4', '33', '1', '0', '0']"
56,12-17,20:18:54.740,2852,2852,D,HwCust  ,Create obj success use class android.app.HwCustNotificationImpl,02c4d19b,Create obj success use class <*>,['android.app.HwCustNotificationImpl']
57,12-18,00:20:31.146,3858,4126,I,amsnl   ,m1: false,8e829e30,<*> false,['m1:']
58,12-17,20:25:58.532,5224,5283,I,Step_ExtendStepDataManager,20002302|compensate 24699625 143,e1031707,<*>|compensate <*> <*>,"['20002302', '24699625 143']"
59,12-18,14:15:22.539,633,7833,I,SDK     ,"<2016-12-18 14:15:22> [NOTICE] SDK: UE-SeC 2016-12-18 14:15:22:539 Level[NOTICE] magic[2118510880 247]:Send udp detect packet ok when login,id:[1];count:[0]!",1982ebad,<<*><*><*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*> <*> <*> <*> <*> <*> <*>,"['', '<2016-12-18 14', '15:22', '', '2016-12-18 14', '15', '22:539', '2118510880', '247]:Send', 'udp', 'detect packet ok when login,id:[1];count:[0]!']"
60,12-18,14:37:13.919,2852,2852,I,EventCenter,EventCenter Get :android.com.huawei.bone.NOTIFY_SPORT_DATA,c5afc1ed,EventCenter Get :<*>,['android.com.huawei.bone.NOTIFY_SPORT_DATA']
61,12-18,08:04:21.139,1795,20747,D,PowerManagerService,"ready=true,policy=0,wakefulness=0,wksummary=0x1,uasummary=0x0,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=33,auto=-1,adj=0.0userId=0",2bd0bdb0,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>","['0', '0', '0x1', '0x0', '33', '1', '0', '0']"
62,12-18,08:36:03.265,1795,17831,D,ApplicationPackageManager,"queryIntentActivitiesAsUser size results:1, for package:com.huawei.espacev2",871155e4,"queryIntentActivitiesAsUser size results:<*>, for package:<*>","['1', 'com.huawei.espacev2']"
63,12-18,09:45:56.081,1795,2323,E,UsbDeviceManager,at android.os.FileUtils.readTextFile(FileUtils.java:267),d7497a9b,at <*>,['android.os.FileUtils.readTextFile(FileUtils.java:267)']
64,12-18,15:28:57.820,2852,2852,D,HwCustMobileSignalControllerImpl,"sub =0,strMccMnc =null,hashMccMnc =[],strPlmn =hw_show_lte",a20cc1e2,"sub =<*>,strMccMnc =null,hashMccMnc =[],strPlmn <*>","['0', '=hw_show_lte']"
65,12-18,14:12:41.977,5157,5157,D,test    ,"sending:{""handlerName"":""getRegisteredJsHandler"",""callbackId"":""java_cb_1"",""data"":null}",ff2248b9,"sending:{""handlerName"":""getRegisteredJsHandler"",""callbackId"":""java_cb_1"",""data"":null}",[]
66,12-17,21:58:41.985,1795,1825,I,WindowManger_keyguard,Setting mDismissKeyguard true by win Window{e6a6b5e u0 com.android.incallui/com.android.incallui.InCallActivity},7581ef5a,Setting mDismissKeyguard true by win Window{<*> u0 <*><*>.<*>},"['e6a6b5e', 'com', 'android.incallui/com.android.incallui.InCallActivity']"
67,12-18,19:45:16.392,1795,3884,I,HwActivityManagerService,Split enqueueing broadcast [callerApp]:ProcessRecord{24cdca7 3218:com.android.phone/1001},b1ffc7b2,Split enqueueing broadcast [callerApp]:ProcessRecord{<*> <*>,['24cdca7 3218:com.android.phone/1001}']
68,12-18,08:23:59.218,2852,2852,D,HwCustMobileSignalControllerImpl,isCurrentBySim()=false,2701f85c,isCurrentBySim()=false,[]
69,12-18,09:04:07.098,5224,5224,I,Step_LSC,20002302|compensate received,aabbf6f3,<*>|compensate received,['20002302']
70,12-17,21:57:58.415,2852,3556,I,NetworkController.MobileSignalController(0),onDataActivity: direction=0,2561f5e6,onDataActivity: direction=<*>,['0']
71,12-17,20:25:11.836,2852,2852,I,TrafficPanelViewContent,onShowStatusChange show:false,a7dcc523,onShowStatusChange show:false,[]
72,12-18,00:24:20.931,16628,27121,D,HwCust  ,Create obj success use class com.huawei.android.totemweather.parser.accu.HwCustJAccuCityParserImpl,02c4d19b,Create obj success use class <*>,['com.huawei.android.totemweather.parser.accu.HwCustJAccuCityParserImpl']
73,12-18,15:37:18.324,1795,15987,D,HwActivityManagerService,"handleANRFilterFIFO,uid = 10146cmd = 1",c7d11cb0,<*> <*> <*> = <*>,"['handleANRFilterFIFO,uid', '= 10146cmd', '1']"
74,12-18,15:36:06.163,3218,3234,W,PhoneInterfaceManager,shouldBlockLocation running ...,78791997,shouldBlockLocation running ...,[]
75,12-18,14:15:17.959,1795,2778,I,SendBroadcastPermission,"action:android.intent.action.PRECISE_DATA_CONNECTION_STATE_CHANGED, mPermissionType:0",6b0b29a4,<*> mPermissionType:<*>,"['action:android.intent.action.PRECISE_DATA_CONNECTION_STATE_CHANGED,', '0']"
76,12-17,22:32:56.381,2852,3556,I,HwMobileSignalController,"mExtDataOld:ExtData [mMasterNetWorkType=3, mSlaveNetWorkType=0, mMasterNetWorkLevel=4, mSlaveNetWorkLevel=-1, mDataState=2, mDataActivity=0, mDataNetType=13] mExtData:ExtData [mMasterNetWorkType=3, mSlaveNetWorkType=0, mMasterNetWorkLevel=4, mSlaveNetWorkLevel=-1, mDataState=2, mDataActivity=4, mDataNetType=13]",c4ed84c7,"mExtDataOld:ExtData [mMasterNetWorkType=<*>, mSlaveNetWorkType=<*>, mMasterNetWorkLevel=<*>, mSlaveNetWorkLevel=-<*>, mDataState=<*>, mDataActivity=<*>, mDataNetType=<*>] mExtData:ExtData [mMasterNetWorkType=<*>, mSlaveNetWorkType=<*>, mMasterNetWorkLevel=<*>, mSlaveNetWorkLevel=-<*>, mDataState=<*>, mDataActivity=<*>, mDataNetType=<*>]","['3', '0', '4', '1', '2', '0', '13', '3', '0', '4', '1', '2', '4', '13']"
77,12-18,14:09:29.591,1795,3304,I,ActivityManager_broadcast,"collectReceiverComponents, callerApp: ProcessRecord{34bf34f 0:system/1000}, intent:android.location.GPS_ENABLED_CHANGE, receiver size:1, flags: 10000400",1bfa58a5,"collectReceiverComponents, callerApp: ProcessRecord{<*> <*> <*> receiver size:<*>, flags: <*>","['34bf34f', '0:system/1000}, intent:android.location.GPS_ENABLED_CHANGE,', '1', '10000400']"
78,12-18,15:34:46.578,2852,2852,W,HwPhoneLayoutInflater,"onCreateView : ClassNotFoundException, In this case we want to let the base class take a crack at it",a0ca20d7,"onCreateView : ClassNotFoundException, In this case we want to let the base class take a crack at it",[]
79,12-18,14:13:08.752,5157,5157,I,chromium,"[INFO:CONSOLE(1)] ""Uncaught SyntaxError: Unexpected token var"", source:  (1)",db4d0254,"[INFO:CONSOLE(<*>)] ""Uncaught SyntaxError: Unexpected token var"", source:  (<*>)","['1', '1']"
80,12-17,20:51:00.003,1795,2376,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x23,uasummary=0x4,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=33,auto=-1,adj=0.0userId=0",2bd0bdb0,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=true,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>","['3', '1', '0x23', '0x4', '33', '1', '0', '0']"
81,12-17,21:09:46.184,2852,2852,I,HwSignalClusterView,setMobileDataIndicatorsHuawei subId:0 visible:true strengthIcon:2130839311 typeIcon:2130839195 contentDescription:手机信号满格。 typeContentDescription:4G isTypeIconWide:true showActivity:true activityIn:false activityOut:false isRoaming:false,a28d7e50,setMobileDataIndicatorsHuawei subId:<*> visible:true strengthIcon:<*> typeIcon:<*> <*> <*> isTypeIconWide:true <*> <*> <*> isRoaming:false,"['0', '2130839311', '2130839195', 'contentDescription:手机信号满格。 typeContentDescription:4G', 'showActivity:true', 'activityIn:false activityOut:false']"
82,12-18,07:57:02.581,2852,2852,I,HwNavigationBarTransitions,"setBackgroundColor:new=0, old=0",72e97b94,"setBackgroundColor:new=<*>, <*>","['0', 'old=0']"
83,12-18,07:46:44.348,633,692,I,TCP     ,tcp.recv{4488} TcpClientThread.onReceiverWork(TcpClientThread.java:307) get tcp message 44,2b52fbf8,tcp.recv{<*>} TcpClientThread.onReceiverWork(TcpClientThread.java:<*>) get tcp message <*>,"['4488', '307', '44']"
84,12-18,08:14:12.368,2852,2852,D,HwCustMobileSignalControllerImpl,isCurrentBySim()=false,2701f85c,isCurrentBySim()=false,[]
85,12-17,21:51:21.792,606,2379,E,libteec ,receive data len = 128,c7d11cb0,<*> <*> <*> = <*>,"['receive', 'data len', '128']"
86,12-18,08:11:09.038,2852,2852,D,NetWorkUtils,mVSimCurCardType is -1,f14ebdce,mVSimCurCardType is -<*>,['1']
87,12-17,22:37:39.929,633,692,I,ECS     ,msg.recv{4490} XmlMsg.decodeBuf(XmlMsg.java:237) RECV 83 bytes [12]_00_03_02_01_1D_05_88_A6_08_F0_7E_12 cmdCode(CC_KeyExchange.0x011D)msgType(MT_ACK.2)msgClass(MC_PersonalInformation.1)sender(ST_Mobile.0)crypted(true)zipped(false)nobase64(true)length(79)version(3)sno(88A6),78e73e71,msg.recv{<*>} <*> <*> <*> bytes <*> <*>,"['4490', 'XmlMsg.decodeBuf(XmlMsg.java:237)', 'RECV 83', '[12]_00_03_02_01_1D_05_88_A6_08_F0_7E_12 cmdCode(CC_KeyExchange.0x011D)msgType(MT_ACK.2)msgClass(MC_PersonalInformation.1)sender(ST_Mobile.0)crypted(true)zipped(false)nobase64(true)length(79)version(3)sno(88A6)']"
88,12-18,08:21:34.929,1795,11746,I,HwActivityManagerService,Split enqueueing broadcast [callerApp]:ProcessRecord{4ff57fc 3382:com.qualcomm.qcrilmsgtunnel/1001},b1ffc7b2,Split enqueueing broadcast [callerApp]:ProcessRecord{<*> <*>,['4ff57fc 3382:com.qualcomm.qcrilmsgtunnel/1001}']
89,12-18,12:40:26.955,3218,3218,D,Telephony,"TelecomAccountRegistry: onServiceStateChanged0 newState : 0, mServiceState : 0",ac85a1b9,"<*> <*> <*> : <*>, <*> : <*>","['TelecomAccountRegistry:', 'onServiceStateChanged0 newState', '0', 'mServiceState', '0']"
90,12-17,20:13:00.467,2852,2852,I,StatusBarIconView,updateTint: tint=0,04bbd147,updateTint: tint=<*>,['0']
91,12-17,23:21:03.301,2852,2852,I,HwLockScreenPanel,loadMagazine,3936c259,loadMagazine,[]
92,12-18,14:09:00.269,1795,3249,D,HwActivityManagerService,"handleANRFilterFIFO,uid = 10113cmd = 1",c7d11cb0,<*> <*> <*> = <*>,"['handleANRFilterFIFO,uid', '= 10113cmd', '1']"
93,12-18,10:40:48.534,2852,2852,I,BarTransitions.HwPhoneStatusBarView,"transitionTo: mode=MODE_TRANSPARENT, animate=false",84db6a37,transitionTo: <*> animate=false,"['mode=MODE_TRANSPARENT,']"
