EventId,EventTemplate,Occurrences
ca501184,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,127
8c3389f0,"<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",669
f9d3804e,Could not signal service <*>: 113: Could not find specified service,1
9243e37f,CGXDisplayDidWakeNotification <*> posting kCGSDisplayDidWake,11
b7844740,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: <*>,48
60a574ff,CCFile::captureLog Received Capture notice id: <*> reason = <*>,70
8dc94ec9,doSaveChannels@286: Will write to: <*> - <*>,46
6e87a1d5,<*> <*> <*> [lvl=2] -[KSAgentApp setupLoggerOutput] Agent settings: <*> bundleID=<*> <*> <*> +0000 checkInterval=18000.000000 uiDisplayInterval=604800.000000 sleepInterval=1800.000000 jitterInterval=900 maxRunInterval=0.000000 isConsoleUser=1 ticketStorePath=/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore runMode=3 daemonUpdateEngineBrokerServiceName=<*> daemonAdministrationServiceName=<*> logEverything=0 logBufferSize=2048 alwaysPromptForUpdates=0 productIDToUpdate=(null) lastUIDisplayed=(null) alwaysShowStatusItem=0 updateCheckTag=(null) printResults=NO userInitiated=NO>,5
e3c91e41,"<*> <*> 30311, <*> [CountryConfiguration]: Could not determine current country code: Error Domain=NSURLErrorDomain Code=-1009 ""The Internet connection appears to be offline."" <*> {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://<*>/pep/gcc, NSErrorFailingURLKey=https://<*>/pep/gcc, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://<*>/pep/gcc, NSErrorFailingURLKey=https://<*>/pep/gcc, _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=The Internet connection appears to be offline.}",3
832283b9,Captive: CNPluginHandler en0: <*>,44
1efe32ce,network changed: DNS* Proxy,14
889f3027,2017-07-02 <*> <*> [lvl=2] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Finished with engine thread,2
4a019d20,CCFile::captureLog,65
48b41a73,"securityd_xpc_dictionary_handler cloudd[326] copy_matching Error Domain=NSOSStatusErrorDomain Code=-50 ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}",29
5dbf992a,device_generate_desktop_screenshot: authw <*> shield <*>,13
bceb4345,"SecOSStatusWith error:[-50] Error Domain=NSOSStatusErrorDomain Code=-50 ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}",22
47bc472f,<*> Failed to read DnsConfig.,21
e17e31e5,Error in <*> -1856,9
9815ad44,[BluetoothHIDDeviceController] <*>,19
9cf261a8,ARPT: <*> wlc_dump_aggfifo:,38
246a8684,Unexpected payload found for message <*> dataLen <*>,21
5633faf0,"ARPT: <*> IOPMPowerSource Information: <*> SleepType: Standby, 'ExternalConnected': No, 'TimeRemaining': <*>",7
b7aaf5db,Thermal pressure state: <*> Memory pressure state: 0,168
a3b4c6f9,<*> <*> <*> [lvl=2] main() Fetcher received a download path: <*>,5
4cedf359,Unable to simultaneously satisfy constraints:,22
7437a69c,en0: 802.11d country code set to <*>,41
d9e7a914,<*> FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,70
a9d25eb5,"CoreAnimation: warning, deleted thread with uncommitted CATransaction; set CA_DEBUG_TRANSACTIONS=1 in environment to log backtraces.",7
0753c14d,ARPT: <*> wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq <*> Ack <*> Win size <*>,40
91eeaa24,setting hostname to <*>,30
4b4d8b6f,<*> done: last_valid_compact_indx <*>,12
fa8cbcc5,CCProfileMonitor::profileCallback Entered token:1,5
3f143fab,Received Capture Event,77
b0843764,[14:44:29.031] <<< FigDiskCacheRepository >>> fdcr_GetFileStats: stat failed for <*> err = 2,3
282349c2,<<<< MediaValidator >>>> <*> Unrecognized codec 1,6
8148599e,tcp_connection_tls_session_error_callback_imp <*> __tcp_connection_tls_session_callback_write_block_invoke.434 error <*>,22
6ecadd3f,"IOPMrootDomain: idle cancel, state 1",8
484f6a8a,<IMMacNotificationCenterManager: <*> NC Disabled: NO,10
1f4bfd0d,<*> deny mach-lookup <*>,14
b0ae159c,[HID] [ATC] [Error] AppleDeviceManagementHIDEventService::start Could not make a string from out <*> notification key,13
b2490040,Failed to connect <*> outlet from <*> to <*> missing setter or instance variable,6
4d69df78,Error returned from iconservicesagent: (null),61
ff56e017,the url = <*>,5
5faf7ee1,button report: <*>,54
bbfca46f,en0: Supported channels 1 2 3 4 5 6 7 8 9 10 11 12 13 36 40 44 48 52 56 60 64 100 104 108 112 116 120 124 128 132 136 140 144 149 153 157 161 165,24
ddcc3918,"2017-07-06 14:57:14.936 GoogleSoftwareUpdateAgent[37059/0x7000002a0000] [lvl=2] +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/GoogleSoftwareUpdateDaemon' with the requirement 'anchor apple generic and certificate 1[<*>] exists and certificate leaf[<*>] exists and certificate leaf[subject.OU]=""EQHXZ8M8AV"" and (identifier=""<*>"")'",1
ea92f231,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,23
086cf4fa,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! <*> <*> <*>,50
a65ff77f,<*> Frequent transitions for interface <*> <*>,51
6995a7cd,[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: <*> <*>,52
c6b40f22,Captive: [CNInfoNetworkActive:1748] en0: SSID 'CalVisitor' making interface primary (cache indicates network not captive),17
cc50f92a,<*> : Scanning mode Contacts Only,19
19ae0400,"<*> Owner: <*>, Name: <*>",21
879f9d34,Wake reason: <*> <*>,28
fddcfc77,"Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0",31
699a9e89,Captive: en0: Not probing <*> (cache indicates not captive),20
62a029a2,[BluetoothHIDDeviceController]ERROR: Could not find the disconnected object,13
515677b7,CFNetwork SSLHandshake failed <*>,13
c98b00da,<*> : BTLE scanning <*>,18
83801e0d,ASSERTION FAILED: dvcAddrRef != ((void *)0) -[DriverServices getDeviceAddress:] line: 2789,17
6c59fc08,AirPort: Link Down on en0. Reason <*> (Disassociated <*> <*> <*>,25
1ca51907,__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,52
3da9e2dc,Previous <*> cause: <*>,36
40077747,encryptStart 14020,4
0b29f176,<*> Entered,20
5722d0e3,CCProfileMonitor::freeResources done,5
01e7355d,Wake reason: ?,11
9379fc26,<*> <*> <*> [lvl=2] KSHelperReceiveAllData() KSHelperTool read <*> bytes from stdin.,4
c85b925c,"booter start at <*> ms smc 0 ms, [18, 0, 0] total <*> ms, dsply 0, 0 ms, tramp <*> ms",5
d79ad80b,"IOHibernatePollerOpen, ml_get_interrupts_enabled 0",4
d0602538,<IMMacNotificationCenterManager: <*> Updating enabled: <*> (Topics: (,17
a097cfec,<*> <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,23
c967316d,[IOBluetoothFamily][staticBluetoothTransportShowsUp] -- Received Bluetooth Controller register service notification -- <*>,7
1e98a618,IOBluetoothUSBDFU::probe,6
30c18829,<*> ERROR: 177: timed out after <*> <*> <*> mMajorChangePending=0,6
e4d725b2,<*> started,8
cb6d7ba7,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) <*> <*> +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319),45
9f6d6604,<*> <<<< IQ-CA >>>> piqca_setUsePreQueue: <*> rejecting report of layer being serviced - IQ has not yet begun to update,13
94f37b2f,assertion failed: 15G1510: <*> + 38574 [10D2E324-788C-30CC-A749-55AE67AEC7BC]: 0x7fc235807b90,5
00592f75,objc[35448]: Class <*> is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.,2
8f5dffe0,"ARPT: <*> wl0: Roamed or switched channel, reason <*> bssid <*> last RSSI <*>",14
893d4330,[00:28:42.193] videoMentorThreadCreateSampleBuffer signalled err=-12871 (err) (FigSampleGeneratorCreateSampleBufferAtCursor failed) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/FormatHandlers/VideoMentor.c line 1332,1
0581bc42,network changed: <*> DNS- Proxy-,13
de7860f0,"hibernate_newruntime_map time: 0 ms, IOPolledFilePollersOpen(), ml_get_interrupts_enabled 0",6
44545874,TBT W (2): 0x0040 [x],35
cb8d5eeb,<*> : Discoverable mode changed to Contacts Only,8
f65ffb04,"<*> scheduler returned false; however, this job is 1 seconds overdue. Running anyway.",4
af56cadc,Stream <*> is sending an event before being opened,10
9464abfc,**** [IOBluetoothHostControllerUSBTransport][start] -- completed -- result = TRUE -- <*> ****,4
a041eae4,AppleActuatorHIDEventDriver: stop,3
2a922601,"[<*>] [CalOperationQueue (x-coredata://DB05755C-483D-44B7-B93B-ED06E57FF420/ExchangePrincipal/p13): <CalExchangeSyncFolderItemsOperation: 0x7fa11f97cb40> failed with error Error Domain=NSURLErrorDomain Code=-1009 ""似乎已断开与互联网的连接。"" UserInfo={NSUnderlyingError=0x7fa11af87970 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""(null)"" UserInfo={NSErrorPeerAddressKey=<CFData 0x7fa11f9bada0 [0x7fff7abc1440]>{length = 28, capacity = 28, bytes = 0x1c1e01bb0000000026031036090200c5 ... 0000000200000000}, _kCFStreamErrorCodeKey=57, _kCFStreamErrorDomainKey=1}}, NSErrorFailingURLStringKey=https://1155092212%<*>@<*>/EWS/Exchange.asmx, NSErrorFailingURLKey=https://1155092212%<*>@<*>/EWS/Exchange.asmx, _kCFStreamErrorDomainKey=1, _kCFStreamErrorCodeKey=57, NSLocalizedDescription=似乎已断开与互联网的连接。}.]",1
42e9195d,############################## _getSysMsgList,24
5255cceb,<*> <*> <*> [lvl=2] -[KSOmahaServer updateInfosForUpdateResponse:updateRequest:infoStore:upToDateTickets:updatedTickets:events:errors:] Response passed CUP validation.,3
16651397,tcp_connection_destination_perform_socket_connect <*> connectx to <*> failed: [65] No route to host,4
234b183e,"2017-07-07 01:47:40.904 GoogleSoftwareUpdateAgent[37644/0x7000002a0000] [lvl=2] -[KSAgentApp updateProductWithProductID:usingEngine:] Checking for updates for ""All Products"" using engine <KSUpdateEngine:0x10053c8d0",1
c5e4fa9e,hibernate_page_list_setall preflight pageCount <*> est comp <*> setfile <*> min 1073741824,4
5d3b8c8e,AppleCamIn::handleWakeEvent_gated,62
8efa77b8,WARNING: hibernate_page_list_setall skipped <*> xpmapped pages,9
ecf18144,hibernate_page_list_setall time: <*> ms,8
e194959f,IOHibernatePollerOpen(0),3
904fee67,Connecting to Dropbox on '<*>',1
d57cf32c,"hibernate_machine_init pagesDone <*> sum2 <*> time: <*> ms, disk(0x20000) <*> Mb/s, comp bytes: <*> time: <*> ms <*> Mb/s, crypt bytes: <*> time: <*> ms <*> Mb/s",6
8f7d765f,kern_open_file_for_direct_io(0),8
7b8bc33b,"hibernate_machine_init: state 2, image pages <*> sum was <*> imageSize <*> image1Size <*> conflictCount <*> nextFree <*>",5
cb0394ee,network changed: <*> <*> <*> Proxy SMB,26
7771bb1b,<*> manager is not powered on,19
4735bd37,"2017-07-08 06:26:32.188 GoogleSoftwareUpdateAgent[39159/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher start fetch from URL: ""https://<*>/service/update2?cup2hreq=35f587d68955d023788398d45c1cbce775bcaf17cf8aea0e9abf741ee42a30d4&cup2key=7:1870760780""",1
164db6d5,hibernate_machine_init reading,7
0f0c2047,<*> <<<< CRABS >>>> crabsFlumeHostUnavailable: <*> Byte flume reports host unavailable.,20
98709a6a,Daemon connection invalidated!,5
1f1a515e,extension <*> -> <*>,2
9bf40a88,nw_path_query_lqm Tried to query LQM on path with no interfaces,1
d8e2131a,[<*>] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-8].],20
0b5a47e8,"handle_will_sleep_auth_and_shield_windows: Ordering out authw 0x7fa82419cc00(2000), shield 0x7fa825a1f000(2001) (lock state: 2)",1
d477ed02,"pages <*> wire <*> act <*> inact <*> cleaned 0 spec <*> zf <*> throt 0, compr <*> xpmapped 40000",8
b35055fa,wake time set <*> s,6
7fac0d01,Telling CSI to <*> low power.,15
98fe7210,network changed: <*> <*> <*> SMB,15
f609ab2a,handle_will_sleep_auth_and_shield_windows: Reordering authw <*> (lock state: 3),2
a734f3ad,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- Connected to the transport successfully -- 0x5fd0 -- 0x9a00 -- <*> ****,8
5ede7912,no sleep images for WillPowerOffWithImages,3
0c7af280,<*> : Starting AirDrop server for user 501 on wake,6
48b0490d,"hostControllerOnline - Number of Paired devices = 1, List of Paired devices = (",6
ef95a242,Running daily periodic task.,2
a38de5bb,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1009 ""The Internet connection appears to be offline."" <*> {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""The Internet connection appears to be offline."" <*> <*> <*> <*> NSLocalizedDescription=The Internet connection appears to be offline.}}, <*> <*> <*> <*> NSLocalizedDescription=The Internet connection appears to be offline.}",9
b58d6d06,Saw change in network reachability <*>,34
fa0ba32c,"NSURLSession/NSURLConnection HTTP load failed (kCFStreamErrorDomainSSL, -9802)",3
baac63ed,CCProfileMonitor::setStreamEventHandler,3
c158ae63,hibernate_flush_memory: buffer_cache_gc freed up <*> wired pages,7
4279d8f0,<*> : Discoverable mode changed to Off,10
038257e5,hibernate_page_list_setall found pageCount <*>,7
f7046139,<*> <*> <*> [lvl=2] -[KSMultiUpdateAction performAction] <*> had no updates to apply.,7
793e6b56,<IMMacNotificationCenterManager: <*> notification observer: <*> notification: __CFNotification <*> {name = <*>,20
3098c1cb,"[Accounts] Failed to update account with identifier 76FE6715-3D27-4F21-AA35-C88C1EA820E8, error: Error Domain=ABAddressBookErrorDomain Code=1002 ""(null)""",1
55d4c89e,"09:21:25.144 : SDWormholeServer::failedToStartScanningWithError Error Domain=NSMachErrorDomain Code=8 ""(os/kern) no access"" UserInfo={NSLocalizedDescription=wirelessproxd can't start scanning at this time.}",1
846f3d0d,FrameReceiverMessageCallback: KernelFrameDropNotification (Frames are dropping).  The firmware is not returning buffers quickly enough.,4
8274cb77,"network_reachability_changed : network is not reachable, netbiosd is shutting down",17
1528f364,->  DNSServiceQueryRecord      0x0000D000  0 <*>. (PTR) PID[53](),3
a69bc4df,"ignored is_io_service_close(0x100000420,IOHIDParamUserClient)",1
ee8ee29b,CCXPCService::setStreamEventHandler Registered for notification callback.,5
a4cddf09,PMStats: Hibernate read took <*> ms,5
54416845,[CardDAVPlugin-ERROR] -getHomeInfo:[_controller containersAtURLs:{(,3
94d282ea,<*> <*> <*> [lvl=2] main() Fetcher received a request: <NSMutableURLRequest: <*> { URL: <*> },3
abba7daa,"XPC Error while checking if iCDP is enabled for DSID 874161398: Error Domain=NSCocoaErrorDomain Code=4099 ""The connection to service named <*> was invalidated."" UserInfo={NSDebugDescription=The connection to service named <*> was invalidated.}",4
c17f6d5d,INIT -- Host controller is published,12
da7ac207,[IOBluetoothHostController::setConfigState] calling registerService,4
04bb0c62,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- 0x5fd0 -- 0x9a00 -- <*> ****,3
24508ac9,plugin <*> invalidated,8
e4df23b6,"[<*>] [Sync report for calendar home iCloud, failed with error Error Domain=NSURLErrorDomain Code=-1009 ""似乎已断开与互联网的连接。"" UserInfo={NSUnderlyingError=0x7fa11fde8050 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""似乎已断开与互联网的连接。"" UserInfo={NSErrorFailingURLStringKey=https://13957525385%40163.com@<*>/874161398/calendars/, NSErrorFailingURLKey=https://13957525385%40163.com@<*>/874161398/calendars/, _kCFStreamErrorCodeKey=57, _kCFStreamErrorDomainKey=1, NSLocalizedDescription=似乎已断开与互联网的连接。}}, NSErrorFailingURLStringKey=https://13957525385%40163.com@<*>/874161398/calendars/, NSErrorFailingURLKey=https://13957525385%40163.com@<*>/874161398/calendars/, _kCFStreamErrorDomainKey=1, _kCFStreamErrorCodeKey=57, NSLocalizedDescription=似乎已断开与互联网的连接。}]",1
229f2521,"Google Chrome <*> triggered unnest of range 0x7fff93c00000->0x7fff93e00000 of DYLD shared region in VM map <*> While not abnormal for debuggers, this increases system memory footprint until the target exits.",10
d598fe93,"<*> <<<< FigFile >>>> FigFileForkOpenMainByCFURL: opening url ""file:///private/var/folders/nt/fvzdv1fn7n1d5bpgqb_wcfxh0000gn/T/<*>/WebKit/MediaCache/CachedMedia-AF9ZZJ"", path ""/private/var/folders/nt/fvzdv1fn7n1d5bpgqb_wcfxh0000gn/T/<*>/WebKit/MediaCache/CachedMedia-AF9ZZJ"" options 0x00000480 failed errno 35 Resource temporarily unavailable",2
dfa0475c,en0 STOP,1
27669af0,Endpoint has been activated through legacy launch(3) APIs. Please switch to XPC or bootstrap_check_in(): <*>,6
8a0e18ac,<*> FigFileForkOpenMainByCFURL signalled err=35 (errno) (open failed) at /Library/Caches/<*>/Sources/CoreMedia_frameworks/<*>/Sources/Platform/Darwin/DarwinFile.c line 456,3
2874a578,RTC: Maintenance <*> <*> sleep <*> <*>,16
87c39774,notify name <*> has been registered <*> times - this may be a leak,2
07a36387,2017-07-07 10:54:41.167 GoogleSoftwareUpdateAgent[37924/0x7000002a0000] [lvl=2] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Starting engine thread,1
43b40b33,network changed: v4(en0-:<*>) v6(en0-:2607:f140:6000:8:c6b3:1ff:fecd:467f) DNS- Proxy-,1
c95f4a44,<*> <*> signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/Player/FigPlayer_Async.c line <*>,22
0eeaba1d,Invalid Connection ID 0,3
e67adb5b,<*> <*> <*> [lvl=2] -[FetchDelegate fetcher:finishedWithData:] Fetcher downloaded successfully data of length: 0,3
118b2bf7,WARNING: Type1 font data isn't in the correct format required by the Adobe Type 1 Font Format specification.,4
6acacd5e,ChromeExistion main <*> = <*>,19
84c12fd5,vm_compressor_flush - starting,4
79cb7316,BuildActDeviceEntry <*>,9
3af3554b,<*> <*> <*> [lvl=2] -[KSAgentApp(KeystoneDelegate) updateEngineFinishedWithErrors:] Keystone finished: errors=0,2
814e9471,**** [BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- <*> ****,3
795a719d,[<*>] [Adding [<CalDAVAccountRefreshQueueableOperation: <*> Sequence: 0>] to failed operations.],4
