LineId,Time,Component,Pid,Content,EventId,EventTemplate,ParameterList
19,20171226-8:54:11:158,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514249580000##773##940226##77229##62451##21456105,c1fee59f,setTodayTotalDetailSteps=1514249580000##773##940226##77229##62451##21456105,[]
20,20171224-23:8:59:490,Step_LSC,30002312,onExtend:1514128139000 0 0 0,3e662616,<*> <*> 0 <*>,"['onExtend:1514128139000', '0 0']"
21,20171225-17:57:13:5,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=90,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=90']
22,20171231-20:36:34:478,Step_LSC,30002312,onStandStepChanged 7463,93067dc4,onStandStepChanged <*>,['7463']
23,20171230-19:24:0:115,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,b0190ab5,processHandleBroadcastAction <*>,['action:android.intent.action.TIME_TICK']
24,20171226-8:55:0:658,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514249640000##869##951314##77229##62451##21505605,d1c803e8,setTodayTotalDetailSteps=1514249640000##869##951314##77229##62451##21505605,[]
25,20171227-17:37:17:691,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514367360000##4178##1084013##77229##72294##139242310,e0a83abb,getTodayTotalDetailSteps = <*>,[]
26,20171224-15:30:59:105,Step_LSC,30002312,onExtend:1514096830000 1 0 4,0ce98313,<*> <*> <*> <*>,"['onExtend:1514096830000', '1 0 4']"
27,20171226-17:6:15:402,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=97963,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=97963']
28,20171227-9:10:10:346,HiH_HiHealthBinder,30002312,insertHiHealthData() checkAppType  0 appID = 1,2c4eecd0,<*> checkAppType 0 appID = 1,[]
29,20171227-19:55:33:488,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514375640000##6131##1102786##77229##72294##147537921,e0a83abb,getTodayTotalDetailSteps = <*>,[]
30,201811-10:11:8:989,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514772600000##229##93255##31610##18631##86712656,192a1d2d,setTodayTotalDetailSteps=1514772600000##229##93255##31610##18631##86712656,[]
31,201811-18:27:34:675,Step_StandReportReceiver,30002312,REPORT : 1770 1263 37913 0,8b24b6c8,REPORT : <*> <*> <*> 0,"['1770', '1263 37913']"
32,20171224-3:19:24:870,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=0,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=0']
33,20171227-8:39:56:945,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=8714,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=8714']
34,201812-8:26:45:935,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514852700000##3417##223604##31610##27490##166849103,e0a83abb,getTodayTotalDetailSteps = <*>,[]
35,20171224-18:59:44:322,Step_StandReportReceiver,30002312,REPORT : 10550 7532 225980 150,821f0ba3,REPORT : <*> <*> <*> 150,"['10550', '7532 225980']"
36,20171226-12:16:18:19,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=90,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=90']
37,20171225-11:0:59:171,HiH_HiSyncUtil,30002312,"checkFirstSyncByType no such data in db ,type is 1 deviceCode is 0",540df4b1,"checkFirstSyncByType no such data in db ,type is 1 deviceCode is 0",[]
38,20171224-18:31:57:332,Step_LSC,30002312,onStandStepChanged 4225,93067dc4,onStandStepChanged <*>,['4225']
39,20171231-9:59:0:450,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514685480000##2830##10722##308##1987##127359621,83950d2f,setTodayTotalDetailSteps=1514685480000##2830##10722##308##1987##127359621,[]
40,20171226-8:1:0:133,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,b0190ab5,processHandleBroadcastAction <*>,['action:android.intent.action.TIME_TICK']
41,20171228-13:11:17:777,Step_StandReportReceiver,30002312,REPORT : 3027 2161 75298 60,c8206319,REPORT : <*> <*> <*> 60,"['3027', '2161 75298']"
42,20171230-17:50:45:403,Step_LSC,30002312,onExtend:1514627445000 1 0 4,0ce98313,<*> <*> <*> <*>,"['onExtend:1514627445000', '1 0 4']"
43,20171227-23:7:30:302,Step_LSC,30002312,onStandStepChanged 12910,93067dc4,onStandStepChanged <*>,['12910']
44,20171224-20:10:21:448,Step_StandReportReceiver,30002312,REPORT : 11306 8072 242174 210,6c4b6c37,REPORT : <*> <*> <*> 210,"['11306', '8072 242174']"
45,20171228-20:40:13:278,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,b0190ab5,processHandleBroadcastAction <*>,['action:android.intent.action.TIME_TICK']
46,20171230-14:17:21:979,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514614560000##2948##1373033##84671##101811##56461420,e0a83abb,getTodayTotalDetailSteps = <*>,[]
47,201811-20:34:16:329,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=30,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=30']
48,20171229-19:46:52:397,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514547900000##4194##1337733##83501##101048##319816730,e0a83abb,getTodayTotalDetailSteps = <*>,[]
49,201811-19:27:39:349,Step_LSC,30002312,onExtend:1514806060000 46 0 4,0ce98313,<*> <*> <*> <*>,"['onExtend:1514806060000', '46 0 4']"
50,201812-14:58:58:4,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514876220000##10220##260367##32208##29189##190381729,adb0f1c9,setTodayTotalDetailSteps=1514876220000##10220##260367##32208##29189##190381729,[]
51,20171230-22:28:40:639,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=570,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=570']
52,20171231-20:48:1:291,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,252628f5,onReceive action: <*>,['android.intent.action.SCREEN_OFF']
53,20171231-14:51:27:739,HiH_HiSyncControl,30002312,checkInsertStatus stepSum or calorieSum is enough,c0df8ce6,checkInsertStatus <*> or <*> is enough,"['stepSum', 'calorieSum']"
54,201812-20:14:49:644,Step_LSC,30002312,onStandStepChanged 654,93067dc4,onStandStepChanged <*>,['654']
55,20171229-13:34:7:382,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=68851,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=68851']
56,20171231-10:31:46:249,Step_StandStepCounter,30002312,flush sensor data,b8f897f8,flush sensor data,[]
57,20171224-20:13:18:871,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=210,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=210']
58,20171230-22:18:12:914,Step_LSC,30002312,Alarm uploadStaticsToDB totalSteps=7209Calories:276043Floor:570Distance:5146,27801432,Alarm uploadStaticsToDB <*>,['totalSteps=7209Calories:276043Floor:570Distance:5146']
59,20171224-4:14:44:581,Step_LSC,30002312,onExtend:1514060085000 0 0 0,3e662616,<*> <*> 0 <*>,"['onExtend:1514060085000', '0 0']"
60,201812-19:3:15:591,Step_StandReportReceiver,30002312,REPORT : 14370 10260 441989 660,94b36ea4,REPORT : <*> <*> <*> 660,"['14370', '10260 441989']"
61,201812-22:8:44:944,Step_LSC,30002312,onStandStepChanged 5319,93067dc4,onStandStepChanged <*>,['5319']
62,20171231-17:56:13:690,Step_LSC,30002312,onStandStepChanged 6251,93067dc4,onStandStepChanged <*>,['6251']
63,201811-11:43:9:477,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=10959,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=10959']
64,20171228-21:25:59:865,Step_LSC,30002312,onExtend:1514467559000 0 0 0,3e662616,<*> <*> 0 <*>,"['onExtend:1514467559000', '0 0']"
65,20171225-12:12:29:482,HiH_HiHealthBinder,30002312,"getAppContext() isAppValid health or wear, packageName = com.huawei.health",824b3d7b,"getAppContext() isAppValid health or wear, packageName = com.huawei.health",[]
66,20171225-20:9:47:809,Step_StandReportReceiver,30002312,REPORT : 8157 5824 218092 210,6c4b6c37,REPORT : <*> <*> <*> 210,"['8157', '5824 218092']"
67,201812-5:55:19:432,Step_LSC,30002312,onExtend:1514839100000 0 0 5,3e662616,<*> <*> 0 <*>,"['onExtend:1514839100000', '0 5']"
68,20171230-22:25:11:402,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=292660,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=292660']
69,20171229-8:36:0:537,Step_StandReportReceiver,30002312,REPORT : 354 252 7582 0,8b24b6c8,REPORT : <*> <*> <*> 0,"['354', '252 7582']"
70,20171228-20:13:5:699,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=204603,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=204603']
71,20171230-18:15:44:268,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=330,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=330']
72,201811-13:24:47:625,Step_ScreenUtil,30002312,isScreenOn true,dede275d,<*> <*>,['isScreenOn true']
73,20171224-20:36:49:483,Step_StandReportReceiver,30002312,REPORT : 13273 9476 284307 360,8244695b,REPORT : <*> <*> <*> 360,"['13273', '9476 284307']"
74,20171228-19:13:5:794,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=113571,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=113571']
75,201812-22:33:40:332,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=840,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=840']
76,201812-21:44:9:702,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514900580000##15944##345263##41665##29341##7515933,e0a83abb,getTodayTotalDetailSteps = <*>,[]
77,201813-0:13:51:558,HiH_HiSyncControl,30002312,needAutoSync autoSyncSwitch is open,6e805a4c,needAutoSync autoSyncSwitch is open,[]
78,20171230-10:8:15:901,Step_LSC,30002312,onExtend:1514599695000 1 0 4,0ce98313,<*> <*> <*> <*>,"['onExtend:1514599695000', '1 0 4']"
79,20171225-21:2:31:644,HiH_HiSyncControl,30002312,ifCanSync not! no cloud version,3f9b4da2,ifCanSync not! no cloud version,[]
80,201812-15:57:45:172,Step_StandReportReceiver,30002312,REPORT : 12018 8580 386613 630,ed971e23,REPORT : <*> <*> <*> 630,"['12018', '8580 386613']"
81,20171225-23:25:9:510,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514215440000##14045##912902##76964##61450##114759914,9dcf04e6,setTodayTotalDetailSteps=1514215440000##14045##912902##76964##61450##114759914,[]
82,20171230-19:36:22:693,Step_LSC,30002312,onExtend:1514633782000 1 0 4,0ce98313,<*> <*> <*> <*>,"['onExtend:1514633782000', '1 0 4']"
83,20171224-22:32:38:136,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514125860000##16493##764913##37193##54384##25208735,e0a83abb,getTodayTotalDetailSteps = <*>,[]
84,20171228-13:14:46:918,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514437980000##3443##1172445##77229##73641##209891348,e0a83abb,getTodayTotalDetailSteps = <*>,[]
85,201811-20:3:32:929,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514808120000##5890##130293##31610##19177##122256095,e0a83abb,getTodayTotalDetailSteps = <*>,[]
86,20171224-11:51:19:17,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514087400000##1750##560130##8661##16256##76122833,e0a83abb,getTodayTotalDetailSteps = <*>,[]
87,201812-8:59:21:179,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25247576,0,115,30,20004",3996af7c,upLoadOneMinuteDataToEngine <*>,"['time=25247576,0,115,30,20004']"
88,201813-8:42:21:537,Step_StandStepCounter,30002312,flush sensor data,b8f897f8,flush sensor data,[]
89,20171230-18:16:37:741,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=175598,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=175598']
90,20171224-20:34:31:360,HiH_HiHealthDataInsertStore,30002312,"saveStatData() type =40004,time = 1514044800000,statClient = 2,who is 1",2ebd4dc2,"saveStatData() type <*> = <*> = 2,who is 1","['=40004,time', '1514044800000,statClient']"
91,20171228-19:13:13:819,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=113914,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=113914']
92,20171231-22:11:6:376,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514729400000##11668##92688##31610##18631##43510043,fae79a9e,setTodayTotalDetailSteps=1514729400000##11668##92688##31610##18631##43510043,[]
93,20171229-22:25:0:141,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,b0190ab5,processHandleBroadcastAction <*>,['action:android.intent.action.TIME_TICK']
94,201812-14:16:0:495,Step_FlushableStepDataCache,30002312,InsertCallBack() onSuccess  type = 0 data=true,51042c9c,<*> <*> type = 0 <*>,"['InsertCallBack() onSuccess ', 'data=true']"
95,20171230-22:25:23:202,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=570,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=570']
96,201812-18:26:22:531,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=424858,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=424858']
97,20171227-10:13:55:343,HiH_DataStatManager,30002312,"new date =20171227, type=40002,1866.0,old=1808.0",a43e73fc,new date <*> <*>,"['=20171227, type=40002,1866.0,old=1808.0']"
98,20171230-18:17:35:727,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514628960000##5137##1435260##84671##102904##70875171,e0a83abb,getTodayTotalDetailSteps = <*>,[]
99,20171227-8:51:4:166,HiH_HiHealthBinder,30002312,insertHiHealthData() checkAppType  0 appID = 1,2c4eecd0,<*> checkAppType 0 appID = 1,[]
100,20171230-12:13:8:179,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514607120000##1558##1352392##84671##101811##49007623,e0a83abb,getTodayTotalDetailSteps = <*>,[]
101,20171229-4:58:22:116,Step_LSC,30002312,onExtend:1514493083000 0 0 5,3e662616,<*> <*> 0 <*>,"['onExtend:1514493083000', '0 5']"
102,201812-8:17:25:350,HiH_HiSyncUtil,30002312,"checkFirstSyncByType no such data in db ,type is 1 deviceCode is 0",540df4b1,"checkFirstSyncByType no such data in db ,type is 1 deviceCode is 0",[]
103,20171229-13:17:20:746,Step_LSC,30002312,onExtend:1514524641000 0 0 0,3e662616,<*> <*> 0 <*>,"['onExtend:1514524641000', '0 0']"
104,20171231-10:20:50:644,Step_LSC,30002312,onExtend:1514686851000 1 0 4,0ce98313,<*> <*> <*> <*>,"['onExtend:1514686851000', '1 0 4']"
105,201812-21:34:54:749,Step_LSC,30002312,onStandStepChanged 673,93067dc4,onStandStepChanged <*>,['673']
106,20171228-19:53:13:18,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514461920000##6017##1197576##83501##91877##233797974,f08a960b,setTodayTotalDetailSteps=1514461920000##6017##1197576##83501##91877##233797974,[]
107,20171231-23:1:51:314,Step_LSC,30002312,onExtend:1514732511000 0 0 5,3e662616,<*> <*> 0 <*>,"['onExtend:1514732511000', '0 5']"
108,20171226-22:28:19:998,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514298420000##5155##1062071##77229##64555##70304946,d9f175c5,setTodayTotalDetailSteps=1514298420000##5155##1062071##77229##64555##70304946,[]
109,20171224-20:30:46:893,Step_LSC,30002312,uploadStaticsToDB failed message=true,161ba043,uploadStaticsToDB failed message=true,[]
110,201812-14:54:57:44,Step_StandReportReceiver,30002312,REPORT : 10012 7148 317945 510,05ac96c0,REPORT : <*> <*> <*> 510,"['10012', '7148 317945']"
111,20171229-16:5:22:465,Step_StandReportReceiver,30002312,REPORT : 2770 1977 76051 90,a1e653fe,REPORT : <*> <*> <*> 90,"['2770', '1977 76051']"
112,20171228-12:32:39:378,HiH_HiSyncControl,30002312,checkInsertStatus stepSum or calorieSum is enough,c0df8ce6,checkInsertStatus <*> or <*> is enough,"['stepSum', 'calorieSum']"
113,20171227-17:36:38:234,HiH_HiBroadcastUtil,30002312,sendSyncFailedBroadcast,8764d489,sendSyncFailedBroadcast,[]
114,20171224-8:22:39:104,Step_LSC,30002312,onExtend:1514074600000 0 0 5,3e662616,<*> <*> 0 <*>,"['onExtend:1514074600000', '0 5']"
115,201812-8:13:34:29,Step_LSC,30002312,onStandStepChanged 16926,93067dc4,onStandStepChanged <*>,['16926']
116,20171229-13:27:32:434,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,252628f5,onReceive action: <*>,['android.intent.action.SCREEN_OFF']
117,20171231-8:7:32:932,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=3703,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=3703']
118,201812-6:39:50:464,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514846280000##297##145333##31610##19177##160434131,349dfd4e,setTodayTotalDetailSteps=1514846280000##297##145333##31610##19177##160434131,[]
119,20171225-22:9:38:654,Step_StandReportReceiver,30002312,REPORT : 12184 8699 366509 510,05ac96c0,REPORT : <*> <*> <*> 510,"['12184', '8699 366509']"
120,201812-22:22:9:67,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,5fed72bf,getBinderPackageName packageName = com.huawei.health,[]
121,201812-18:30:55:819,HiH_HiSyncControl,30002312,"startInsertSportSync start auto sync,app is 1",03c259bc,"startInsertSportSync start auto sync,app is 1",[]
122,201811-0:53:24:463,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514739060000##16##92787##31610##18631##53169129,e0a83abb,getTodayTotalDetailSteps = <*>,[]
123,20171227-23:21:27:463,Step_LSC,30002312,onStandStepChanged 12910,93067dc4,onStandStepChanged <*>,['12910']
124,20171227-17:6:32:326,Step_LSC,30002312,onExtend:1514362288000 0 0 5,3e662616,<*> <*> 0 <*>,"['onExtend:1514362288000', '0 5']"
125,20171231-20:17:34:530,Step_StandReportReceiver,30002312,REPORT : 10791 7704 271984 480,defbd06c,REPORT : <*> <*> <*> 480,"['10791', '7704 271984']"
126,201812-8:24:14:953,Step_StandReportReceiver,30002312,REPORT : 3137 2239 110186 210,6c4b6c37,REPORT : <*> <*> <*> 210,"['3137', '2239 110186']"
127,20171227-20:15:8:475,Step_LSC,30002312,onExtend:1514376878000 0 0 1,3e662616,<*> <*> 0 <*>,"['onExtend:1514376878000', '0 1']"
128,201811-20:3:53:958,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=30,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=30']
129,20171228-17:43:56:139,Step_LSC,30002312,onExtend:1514453158000 0 0 5,3e662616,<*> <*> 0 <*>,"['onExtend:1514453158000', '0 5']"
130,20171230-22:27:29:62,HiH_HiSyncControl,30002312,"initUserPrivacy the userPrivacy switch is open, start push user data!",f257f214,"initUserPrivacy the userPrivacy switch is open, start push user data!",[]
131,20171225-23:20:43:562,Step_StandReportReceiver,30002312,REPORT : 13694 9777 409984 510,05ac96c0,REPORT : <*> <*> <*> 510,"['13694', '9777 409984']"
132,20171228-13:12:55:500,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=79432,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=79432']
133,20171225-20:33:51:482,HiH_DataStatManager,30002312,"new date =20171225, type=40021,187317.89999999997,old=182455.55999999997",a43e73fc,new date <*> <*>,"['=20171225, type=40021,187317.89999999997,old=182455.55999999997']"
134,201812-15:31:0:51,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514878200000##11179##268170##32208##29189##192303776,9b820986,setTodayTotalDetailSteps=1514878200000##11179##268170##32208##29189##192303776,[]
135,20171229-12:22:5:203,HiH_HiHealthDataInsertStore,30002312,"bulkSaveDetailHiHealthData() size = 4,totalTime = 6",b6e99849,<*> size = <*> = <*>,"['bulkSaveDetailHiHealthData()', '4,totalTime', '6']"
136,201812-14:18:53:496,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=293788,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=293788']
137,20171226-12:16:7:524,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=90,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=90']
138,20171230-15:35:8:363,Step_LSC,30002312,onExtend:1514618883000 0 0 5,3e662616,<*> <*> 0 <*>,"['onExtend:1514618883000', '0 5']"
139,20171227-23:52:13:703,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=300,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=300']
140,20171227-8:33:48:100,Step_LSC,30002312,onExtend:1514334828000 1 0 4,0ce98313,<*> <*> <*> <*>,"['onExtend:1514334828000', '1 0 4']"
141,20171229-18:24:53:592,Step_LSC,30002312,onExtend:1514543093000 1 0 4,0ce98313,<*> <*> <*> <*>,"['onExtend:1514543093000', '1 0 4']"
142,20171224-21:48:50:299,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25235321,0,26,0,20002",3996af7c,upLoadOneMinuteDataToEngine <*>,"['time=25235321,0,26,0,20002']"
143,20171230-10:58:8:309,HiH_HiSyncControl,30002312,ifCanSync not! no cloud version,3f9b4da2,ifCanSync not! no cloud version,[]
144,20171225-19:13:41:800,Step_LSC,30002312,onStandStepChanged 19101,93067dc4,onStandStepChanged <*>,['19101']
145,20171231-14:50:46:503,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=183708,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=183708']
146,20171227-20:32:14:209,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514377860000##7043##1138383##77229##72294##149739142,c19b5c06,setTodayTotalDetailSteps=1514377860000##7043##1138383##77229##72294##149739142,[]
147,20171227-22:41:1:312,Step_LSC,30002312,onExtend:1514385121000 0 0 5,3e662616,<*> <*> 0 <*>,"['onExtend:1514385121000', '0 5']"
148,20171223-22:55:55:748,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=240']
149,20171225-18:0:48:463,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=145629,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=145629']
150,20171231-20:15:40:967,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514722440000##10578##72975##31610##10363##36584634,1319e6dc,setTodayTotalDetailSteps=1514722440000##10578##72975##31610##10363##36584634,[]
151,201812-20:0:1:652,HiH_,30002312,initDataPrivacy the dataPrivacy is true,d35b3c81,<*> the <*> is true,"['initDataPrivacy', 'dataPrivacy']"
152,201812-9:6:33:251,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514855100000##4148##236692##32208##27809##169236475,e0a83abb,getTodayTotalDetailSteps = <*>,[]
153,20171226-18:30:49:590,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514284140000##4275##1016175##77229##62451##56053543,e0a83abb,getTodayTotalDetailSteps = <*>,[]
154,20171224-11:53:58:752,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25234789,0,119,0,20002",3996af7c,upLoadOneMinuteDataToEngine <*>,"['time=25234789,0,119,0,20002']"
155,20171224-18:2:38:517,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=78384,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=78384']
156,20171230-23:20:54:464,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=313734,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=313734']
157,20171230-13:5:9:508,Step_SPUtils,30002312,setWriteDBLastDataMinute=25243496,865e508b,setWriteDBLastDataMinute=25243496,[]
158,20171230-14:35:43:0,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514615640000##3837##1383920##84671##101896##57561941,e0a83abb,getTodayTotalDetailSteps = <*>,[]
159,201812-8:26:4:943,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=114491,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=114491']
160,20171227-8:27:1:872,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=0,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=0']
161,20171226-22:28:22:521,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=156460,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=156460']
162,20171227-9:10:19:30,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514336940000##1437##1080457##77229##71899##108822979,e0a83abb,getTodayTotalDetailSteps = <*>,[]
