LineId,Time,Component,Pid,Content,EventId,EventTemplate,ParameterList
28,20171229-12:24:37:519,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=30,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=30']
29,201812-8:13:37:330,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514851920000##2272##189484##31610##26503##166060497,e0a83abb,getTodayTotalDetailSteps = <*>,[]
30,20171231-21:40:10:501,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,b0190ab5,processHandleBroadcastAction <*>,['action:android.intent.action.TIME_TICK']
31,20171228-13:16:41:619,Step_LSC,30002312,onStandStepChanged 16402,93067dc4,onStandStepChanged <*>,['16402']
32,20171227-20:33:26:506,HiH_HiHealthDataInsertStore,30002312,"saveHealthDetailData() deviceID = 2,clientID=1,id=1",dc24d800,"saveHealthDetailData() deviceID = 2,clientID=1,id=1",[]
33,20171231-18:1:24:366,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25245215,0,102,0,20002",3996af7c,upLoadOneMinuteDataToEngine <*>,"['time=25245215,0,102,0,20002']"
34,201811-18:29:29:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514802480000##1822##95419##31610##18631##116611313,e0a83abb,getTodayTotalDetailSteps = <*>,[]
35,20171224-17:41:31:534,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=61038,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=61038']
36,201812-19:3:33:89,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=442568,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=442568']
37,20171225-19:59:13:471,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=210,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=210']
38,20171226-8:52:23:652,Step_StandReportReceiver,30002312,REPORT : 560 399 20130 30,c26e27c9,REPORT : <*> <*> <*> 30,"['560', '399 20130']"
39,20171225-22:49:9:277,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514213280000##13192##877915##76964##61450##112599680,f268c67d,setTodayTotalDetailSteps=1514213280000##13192##877915##76964##61450##112599680,[]
40,20171228-13:14:43:123,Step_LSC,30002312,onExtend:1514438084000 2 0 4,3e662616,<*> <*> 0 <*>,"['onExtend:1514438084000 2', '4']"
41,201812-18:55:1:492,HiH_HiHealthBinder,30002312,"aggregateHiHealthData() time = 1514890501471, totalTime = 21",7177ec6a,"aggregateHiHealthData() time = 1514890501471, totalTime = 21",[]
42,20171224-0:0:0:227,Step_DataCache,30002312,clear(),3616b800,clear(),[]
43,20171226-12:22:28:312,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=90,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=90']
44,20171229-12:30:31:64,Step_StandReportReceiver,30002312,REPORT : 1803 1287 50178 60,c8206319,REPORT : <*> <*> <*> 60,"['1803', '1287 50178']"
45,201813-9:12:5:830,Step_LSC,30002312,uploadStaticsToDB() onResult  type = 4 obj=true,bc00f459,uploadStaticsToDB() onResult type = <*> obj=true,[]
46,201811-9:14:29:659,Step_LSC,30002312,onStandStepChanged 8522,93067dc4,onStandStepChanged <*>,['8522']
47,20171229-18:27:34:81,Step_LSC,30002312,onStandStepChanged 22280,93067dc4,onStandStepChanged <*>,['22280']
48,20171224-20:34:46:994,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514118780000##12999##712051##11901##33271##18137057,e0a83abb,getTodayTotalDetailSteps = <*>,[]
49,20171224-18:5:48:480,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=80355,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=80355']
50,201812-22:24:33:11,Step_LSC,30002312,onStandStepChanged 7898,93067dc4,onStandStepChanged <*>,['7898']
51,20171224-22:32:8:1,Step_StandReportReceiver,30002312,REPORT : 16429 11730 379826 630,ed971e23,REPORT : <*> <*> <*> 630,"['16429', '11730 379826']"
52,201812-8:59:21:194,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,5fed72bf,getBinderPackageName packageName = com.huawei.health,[]
53,20171225-19:19:57:536,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=210,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=210']
54,201812-22:33:42:21,Step_LSC,30002312,onStandStepChanged 8912,93067dc4,onStandStepChanged <*>,['8912']
55,20171228-13:14:49:929,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=84336,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=84336']
56,201812-21:43:45:896,Step_LSC,30002312,onStandStepChanged 1185,93067dc4,onStandStepChanged <*>,['1185']
57,20171229-18:24:45:930,Step_StandReportReceiver,30002312,REPORT : 3006 2146 81104 90,a1e653fe,REPORT : <*> <*> <*> 90,"['3006', '2146 81104']"
58,20171225-11:0:59:156,HiH_DataStatManager,30002312,"new date =20171225, type=40041,720.0,old=600.0",a43e73fc,new date <*> <*>,"['=20171225, type=40041,720.0,old=600.0']"
59,20171224-22:32:0:516,Step_StandReportReceiver,30002312,REPORT : 16414 11719 379504 630,ed971e23,REPORT : <*> <*> <*> 630,"['16414', '11719 379504']"
60,201812-14:59:23:504,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514876280000##10264##262970##32208##29189##190406749,e0a83abb,getTodayTotalDetailSteps = <*>,[]
61,20171225-19:17:11:648,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514200560000##7538##822431##45591##57350##99882715,9ffb5724,setTodayTotalDetailSteps=1514200560000##7538##822431##45591##57350##99882715,[]
62,201812-9:7:29:364,HiH_HiHealthBinder,30002312,"insertHiHealthData() size = 4,app = 1,One Data Type = 40002,packageName = com.huawei.health,writeStatType = 0",46c87663,"insertHiHealthData() size = <*> = 1,One Data Type = <*> = com.huawei.health,writeStatType = 0","['4,app', '40002,packageName']"
63,20171231-10:52:22:970,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=180,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=180']
64,20171230-22:18:19:750,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=570,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=570']
65,201812-19:3:24:265,Step_LSC,30002312,onStandStepChanged 29042,93067dc4,onStandStepChanged <*>,['29042']
66,201811-3:51:33:534,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,b0190ab5,processHandleBroadcastAction <*>,['action:android.intent.action.TIME_TICK']
67,20171224-19:3:51:988,Step_StandReportReceiver,30002312,REPORT : 10925 7800 234013 210,6c4b6c37,REPORT : <*> <*> <*> 210,"['10925', '7800 234013']"
68,20171231-17:58:48:95,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514714220000##9705##49095##31610##10265##28371762,145b6251,setTodayTotalDetailSteps=1514714220000##9705##49095##31610##10265##28371762,[]
69,20171227-5:38:24:668,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,252628f5,onReceive action: <*>,['android.intent.action.SCREEN_ON']
70,201811-20:3:53:456,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=132051,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=132051']
71,20171224-17:58:57:485,Step_FlushableStepDataCache,30002312,InsertEvent success begin:25235153 end:25235157,601c2004,InsertEvent success <*> <*>,['begin:25235153 end:25235157']
72,20171226-9:10:9:360,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,5fed72bf,getBinderPackageName packageName = com.huawei.health,[]
73,20171224-19:20:32:377,Step_LSC,30002312,onExtend:1514114172000 0 0 5,3e662616,<*> <*> 0 <*>,"['onExtend:1514114172000', '0 5']"
74,20171231-9:59:27:488,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128471,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=128471']
75,20171226-22:4:3:781,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=147873,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=147873']
76,20171224-20:13:6:56,Step_LSC,30002312,onExtend:1514117587000 1 0 4,3e662616,<*> <*> 0 <*>,"['onExtend:1514117587000 1', '4']"
77,20171230-22:25:55:225,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=294374,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=294374']
78,20171231-20:13:42:568,HiH_DataStatManager,30002312,"new date =20171231, type=40005,780.0,old=780.0",a43e73fc,new date <*> <*>,"['=20171231, type=40005,780.0,old=780.0']"
79,20171229-13:25:56:403,HiH_HiSyncControl,30002312,"initUserPrivacy the userPrivacy switch is open, start push user data!",f257f214,"initUserPrivacy the userPrivacy switch is open, start push user data!",[]
80,201811-14:7:0:125,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,b0190ab5,processHandleBroadcastAction <*>,['action:android.intent.action.TIME_TICK']
81,20171231-20:15:25:469,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514722440000##10550##70005##31610##10363##36569136,a46f170c,setTodayTotalDetailSteps=1514722440000##10550##70005##31610##10363##36569136,[]
82,201812-8:12:39:394,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514851860000##2176##183476##31610##26503##166002567,e0a83abb,getTodayTotalDetailSteps = <*>,[]
83,20171226-18:34:58:529,Step_StandReportReceiver,30002312,REPORT : 4534 3237 136904 180,a1aa3a25,REPORT : <*> <*> <*> 180,"['4534', '3237 136904']"
84,20171226-18:31:9:615,Step_StandReportReceiver,30002312,REPORT : 4309 3076 118520 120,3f605027,REPORT : <*> <*> <*> 120,"['4309', '3076 118520']"
85,201812-22:3:54:874,Step_FlushableStepDataCache,30002312,InsertEvent success begin:25248359 end:25248359,601c2004,InsertEvent success <*> <*>,['begin:25248359 end:25248359']
86,20171229-12:26:38:478,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514521500000##1430##1232278##83501##97577##293403433,d12a3a9a,setTodayTotalDetailSteps=1514521500000##1430##1232278##83501##97577##293403433,[]
87,20171230-8:52:30:348,Step_LSC,30002312,onExtend:1514590223000 0 0 1,3e662616,<*> <*> 0 <*>,"['onExtend:1514590223000', '0 1']"
88,20171225-23:8:18:44,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=510,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=510']
89,20171226-22:4:3:465,Step_LSC,30002312,onStandStepChanged 4730,93067dc4,onStandStepChanged <*>,['4730']
90,20171224-22:0:17:385,HiH_HiHealthBinder,30002312,"getAppContext() isAppValid health or wear, packageName = com.huawei.health",824b3d7b,"getAppContext() isAppValid health or wear, packageName = com.huawei.health",[]
91,20171228-2:20:58:463,Step_LSC,30002312,onExtend:1514396489000 0 0 5,3e662616,<*> <*> 0 <*>,"['onExtend:1514396489000', '0 5']"
92,20171229-13:34:1:390,Step_StandReportReceiver,30002312,REPORT : 2663 1901 68594 60,c8206319,REPORT : <*> <*> <*> 60,"['2663', '1901 68594']"
93,20171228-19:14:22:369,Step_LSC,30002312,onExtend:1514459633000 15 0 4,3e662616,<*> <*> 0 <*>,"['onExtend:1514459633000 15', '4']"
94,20171231-20:17:34:527,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=480,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=480']
95,20171228-18:56:21:917,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514458500000##3806##1176909##77229##76569##230386849,15ba6da4,setTodayTotalDetailSteps=1514458500000##3806##1176909##77229##76569##230386849,[]
96,201811-2:8:31:984,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,b0190ab5,processHandleBroadcastAction <*>,['action:android.intent.action.TIME_TICK']
97,20171226-22:2:17:262,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=210,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=210']
98,20171224-21:51:51:779,HiH_HiHealthBinder,30002312,"getAppContext() isAppValid health or wear, packageName = com.huawei.health",824b3d7b,"getAppContext() isAppValid health or wear, packageName = com.huawei.health",[]
99,20171224-20:18:1:348,Step_LSC,30002312,onExtend:1514117882000 1 0 4,3e662616,<*> <*> 0 <*>,"['onExtend:1514117882000 1', '4']"
100,20171230-18:15:42:227,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514628840000##4934##1416406##84671##102904##70761671,e0a83abb,getTodayTotalDetailSteps = <*>,[]
101,201811-19:27:9:840,Step_LSC,30002312,onExtend:1514806078000 0 0 0,3e662616,<*> <*> 0 <*>,"['onExtend:1514806078000', '0 0']"
102,201811-11:6:4:361,Step_LSC,30002312,onExtend:1514775950000 0 0 5,3e662616,<*> <*> 0 <*>,"['onExtend:1514775950000', '0 5']"
103,20171229-19:14:57:368,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514545980000##4066##1337367##83501##100712##317902195,ecea61b7,setTodayTotalDetailSteps=1514545980000##4066##1337367##83501##100712##317902195,[]
104,20171230-14:24:17:390,Step_StandReportReceiver,30002312,REPORT : 3469 2476 105054 150,821f0ba3,REPORT : <*> <*> <*> 150,"['3469', '2476 105054']"
105,20171224-17:4:35:470,HiH_HiSyncControl,30002312,"startSync hiSyncOption = HiSyncOption{syncAction=2, syncMethod=2, syncScope=0, syncDataType=20000, syncModel=2, pushAction=0},app = 1 who = 1",b26107b2,"startSync hiSyncOption = <*> syncMethod=2, syncScope=0, syncDataType=20000, syncModel=2, pushAction=0},app = 1 who = 1","['HiSyncOption{syncAction=2,']"
106,20171224-18:57:39:941,Step_LSC,30002312,onStandStepChanged 5276,93067dc4,onStandStepChanged <*>,['5276']
107,201812-8:24:2:940,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=109694,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=109694']
108,20171230-10:41:13:274,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=0,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=0']
109,20171225-19:21:33:36,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=210384,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=210384']
110,20171231-18:0:0:94,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514714340000##9732##49620##31610##10279##28443761,f341161d,setTodayTotalDetailSteps=1514714340000##9732##49620##31610##10279##28443761,[]
111,20171230-18:16:55:433,Step_LSC,30002312,onExtend:1514629014000 1 0 4,3e662616,<*> <*> 0 <*>,"['onExtend:1514629014000 1', '4']"
112,20171225-11:0:59:85,HiH_HiHealthBinder,30002312,insertHiHealthData() checkAppType  0 appID = 1,2c4eecd0,<*> checkAppType 0 appID = 1,[]
113,20171225-11:0:59:106,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25236073,0,25,0,20002",3996af7c,upLoadOneMinuteDataToEngine <*>,"['time=25236073,0,25,0,20002']"
114,20171230-10:12:52:385,Step_LSC,30002312,onStandStepChanged 346,93067dc4,onStandStepChanged <*>,['346']
115,201812-17:34:56:806,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=660,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=660']
116,20171226-22:2:21:254,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514296860000##4654##1029349##77229##64555##68746202,34b4a413,setTodayTotalDetailSteps=1514296860000##4654##1029349##77229##64555##68746202,[]
117,201811-0:48:50:160,Step_LSC,30002312,onStandStepChanged 8449,93067dc4,onStandStepChanged <*>,['8449']
118,20171226-9:35:17:455,Step_LSC,30002312,onStandStepChanged 1527,93067dc4,onStandStepChanged <*>,['1527']
119,20171229-12:30:22:67,Step_StandReportReceiver,30002312,REPORT : 1786 1275 49814 60,c8206319,REPORT : <*> <*> <*> 60,"['1786', '1275 49814']"
120,20171224-21:55:19:257,Step_LSC,30002312,onStandStepChanged 9745,93067dc4,onStandStepChanged <*>,['9745']
121,20171230-19:37:33:482,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514633760000##6821##1476703##84671##106890##75672923,e0a83abb,getTodayTotalDetailSteps = <*>,[]
122,20171229-13:30:31:39,Step_LSC,30002312,onStandStepChanged 21342,93067dc4,onStandStepChanged <*>,['21342']
123,201812-11:36:37:340,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=163904,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=163904']
124,20171224-22:33:36:514,Step_StandReportReceiver,30002312,REPORT : 16618 11865 386637 630,ed971e23,REPORT : <*> <*> <*> 630,"['16618', '11865 386637']"
125,201811-18:56:19:842,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=41400,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=41400']
126,20171231-22:26:23:483,Step_LSC,30002312,onExtend:1514730384000 0 0 5,3e662616,<*> <*> 0 <*>,"['onExtend:1514730384000', '0 5']"
127,20171229-13:33:15:367,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=60,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=60']
128,20171226-22:26:2:378,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,252628f5,onReceive action: <*>,['android.intent.action.SCREEN_ON']
129,20171229-18:26:52:420,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=90,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=90']
130,201812-18:26:41:219,Step_LSC,30002312,onStandStepChanged 28260,93067dc4,onStandStepChanged <*>,['28260']
131,20171231-10:52:7:163,Step_LSC,30002312,onStandStepChanged 1510,93067dc4,onStandStepChanged <*>,['1510']
132,20171230-22:24:50:895,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=291825,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=291825']
133,20171225-23:27:47:379,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=426584,9300ea38,calculateCaloriesWithCache <*>,['totalCalories=426584']
134,20171229-8:35:44:702,Step_LSC,30002312,onStandStepChanged 19321,93067dc4,onStandStepChanged <*>,['19321']
135,20171228-18:57:8:788,Step_LSC,30002312,onStandStepChanged 16816,93067dc4,onStandStepChanged <*>,['16816']
136,20171231-18:1:24:387,HiH_HiSyncControl,30002312,checkInsertStatus stepSum or calorieSum is enough,c0df8ce6,checkInsertStatus <*> or <*> is enough,"['stepSum', 'calorieSum']"
137,20171225-21:6:9:528,Step_StandReportReceiver,30002312,REPORT : 10391 7419 294469 360,8244695b,REPORT : <*> <*> <*> 360,"['10391', '7419 294469']"
138,20171229-19:46:53:441,Step_StandReportReceiver,30002312,REPORT : 4197 2996 119208 150,821f0ba3,REPORT : <*> <*> <*> 150,"['4197', '2996 119208']"
139,20171230-22:18:41:729,Step_StandReportReceiver,30002312,REPORT : 7259 5182 277135 570,366e39b5,REPORT : <*> <*> <*> 570,"['7259', '5182 277135']"
140,201812-22:30:42:21,Step_LSC,30002312,onStandStepChanged 8773,93067dc4,onStandStepChanged <*>,['8773']
141,20171226-23:26:58:272,Step_LSC,30002312,onExtend:1514302018000 1 0 4,3e662616,<*> <*> 0 <*>,"['onExtend:1514302018000 1', '4']"
142,201812-7:7:39:955,Step_StandReportReceiver,30002312,REPORT : 1094 781 35449 60,c8206319,REPORT : <*> <*> <*> 60,"['1094', '781 35449']"
143,20171230-12:15:20:885,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514607240000##1726##1359918##84671##101811##49140827,93f39b7b,setTodayTotalDetailSteps=1514607240000##1726##1359918##84671##101811##49140827,[]
144,201811-0:31:0:143,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,b0190ab5,processHandleBroadcastAction <*>,['action:android.intent.action.TIME_TICK']
145,201811-11:36:12:279,Step_LSC,30002312,onExtend:1514777662000 0 0 5,3e662616,<*> <*> 0 <*>,"['onExtend:1514777662000', '0 5']"
146,20171229-8:35:49:229,HiH_DataStatManager,30002312,"new date =20171229, type=40003,7068.0,old=5354.999999999998",a43e73fc,new date <*> <*>,"['=20171229, type=40003,7068.0,old=5354.999999999998']"
147,20171229-18:25:18:614,HiH_HiHealthBinder,30002312,"insertHiHealthData() size = 4,app = 1,One Data Type = 40002,packageName = com.huawei.health,writeStatType = 0",46c87663,"insertHiHealthData() size = <*> = 1,One Data Type = <*> = com.huawei.health,writeStatType = 0","['4,app', '40002,packageName']"
148,20171227-20:32:2:703,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514377860000##7020##1135765##77229##72294##149727149,e0a83abb,getTodayTotalDetailSteps = <*>,[]
149,20171229-4:58:22:114,Step_LSC,30002312,onExtend:1514489603000 0 0 5,3e662616,<*> <*> 0 <*>,"['onExtend:1514489603000', '0 5']"
150,201812-14:35:37:558,HiH_DataStatManager,30002312,"new date =20180102, type=40022,3641.399999999999,old=3641.399999999999",a43e73fc,new date <*> <*>,"['=20180102, type=40022,3641.399999999999,old=3641.399999999999']"
151,20171226-18:29:50:92,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514284080000##4181##1008175##77229##62451##55995039,439d8ee9,setTodayTotalDetailSteps=1514284080000##4181##1008175##77229##62451##55995039,[]
152,20171228-18:58:29:584,HiH_DataStatManager,30002312,"new date =20171228, type=40004,2910.9779999999996,old=2910.0",a43e73fc,new date <*> <*>,"['=20171228, type=40004,2910.9779999999996,old=2910.0']"
153,20171224-10:29:57:842,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514082480000##0##549659##8661##16256##71242161,b45bbf46,setTodayTotalDetailSteps=1514082480000##0##549659##8661##16256##71242161,[]
154,20171224-22:31:52:0,Step_StandReportReceiver,30002312,REPORT : 16398 11708 378862 630,ed971e23,REPORT : <*> <*> <*> 630,"['16398', '11708 378862']"
155,20171229-8:42:50:361,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,b0190ab5,processHandleBroadcastAction <*>,['action:android.intent.action.SCREEN_ON']
156,20171225-23:25:14:308,HiH_DataStatManager,30002312,"new date =20171225, type=40003,417738.95999999973,old=417627.0",a43e73fc,new date <*> <*>,"['=20171225, type=40003,417738.95999999973,old=417627.0']"
157,20171224-20:34:31:359,HiH_DataStatManager,30002312,"new date =20171224, type=40002,12970.0,old=12634.0",a43e73fc,new date <*> <*>,"['=20171224, type=40002,12970.0,old=12634.0']"
158,20171230-17:50:6:464,HiH_,30002312,initDataPrivacy the dataPrivacy is true,d35b3c81,<*> the <*> is true,"['initDataPrivacy', 'dataPrivacy']"
159,20171224-20:36:49:977,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=360,cbcd504a,calculateAltitudeWithCache <*>,['totalAltitude=360']
160,20171230-9:39:18:557,Step_StandStepCounter,30002312,flush sensor data,b8f897f8,flush sensor data,[]
161,20171224-12:11:15:193,Step_LSC,30002312,onExtend:1514088676000 0 0 0,3e662616,<*> <*> 0 <*>,"['onExtend:1514088676000', '0 0']"
