EventId,EventTemplate,Occurrences
8ec489f1,"PermissionDbVisitor:insertHistoryRecord:HistoryRecord[packageName:<*>,permissionType:<*>,action:<*>,dateStartTime:<*>,timestamp:<*>]",123
6bf4888f,isCardAbsent slot:<*> slotState:<*>,177
2f307f01,not 3G net type. do nothing.,75
2ad3d50e,<*> <*> - hexdump(len=<*>): [REMOVED],75
e9da89c9,"DialpadFragment SIM <*> enable:true, SIM <*> enable:false",7
c4ed84c7,"mExtDataOld:ExtData [mMasterNetWorkType=<*>, mSlaveNetWorkType=<*>, mMasterNetWorkLevel=<*>, mSlaveNetWorkLevel=-<*>, mDataState=<*>, mDataActivity=<*>, mDataNetType=<*>] mExtData:ExtData [mMasterNetWorkType=<*>, mSlaveNetWorkType=<*>, mMasterNetWorkLevel=<*>, mSlaveNetWorkLevel=-<*>, mDataState=<*>, mDataActivity=<*>, mDataNetType=<*>]",135
afd95bb9,getProcessInfo: failed to find this proc,20
147e02fb,<*>|REPORT : <*> <*> <*> <*>,80
9b6ac439,"<*> <*>{<*> <*> <*> <*>,<*><*>,<*> #<*> app:id<*>}",79
0dac4754,"c: true, w: <*> t: false, l: false",289
0ad8f7b2,Launcher.Folder childCount: <*>,43
738eb9b7,No peeking: unimportant notification: <*>|<*>|<*>|null|<*>,47
1d257956,keyAppBroadcastQueueForIntent intent Intent { <*> <*> (has extras) } on bgkeyapp queue,68
2d0114e4,LoginThread{<*>} LoginThread.doinLoop(LoginC.java:<*>) Login_By_Step-> Thread is over  true <*>,6
76e26663,"[Thermal_Hw] temperature_valid, battery : temperature is invalid, invalid temperatrue is <*>",173
1abb529f,"update:rxPkts:<*>,txPkts:<*>,rxBytes:<*>,txBytes:<*>",23
9d4663e7,SND -> {<*> firewall set_uid_rule standby <*> <*>,11
78e73e71,msg.recv{<*>} <*> <*> <*> bytes <*> <*>,63
5f2c0349,Error reading charge file,124
52caee6e,<*> : <*>,38
a13c983e,onEntryUpdated:<*>|<*>|<*>|null|<*>,88
d6169692,updateDimmedActivatedHideSensitive <*>,208
9a2fac91,sendTetherStateChangedBroadcast: broadcastId= <*>,1
5989d572,<*> <*> <*> volume=<*>,29
2630e619,subId:<*> phoneType:<*> networktype:<*> targetClass:<*> masterLevel:<*> slaveLevel:-<*>,189
550e6fd7,stop_output_stream: exit: status(<*>),7
d8f4ab02,[LogUploadService.resumeUpload],2
cae93133,[qiyi_LOG_INFO Utility] isQiyiPackage <*>,25
43278423,ACTIVITY check resid: <*> size=<*>,12
1b6baa91,enqueueNotificationInternal: pkg=<*> id=<*> <*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> vis=PRIVATE),89
45ace686,HwDPMS received transaction_getHwFrameworkAdminList user: <*>:<*>,7
0abafcf6,<*> <*> = <*>,320
e84c590b,<*> action:<*>,63
a82fffb3,"fpc_tac_send_set_arbitrary_data_cmd:ok, response:<*>",8
c0076149,<*> for <*> <*>,114
7445c7c1,[qiyi_LOG_INFO DownloadEpisodeAdapter] <*>,65
fc6f3a22,WPS: WFA subelement id=<*> len=<*>,59
87f8be53,iqiyi message: create--runOnSubprocess isProcessExist true,25
a6b9ef39,isMusicActive...,60
4b8d59ce,<*> <*> <*> = false,94
63b7eff9,"<*> <*> <*> <*> = <*>, <*> = <*>",119
7581ef5a,Setting mDismissKeyguard true by win Window{<*> u0 <*><*>.<*>},49
1ca4c8ef,<*> <*> <*> is: <*>,46
db4d0254,"[INFO:CONSOLE(<*>)] ""Uncaught SyntaxError: Unexpected token var"", source:  (<*>)",297
12d400f3,Initialize Binary Program Cache: Load Failed,1
724f2ff7,disable: < <*> <*> alerts <*> <*> <*> <*> clock navigationbar <*> quick_settings >,13
487fe91b,<通话管理>[通话管理][<*>]:[startLookup] 读取电话本数据..,1
5f0a32a0,stopAuthentication(),2
c94847fb,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*> <*> <*>,109
a25288cb,[RouteService.onDestroy],9
96737926,"ready=false,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=true,mode=true,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>",44
2f050c6b,<*> <*> uid=<*> rt=<*><*> <*> <*>,4
62e82020,addToNotifyList condition:/<*>?days=<*>&start=<*>.<*>&end=<*>.<*> STATE_FALSE reason=!meetsSchedule,2
d96bae30,<*> : <*> <*> <*> = <*>,57
206da44a,getImsPhoneId failed. Exception = <*>: ImsService is not running,16
177f62bf,select_devices Selected apptype: <*>,4
06327cf8,updateNotificationShade,262
afa24163,stepLightIdleStateLocked: mLightState=<*>,9
0fa67cd1,"updateLowPowerMode,isPowerSaveMode:falseisInteractive:false",7
cff1c62f,onChange selfChange:false uri.toString():content:/<*> mIsObserveAutoBrightnessChange:true,62
2561f5e6,onDataActivity: direction=<*>,192
727a2ea9,NewEspaceMessageContentObserver  getNewEspaceMessageCount: <*>,18
b21a52b4,HoldService:PHONE_CODE_PERMISSION  is allowed  . packagename =  <*>,12
97fdc376,<*> is -<*>,381
a4de5f72,huawei_audio <*> test Type =<*>,43
4d695f34,<*> last=<*>); user=<*>,34
99e75217,removeNotificationChildren,150
689e712a,"Final value: x_offset=<*>.<*>, y_offset=<*>.<*>, z_offset=<*>.<*>",16
86c61981,<*> finish,150
6ed37c98,isSimPinSecure mSimDatas is null or empty,55
e3769b92,act:<*>  flag:<*> FLAG_IS_FIRST_POWER_OFF_ALARM=false <*>=<*>,20
8f29116c,<*> -> <*>,77
f4314c17,<*>()<-<*>> : cachePluginDeliverData : <*> <*>,3
3782acda,Finished screen turning on...,10
f6188414,"onNotificationPosted: StatusBarNotification(pkg=<*> user=UserHandle{<*>} id=<*> tag=null key=<*>|<*>|<*>|null|<*>: <*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> vis=PRIVATE)) important=<*>, post=<*>, when=<*>, vis=<*>, userid=<*>",95
8bd6e539,Caller checkPermission fail,30
e0a9ed1c,<*>: sys<*> (No such file or directory),143
ea5b0d5f,start wakelock monitor.,5
765af2cc,QSEECom_send_cmd return!,140
4bd5039d,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=true,mode=true,manual=<*>,auto=-<*>,adj=<*>.0userId=<*>",12
03b77cb0,do not support AFT because of no config,15
5881aa26,<*> caller <*> does not hold REAL_GET_TASKS; limiting output,496
a38d24b3,"is Beta User, userType = <*>",45
036c5ccc,AutoStartupDataMgr:retrieveStartupSettings type <*> of <*> is <*>,46
8ef06ea2,Dispatching event to interface: <*>,28
4de3e872,"getTempInfo error: null, <*>",851
1b515f6d,platform_set_channel_map mixer_ctl_name:Playback Channel <*>,6
9b1ffe1c,log has not init finished,2
28a7c886,<*>|InsertEvent success begin:<*> end:<*>,3
b69b0c1e,IEs - hexdump(len=<*>): <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> ...,25
bce31051,current cell id is not monitor ..... cellid = <*>,18
255b14d1,"release:lock=<*>, flg=<*>, <*> <*> <*> uid=<*>, pid=<*>",242
965e78f2,"isMobileDataEnable::dateEnable=true, cotrollerEnable=true",3
cdcecfdf,get_spk_pa_type: pa is max98925,27
42c30c89,"onNotificationPosted: StatusBarNotification(pkg=<*> user=UserHandle{<*>} id=<*> tag=null key=<*>|<*>|<*>|null|<*>: Notification(pri=<*> contentView=null vibrate=[] sound=null tick defaults=<*> flags=<*> color=<*> category=msg vis=PRIVATE)) important=<*>, post=<*>, when=<*>, vis=<*>, userid=<*>",4
60913125,Optimization entering replaceDummyFragments(),1
5660b286,"ImsServiceSub : broadcastVopsSsacIntent Vops = true , Ssac = false",38
4bf1bf01,WindowOrientationListener disabled,9
cea6a32f,notifyInterfaceClassActivity: client is <*>,563
9bf6cea2,<*> enter,85
180cf885,module <*> alarm type : <*> repeating : false interval : -<*> trigger : <*><*><*> <*>:<*>:<*> isMissed : false,7
08fe794b,chinaDateTime:上午9:<*>,7
b18e9436,<*> ...,29
942f09c2,"updateLightsLocked,turn off notificationLight",32
6dbb8533,"triggerBuildingIndex(): invalid id, return.",25
e9aa76e5,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",161
1bd8dab1,<*> called,53
01d48686,"APS: 2DSDR: CanvasContext::setSDRZoomout(), the SDR ratio from ViewRootImpl is <*> native window width = <*>, height = <*>",76
0f87aaed,I<*> ulp_msg_process_system_update(const UlpSystemEvent): systemEvent:<*>,9
a4fff594,"==connectedConfig&mSelectedConfig are null, backgroundReason = <*>",9
a4e72071,"Multiple rapid taps detecting, aborting Knuckle Gestures.",19
40b2c2e9,<<*><*><*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,35
6c3aaf35,resetPagerState,15
61f81244,platform_can_split_snd_device: snd_device(<*>) num devices(<*>) new_snd_devices(<*>),13
20dde6b6,earliestValidTime + <*>,332
1bfa58a5,"collectReceiverComponents, callerApp: ProcessRecord{<*> <*> <*> receiver size:<*>, flags: <*>",111
cd718c03,<*> to device policy manager service.,27
ac9ac602,Enqueueing ordered <*> BroadcastRecord{<*> <*> <*> prev had <*>,194
dfbcd37b,CTRL_IFACE monitor sent successfully to <*>\x00,41
c7b03d97,updateSignalStrength: signalStrength=SignalStrength: -<*> <*> -<*> <*> -<*> <*> -<*> <*> <*> <*> <*> <*> <*> <*> <*> false gw|lte,20
82c1458c,Sending non-protected broadcast <*> from system uid <*> pkg <*>,14
a721f974,<*> <*>@<*>,5
8e829e30,<*> false,377
c71014dd,dropped event (cpu0),8
85a6e745,<*> TcpClientThread.connect(TcpClientThread.java:<*>) will connect to <*>:<*>,30
0c453fdf,Caused by: <*>: method not supported.,3
3e6fbd08,<*> end,117
1a7af807,bssid=<*>:<*>:bc:<*>:<*>:c0;freq=<*>;level=-<*>;flags=<*>;ssid=wlanaccessv2.<*>;,1
c7ccfbee,"notifyListenerHuawei::origin typeIcon:<*> <*> isSuspend:false, <*> <*> isRoaming=false",180
9c0027a4,<*> Shared frequencies (len=<*>): completed iteration,7
386684f0,<*> running ...,246
d00ff103,"Rac Change (PDC) data: [-<*>, -<*>]",80
b083982b,"bindServiceLocked, r: ServiceRecord{<*> u0 euid: <*> <*> euid: <*>",57
11e518d0,<*> <*> <*> { act=<*> flg=<*> (has extras) },37
c25e8639,"HwDPMS received transaction_isHwFrameworkAdminAllowed, the ret: false",18
71540b5f,readRilMessage: Buffer = [B@<*> HexData = [<*>],84
369539c7,"Invalid profile no. <*>, total profiles <*> only",87
0b33c7b9,AutoCleanService:AutoCleanTask start to wait:<*>,1
b1ffc7b2,Split enqueueing broadcast [callerApp]:ProcessRecord{<*> <*>,315
39c12959,RCV <- {<*> IfaceClass active <*> <*> <*>},60
3642b76d,"onSignal: mSubId=<*>,currDataSubID=<*>",245
e8b271a4,- bRoaming:false; dataEnabled: true,4
084a42ce,need to <*> <*> <*>,39
2c293650,"getOutput() device <*>, stream <*>, samplingRate <*>, format <*>, channelMask <*>, flags <*>",22
de9aca52,getRecentTasks: <*>,40
a0c32c5b,Pid:<*> <*>,9
427dd9c6,set(PendingIntent{<*>: PendingIntentRecord{<*> android broadcastIntent}}) : type=<*> triggerAtTime=<*> win=<*> tElapsed=<*> maxElapsed=<*> interval=<*> flags=<*>,44
c9d331ba,wlan0: Control interface command 'GET_NETWORK <*> <*>,39
5161eed9,Started waking up...,4
9dab3ba8,"ActivityThread,callActivityOnCreate",3
2f4476c6,report msg is :{picture: <*>},10
9122909d,key: <*> value: <*>,5
06af8e2a,Ratio: <*> Auto: false,3
f9649e5e,setDrawBehindAsSrc skipped. null,7
0b79c44b,<*> <*> ==================== TCP CLIENT <*> <*> ====================,77
370498a7,Calling <*>,347
e9ecdbb4,updateNotification(StatusBarNotification(pkg=<*> user=UserHandle{<*>} id=<*> tag=null key=<*>|<*>|<*>|null|<*>: <*> contentView=null vibrate=null sound=null defaults=<*> flags=<*> color=<*> vis=PRIVATE))),94
9ad0125d,remove(PendingIntent{<*>: PendingIntentRecord{<*> <*> <*> changed bounds; rebatching,91
ed795167,setDataEnabledProperties: <*> <*>,8
80e4c1c5,Animating brightness: <*> rate=<*>,78
1a306963,proxy <*>,11
734ac61a,"CubicBezierInterpolator  mControlPoint1x = <*>.<*>, mControlPoint1y = <*>.<*>, mControlPoint2x = <*>.<*>, mControlPoint2y = <*>.<*>",68
1cbaf690,<<*><*><*> <*>:<*>:<*>> [NOTICE] SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> Level[NOTICE] magic[<*> <*>]:FileSec: have right to open file due to cur app sec level = <*> is higher than file app(&5ߢ[@ñ?z]) sec level = <*>.,40
e52cacdc,"<*> <*> <*> = <*>, <*> = <*>, <*> = <*>",14
c6425b62,l2_packet_receive: <*> len=<*>,3
a69523ee,enqueueNotificationInternal: n.getKey = <*>|<*>|<*>|null|<*>,94
778109b9,createLockScreenView when reset,6
1128b278,showTraffic,3
8ead5b1b,AutoStartupDataMgr:isUnderControll third party not in whitelist: <*>,71
b7f273f2,"overlapAmount:<*>.<*>, <*> <*> location:<*>, i:<*>, getTopPadding:<*>.<*>, <*>",74
fb02dfe7,"FingerprintDaemonProxyEx::onTransact, code:<*>",16
c4e541af,<*> = <*>,50
5210da50,updateClipping <*>,230
d2cb64be,"fpc_tac_send_get_indices_cmd indices:<*>, index_count:<*>",7
0152a5b6,"ImsServiceSubHandler : After detect, ims register state is <*>",1
2c0886d0,Setting HAL <*> mode to <*>,31
e770cf57,"notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>",36
bfe57cfd,Sorted scan results,6
4dc409df,mIsScreenOn is: <*> WAKEUP alarm trigger action = <*> package name is: <*>,19
1a40f00f,Destroying surface <*> called by <*>:<*> <*>:<*> <*>:<*> <*>:<*> <*>:<*> <*>:<*> <*> <*>:<*>,20
0c4100f1,"Application <*> is depended by other app, delay to H!",23
87ad48a0,set(PendingIntent{<*>: PendingIntentRecord{<*> <*> <*> : type=<*> triggerAtTime=<*> win=<*> tElapsed=<*> maxElapsed=<*> interval=<*> flags=<*>,73
8ba618f0,<*> reason = <*>,16
f0fa5c22,"Skipping, home stack task: TaskRecord{<*> #<*> A=<*> U=<*> StackId=<*> sz=<*>}",18
65e3f51c,<*>|writeDataToDB size <*>,2
778d08f5,shouldBlockLocation  ret:false,218
3922a5d3,"platform_get_output_snd_device: enter: output devices(<*>) mode <*>, bt_wb_speech_enabled <*>",4
70bf7fbe,last release audio mix uid:<*> pid:-<*>,8
a519c499,invoke the <*> method,6
02c4d19b,Create obj success use class <*>,442
10a18b00,<*> Speaker protection disabled,21
f528f9a6,ClassLoader referenced unknown path: <*>,8
c2b52555,Location listener died,1
b8f18dc2,DynamicUpdater registerReceiver,12
97b212e9,fingerprint capture completed,3
3769b1e7,mSimSubId:<*> onDataActivity: direction=<*>,224
06c99f08,<*>| ## MSG_DEAL_SYSTEM_EVENT <*>,19
1e44e17f,"releaseOneDevice: not sending command, device argument (<*>) does not match any registered device",6
dc02c2b5,Failure getting entry for <*> (t=<*> e=<*>) (error -<*>),46
535da20b,Calling a method in the system process without a qualified user: <*>:<*> <*>:<*> <*> <*> <*>,55
da187ec1,blockResultByDeviceRestrictionManager ret: false,2
a3af36d4,"retrieveServiceLocked, callerApp: ProcessRecord{<*> <*> flags: <*>",157
d2a08921,"refreshState=bt, <*>",5
52fd0e0c,<*>()<-<*>> : writeQiyiId # <*>,1
2f9b1e4b,hideKeyguard:false,2
ab78f890,Is User Assigned Wallpaper? : <*>  false,15
b9060882,"FPSMonitor [PagedView , onIntercept] <*> event x = <*> y = <*>",5
d639dd08,isWiredHeadsetOn...,63
e1031707,<*>|compensate <*> <*>,120
2965a77d,<MCT >< INFO> <*>: mct_controller_handle_SOF_proc: mct_stream_send_ctrl_sof frameid=<*> <*>,12
4124366f,<*> Branch :,19
4ab813a7,"updateLightsLocked --> level:<*>, status:<*>",34
d85e512a,"[<*>.<*><*>, <*>.<*><*>, <*>.<*><*>, <*>.<*><*>, <*>.<*><*>, <*>.<*><*>, <*>.<*><*>, <*>.<*><*>, <*>.<*><*>, <*>.<*><*>]",6
9b50b930,onStepCounterChange stepsNum:<*>,70
8a278bf6,[CollectStarterReceiver.onReceive] interval is to short:<*>,4
5ef036cb,frozenCheckLocked mDispatchFrozen=<*> mNextUnblockedEvent=<*>,28
f96ce7bc,disableEffects=null canInterrupt=false once update: false,89
cb8e09e6,stopWifiDisplayScanLocked <*>,31
b2d13f09,mThermalService is NULL!,47
358fc2ae,RCV <- {<*> <*> <*>,12
39010a04,ImsServiceSub : StatusForAccessTech networkMode = <*> registered = <*> status = <*> restrictCause = <*>,3
624b1208,"to: <*> <*>:<*>:<*>,isRoaming=false,dataSim=true,networkName=中国移动,networkNameData=中国移动,dataConnected=true,isDefault=true,isEmergency=false,airplaneMode=false,carrierNetworkChangeMode=false,userSetup=true",89
914ff115,<*> = <*> <*>,120
65d64fd5,dispatch ordered broadcast <*> BroadcastRecord{<*> <*> <*> has <*> receivers,203
97fdd2c8,<*> finished,303
ff2248b9,"sending:{""handlerName"":""getRegisteredJsHandler"",""callbackId"":""java_cb_1"",""data"":null}",305
e0a88b5d,apply skiped :<*>,39
92db941c,STAHP USING HIDDEN APIS KTHX,9
264c588d,trim and enqueue <*> Parallel:(<*>) Ordered:(<*>)(BroadcastRecord{<*> <*> <*>,38
3f654d99,robust onPatchApplied :true <*>,1
b4dbd83f,[main<*>]AutoCheckReceiver onReceive(<*>.java:<*>),4
bc2fb95a,"t:false, fl: false, p: <*>, ce: true, we: <*>",258
f4cc9358,MyOrientationListener: updateRotation.,25
c1f5c922,<DbProvider>: <*>,2
a2796fd9,baidu location connected ...,3
61e5c210,monitor check touch devices,31
e8d64dec,set notification panel padding = <*>,105
48f699f7,<*> <*> OK !,17
e4b9b611,"not in link monitoring mode, ignore TCP result .",50
6a7f0b4a,"Enter <*> ! radioOn= true simCardState=<*> isSubActived=true, mSub = <*>, mAirplaneMode = false, isDual4GSlotSwitch = false",4
f4cc530d,"cleanUpApplicationRecordLocked, reset pid: <*>, euid: <*>",25
5ec71037,"RCV unsolicited event from native daemon, event = <*> IfaceClass active <*> <*> <*>",29
57e35f03,"Access denied finding property ""<*>""",30
ba714a92,!!! onInputChecked<*>  false,3
f34979bb,MagicLink2-BroadcastReceiver:====>ACTION_SCREEN_OFF,6
6c98c3a7,msg.recv{<*>} DeviceManager.getIdeskIP(DeviceManager.java:<*>) HW_VIRTUAL_CARD ip  == null,6
7ef40a35,APS <*>,63
d26efcde,<*> <*> is <*> <*> is <*> <*> is false(hwouc<*>.java:<*>),6
fc2747b0,No peeking: not <*> <*> <*>|<*>|<*>|null|<*>,58
d7273d40,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*>,38
3d89b88a,<*> transport text marquee,8
3d582658,"total<*>,<*>:<*><*>,<*><*>,<*><*>,unknown:<*><*>",2
2bd47c8f,<*> took <*> ms,15
fd3247bb,<*>|calculateAltitudeWithCache <*>,27
ed268a3b,"fddn EVENT_GET_AD_DONE FDN_PS_CHECK:false ,FDN_PRELOAD_CACHE:true",10
220146c6,applyInPlace=true shouldPeek=false alertAgain=true,88
41d3a85c,"refreshState=rotation, BooleanState[,icon=ResourceIcon[resId=<*>],label=自动旋转,labelTint=<*>,textChangedDelay=<*>,contentDescription=自动旋转屏幕,dualLabelContentDescription=null,minimalContentDescription=null,minimalAccessibilityClassName=<*>,expandedAccessibilityClassName=<*>,autoMirrorDrawable=false,disabledByPolicy=false,enforcedAdmin=null,value=true]",5
096f6daa,P2P: Channels - hexdump(len=<*>): <*> <*> <*> <*> <*> <*> <*> <*> <*> 0a 0b 0c 0d,5
21a28837,mSeekListener onProgressChanged progress:<*> fromUser:false,135
f8ed0d73,<<*><*><*> <*>:<*>:<*>> <*> SDK: UE-SeC <*><*><*> <*>:<*>:<*>:<*> <*> magic[<*> <*> <*> <*> <*> <*> <*> <*>,126
e316f2a0,"int android::IppAlgoSmartAE::doSmartAEAlgo(unsigned char *, void *, int, int, int) mAlgoAeCompToDriver[<*>]=<*>, resultComp[<*>]=<*>",18
6a99ab70,bssid=c0:<*>:<*>:2b:d3:c8;freq=<*>;level=-<*>;flags=<*>;ssid=SYR;,1
0a9d0aea,blurBitmap : <*> source bitmap; use rgb888 as target; Consueme: <*>,3
77f504bd,DynamicUpdater updateBitmap end and send update message,2
