LineId,Month,Date,Time,User,Component,PID,Address,Content,EventId,EventTemplate,ParameterList
40,Jul,3,19:46:35,authorMacBook-Pro,networkd,195,,-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID,9a054d77,-[NETClientConnection effectiveBundleID] using process name <*> as bundle ID (this is expected for daemons without bundle ID,['apsd']
41,Jul,5,15:26:36,calvisitor-10-105-162-98,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 1 milliseconds,c910c040,AppleThunderboltGenericHAL earlyWake - complete - took <*> milliseconds,['1']
42,Jul,4,18:07:25,calvisitor-10-105-162-105,com.apple.AddressBook.InternetAccountsBridge,35165,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 3,db81b272,dnssd_clientstub ConnectToServer connect()-> No of tries <*>,['3']
43,Jul,3,07:57:31,authorMacBook-Pro,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,c25cc5f9,IOThunderboltSwitch<0>(0x0) listenerCallback - Thunderbolt HPD packet for route 0x0 port <*> unplug 0,['= 11']
44,Jul,3,20:57:09,calvisitor-10-105-161-225,iconservicesagent,328,,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: 0x7f99504113c0>.,0c546325,-[ISGenerateImageOp generateImageWithCompletion ] Failed to composit image for descriptor <ISBindingImageDescriptor <*>,['0x7f99504113c0']
45,Jul,3,13:50:25,calvisitor-10-105-160-237,com.apple.AddressBook.InternetAccountsBridge,33460,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 1,db81b272,dnssd_clientstub ConnectToServer connect()-> No of tries <*>,['1']
46,Jul,4,06:25:49,calvisitor-10-105-162-105,com.apple.CDScheduler,43,,Thermal pressure state: 1 Memory pressure state: 0,6688d8b1,Thermal pressure state 0 Memory pressure state 0,[]
47,Jul,5,18:20:15,calvisitor-10-105-162-98,mds,63,,(DiskStore.Normal:2382) 4001 1.014334,8b4b60c8,(DiskStore.Normal 2382) 4001 1.014334,[]
48,Jul,5,02:00:35,calvisitor-10-105-163-10,kernel,0,,en0: channel changed to 1,71a3183a,en0 channel changed to <*>,['1']
49,Jul,3,19:04:57,authorMacBook-Pro,corecaptured,33660,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_19,04,57.722196]-io80211Family-018.pcapng, Current File [2017-07-03_19,04,57.722196]-io80211Family-018.pcapng",ce70ef54,CCFile captureLogRun Skipping current file Dir file <*> <*> <*> Current File <*>,"['', '[2017-07-03_19,04,57.722196]-io80211Family-018.pcapng', '2017-07-03_19,04,57.722196]-io80211Family-018.pcapng']"
50,Jul,6,14:09:31,authorMacBook-Pro,corecaptured,37027,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-06_14,09,31.538767]-AirPortBrcm4360_Logs-003.txt, Current File [2017-07-06_14,09,31.538767]-AirPortBrcm4360_Logs-003.txt",ce70ef54,CCFile captureLogRun Skipping current file Dir file <*> <*> <*> Current File <*>,"['', '[2017-07-06_14,09,31.538767]-AirPortBrcm4360_Logs-003.txt', '2017-07-06_14,09,31.538767]-AirPortBrcm4360_Logs-003.txt']"
51,Jul,4,23:34:53,calvisitor-10-105-162-105,WindowServer,184,,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,f55981fa,send_datagram_available_ping pid 445 failed to act on a ping it dequeued before timing out.,[]
52,Jul,6,02:32:46,calvisitor-10-105-160-37,kernel,0,,Sandbox: com.apple.Addres(36491) deny(1) network-outbound /private/var/run/mDNSResponder,74ccb6be,Sandbox <*> deny(1) network-outbound /private/var/run/mDNSResponder,['com.apple.Addres(36491)']
53,Jul,3,12:24:33,authorMacBook-Pro,QQ,10018,,2017/07/03 12:24:33.369 | I | VoipWrapper  | DAVEngineImpl.cpp:1400:Close             | close video chat. llFriendUIN = 1742124257.,8fe35238,<*> <*> <*> <*> | I | VoipWrapper | DAVEngineImpl.cpp 1400 Close | close video chat. llFriendUIN <*>,"['', '', '2017/07/03 12:24:33.369', '1742124257']"
54,Jul,7,13:42:10,calvisitor-10-105-160-205,kernel,0,,ARPT: 770765.119841: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,b963e0e1,ARPT <*> wl0 leaveModulePoweredForOffloads Wi-Fi will stay on.,['770765.119841:']
55,Jul,4,02:38:25,airbears2-10-142-110-255,kernel,0,,"ARPT: 698398.428254: wl0: setup_keepalive: interval 258, retry_interval 30, retry_count 10",3dd7812c,ARPT <*> wl0 setup_keepalive interval <*> retry_interval 30 retry_count 10,"['698398.428254:', '258,']"
56,Jul,5,17:25:06,authorMacBook-Pro,locationd,82,,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=0x7fb7ed025090 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://gs-loc.apple.com/clls/wloc, NSErrorFailingURLKey=https://gs-loc.apple.com/clls/wloc, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://gs-loc.apple.com/clls/wloc, NSErrorFailingURLKey=https://gs-loc.apple.com/clls/wloc, _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=The Internet connection appears to be offline.}",08ba2a48,"PBRequester failed with Error Error Domain NSURLErrorDomain Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSUnderlyingError 0x7fb7ed025090 {Error Domain kCFErrorDomainCFNetwork Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSErrorFailingURLStringKey https //<*>/clls/wloc NSErrorFailingURLKey https //<*>/clls/wloc _kCFStreamErrorCodeKey 8 _kCFStreamErrorDomainKey 12 NSLocalizedDescription The Internet connection appears to be offline.}} NSErrorFailingURLStringKey https //<*>/clls/wloc NSErrorFailingURLKey https //<*>/clls/wloc _kCFStreamErrorDomainKey 12 _kCFStreamErrorCodeKey 8 NSLocalizedDescription The Internet connection appears to be offline.}","['gs-loc.apple.com', 'gs-loc.apple.com', 'gs-loc.apple.com', 'gs-loc.apple.com']"
57,Jul,7,02:01:04,calvisitor-10-105-162-178,com.apple.cts,43,,"com.apple.SoftwareUpdate.Activity: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1645 seconds.  Ignoring.",ce2b0e13,<*> scheduler_evaluate_activity told me to run this job; however but the start time isn't for <*> seconds. Ignoring.,"['com.apple.SoftwareUpdate.Activity', '1645']"
58,Jul,1,09:00:55,calvisitor-10-105-160-95,kernel,0,,en0::IO80211Interface::postMessage bssid changed,4d1c02bf,en0 IO80211Interface postMessage bssid changed,[]
59,Jul,1,09:31:43,calvisitor-10-105-160-95,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 1 milliseconds,c910c040,AppleThunderboltGenericHAL earlyWake - complete - took <*> milliseconds,['1']
60,Jul,3,16:07:32,calvisitor-10-105-160-237,kernel,0,,"en0: channel changed to 149,80",71a3183a,en0 channel changed to <*>,"['149,80']"
61,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x03eb0001': four character codes must be four characters long.,3a1142a3,Cocoa scripting error for <*> four character codes must be four characters long.,"[""'0x03eb0001':""]"
62,Jul,1,13:49:09,calvisitor-10-105-160-95,kernel,0,,en0: 802.11d country code set to 'X3'.,591758ae,en0 802.11d country code set to <*>,['X3']
63,Jul,7,00:27:16,calvisitor-10-105-162-178,Preview,11512,,Unable to simultaneously satisfy constraints:,40c4381f,Unable to simultaneously satisfy constraints,[]
64,Jul,8,07:27:18,calvisitor-10-105-162-124,sharingd,30299,,07:27:18.022 : BTLE scanning stopped,abc40d42,07 27 18.022 BTLE scanning stopped,[]
65,Jul,6,13:25:30,calvisitor-10-105-162-178,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,71ed56f2,AppleCamIn systemWakeCall - messageType <*>,['0xE0000340']
66,Jul,4,19:42:40,calvisitor-10-105-162-105,kernel,0,,"RTC: Maintenance 2017/7/5 02:42:39, sleep 2017/7/5 02:30:18",2354cece,RTC Maintenance 2017/7/5 02 42 39 sleep 2017/7/5 02 30 18,[]
67,Jul,2,15:56:35,calvisitor-10-105-163-202,WindowServer,184,,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,f55981fa,send_datagram_available_ping pid 445 failed to act on a ping it dequeued before timing out.,[]
68,Jul,7,03:50:09,calvisitor-10-105-162-178,kernel,0,,"ARPT: 762482.257896: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 4271148221, Ack 2231793690, Win size 278",90e20638,ARPT <*> wl0 wl_update_tcpkeep_seq Updated seq/ack/win from UserClient Seq <*> Ack <*> Win size <*>,"['762482.257896:', '4271148221,', '2231793690,', '278']"
69,Jul,4,02:49:45,airbears2-10-142-110-255,kernel,0,,AppleThunderboltNHIType2::prePCIWake - power up complete - took 2 us,22367607,AppleThunderboltNHIType2 prePCIWake - power up complete - took <*> us,['2']
70,Jul,3,23:12:41,airbears2-10-142-110-255,com.apple.WebKit.WebContent,32778,,[23:12:41.793] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1c74b0a2,<*> <*> <*> <<<< Boss >>>> figPlaybackBossPrerollCompleted unexpected preroll-complete notification,"['', '23:12:41.793]']"
71,Jul,3,00:15:58,authorMacBook-Pro,kernel,0,,[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Host (0x01),3009024c,[HID] [ATC] AppleDeviceManagementHIDEventService processWakeReason Wake reason <*>,['Host (0x01']
72,Jul,6,19:04:07,calvisitor-10-105-162-178,kernel,0,,"USBMSC Identifier (non-unique): 000000000820 0x5ac 0x8406 0x820, 3",6cd259ed,USBMSC Identifier (non-unique) 000000000820 0x5ac 0x8406 0x820 3,[]
73,Jul,3,11:24:00,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:24:00.633] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1c74b0a2,<*> <*> <*> <<<< Boss >>>> figPlaybackBossPrerollCompleted unexpected preroll-complete notification,"['', '11:24:00.633]']"
74,Jul,3,17:26:02,calvisitor-10-105-160-184,com.apple.WebKit.WebContent,32778,,[17:26:02.834] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/LegibleOutput/FigAgglomerator.c line 92,c3d2751b,<*> <*> <*> FigAgglomeratorSetObjectForKey signalled err -16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,"['', '17:26:02.834]', 'com.apple.xbs', 'CoreMedia-1731.15.207']"
75,Jul,5,14:04:33,authorMacBook-Pro,corecaptured,36034,,CCFile::captureLog,41cc71b5,CCFile captureLog <*>,[]
76,Jul,6,16:15:50,calvisitor-10-105-162-178,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,71ed56f2,AppleCamIn systemWakeCall - messageType <*>,['0xE0000340']
77,Jul,7,10:18:31,calvisitor-10-105-162-178,locationd,82,,"NETWORK: requery, 0, 0, 0, 0, 280, items, fQueryRetries, 0, fLastRetryTimestamp, 521137394.7",a570f10b,NETWORK requery 0 0 0 0 <*> items fQueryRetries <*> fLastRetryTimestamp <*>,"['280,', '0,', '521137394.7']"
78,Jul,4,13:29:28,calvisitor-10-105-162-105,kernel,0,,"ARPT: 702473.791647: wl0: wl_update_tcpkeep_seq: Original Seq: 4092235630, Ack: 1794703587, Win size: 4096",a6622136,ARPT <*> wl0 <*> <*> Seq <*> Ack <*> Win size 4096,"['702473.791647:', 'wl_update_tcpkeep_seq: Original', '4092235630,', '1794703587,']"
79,Jul,2,18:09:29,calvisitor-10-105-163-202,corecaptured,32608,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-02_18,09,29.643060]-AirPortBrcm4360_Logs-003.txt, Current File [2017-07-02_18,09,29.643060]-AirPortBrcm4360_Logs-003.txt",ce70ef54,CCFile captureLogRun Skipping current file Dir file <*> <*> <*> Current File <*>,"['', '[2017-07-02_18,09,29.643060]-AirPortBrcm4360_Logs-003.txt', '2017-07-02_18,09,29.643060]-AirPortBrcm4360_Logs-003.txt']"
80,Jul,3,17:23:55,calvisitor-10-105-160-184,kernel,0,,AppleCamIn::wakeEventHandlerThread,bb8e78cb,AppleCamIn wakeEventHandlerThread,[]
81,Jul,4,03:50:58,airbears2-10-142-110-255,com.apple.SecurityServer,80,,Session 101835 destroyed,941e57f4,Session 101835 destroyed,[]
82,Jul,3,18:57:59,authorMacBook-Pro,kernel,0,,en0::IO80211Interface::postMessage bssid changed,4d1c02bf,en0 IO80211Interface postMessage bssid changed,[]
83,Jul,1,22:08:46,calvisitor-10-105-163-202,WindowServer,184,,"device_generate_lock_screen_screenshot: authw 0x7fa823c89600(2000)[0, 0, 1440, 900] shield 0x7fa8258cac00(2001), dev [1440,900]",2ba67d97,device_generate_lock_screen_screenshot authw <*> 0 <*> <*> shield <*> dev [1440 900],"['', 'x7fa823c89600(2000)[0, 0, 1440, 900]', '0x7fa8258cac00(2001),']"
84,Jul,4,22:56:40,calvisitor-10-105-162-105,Dock,307,,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) when=2017-07-05 05:56:40 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319),ab83a05b,-[UABestAppSuggestionManager notifyBestAppChanged type options bundleIdentifier activityType dynamicIdentifier when confidence deviceName deviceIdentifier deviceType ] (null) UASuggestedActionType 0 (null)/(null) opts (null) when <*> <*> <*> <*> +0000 confidence 1 from (null)/(null) (UABestAppSuggestionManager.m #319),"['', '', '2017-07-05 05:56:40']"
85,Jul,6,16:15:50,calvisitor-10-105-162-178,configd,53,,network changed: v4(en0-:10.105.162.178) v6(en0:2607:f140:6000:8:9597:c065:2e31:805b) DNS! Proxy SMB,3655c6ec,network changed <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> Proxy <*>,"['', '', '', '', '', '', '', 'v4(en0-:10.105.162.178) v6(en0:2607:f140:6000:8:9597:c065:2e31:805b) DNS', 'SMB']"
86,Jul,1,09:21:52,calvisitor-10-105-160-95,kernel,0,,"ARPT: 620997.637284: wl0: wl_update_tcpkeep_seq: Original Seq: 1603768438, Ack: 849011450, Win size: 4096",a6622136,ARPT <*> wl0 <*> <*> Seq <*> Ack <*> Win size 4096,"['620997.637284:', 'wl_update_tcpkeep_seq: Original', '1603768438,', '849011450,']"
87,Jul,4,01:00:15,airbears2-10-142-110-255,com.apple.cts,258,,"com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 9043 seconds.  Ignoring.",ce2b0e13,<*> scheduler_evaluate_activity told me to run this job; however but the start time isn't for <*> seconds. Ignoring.,"['com.apple.suggestions.harvest', '9043']"
88,Jul,3,13:56:03,calvisitor-10-105-160-237,identityservicesd,272,,<IMMacNotificationCenterManager: 0x7ff1b2e00ba0>:   DND Enabled: YES,29bf3ccb,<IMMacNotificationCenterManager <*> DND Enabled <*>,"['0x7ff1b2e00ba0>:', 'YES']"
89,Jul,5,17:02:57,airbears2-10-142-108-38,identityservicesd,272,,<IMMacNotificationCenterManager: 0x7ff1b2e00ba0>: notification observer: com.apple.iChat   notification: __CFNotification 0x7ff1b514c540 {name = _NSDoNotDisturbEnabledNotification},3edf453a,<IMMacNotificationCenterManager <*> notification observer <*> notification __CFNotification <*> {name <*>,"['0x7ff1b2e00ba0>:', 'com.apple.iChat', '0x7ff1b514c540', 'NSDoNotDisturbEnabledNotification']"
