LineId,LogId,Node,Component,State,Time,Flag,Content,EventId,EventTemplate,ParameterList
27,71990,Interconnect-0N00,switch_module,error,1077066984,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
28,2553656,node-236,action,start,1072642486,1,wait  (command 1883),28889bc4,wait (command <*>,['1883']
29,217346,node-240,unix.hw,net.niff.up,1078468269,1,NIFF: node node-240 has detected an available network connection on network 10.128.0.0 via interface ee0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-240', '10.128.0.0', 'ee0']"
30,34372,Interconnect-0N00,switch_module,fan,1125665836,1,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),1517e6c6,Fan speeds ( <*> 3534 <*> **** <*> 3479 ),"['3552', '3375', '3515']"
31,40908,Interconnect-0N00,switch_module,fan,1125917567,1,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),1517e6c6,Fan speeds ( <*> 3534 <*> **** <*> 3479 ),"['3552', '3375', '3515']"
32,430877,node-239,node,temperature,1143757350,1,ambient=29,92f0ab0d,ambient<*>,['29']
33,152072,node-23,node,status,1077823829,1,configured out,8cfafe98,configured out,[]
34,366083,node-37,node,status,1085078720,1,running,75101dcd,running,[]
35,102375,Interconnect-1N02,switch_module,error,1077735850,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
36,226354,Interconnect-0N01,switch_module,error,1078682645,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
37,285808,Interconnect-1N01,switch_module,error,1080289451,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
38,2601979,node-170,node,status,1074299123,1,running,75101dcd,running,[]
39,112575,Interconnect-1N03,switch_module,error,1111072166,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
40,176117,node-212,action,start,1077893898,1,boot  (command 2449),8d336518,boot (command <*>,['2449']
41,292668,Interconnect-0N00,switch_module,fan,1121581326,1,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),1517e6c6,Fan speeds ( <*> 3534 <*> **** <*> 3479 ),"['3552', '3375', '3515']"
42,401489,node-195,action,start,1089896856,1,wait  (command 3088),28889bc4,wait (command <*>,['3088']
43,350367,node-196,unix.hw,state_change.unavailable,1084631134,1,Component State Change: Component \042alt0\042 is in the unavailable state (HWID=2888),04d0d857,Component State Change Component <*> is in the <*> state (HWID<*>),"['\\042alt0\\042', 'unavailable', '2888']"
44,163164,Interconnect-1N01,switch_module,error,1114093767,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
45,286915,full,partition,status,1134669990,1,blocked,61326117,blocked,[]
46,176708,node-18,action,start,1131226550,1,boot  (command 3958),8d336518,boot (command <*>,['3958']
47,277715,node-238,node,status,1079618688,0,running,75101dcd,running,[]
48,165002,node-12,unix.hw,net.niff.up,1077881398,1,NIFF: node node-12 has detected an available network connection on network 5.5.226.0 via interface alt0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-12', '5.5.226.0', 'alt0']"
49,323616,node-29,node,temperature,1123302765,1,ambient=34,92f0ab0d,ambient<*>,['34']
50,199501,gige7,gige,temperature,1078094014,1,normal,fea08751,normal,[]
51,413229,node-178,node,status,1092320499,0,configured out,8cfafe98,configured out,[]
52,411819,gige5,gige,temperature,1091919801,1,normal,fea08751,normal,[]
53,2572764,Interconnect-1N00,switch_module,error,1074128560,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
54,158172,node-87,unix.hw,net.niff.up,1077874542,1,NIFF: node node-87 has detected an available network connection on network 10.96.0.0 via interface scip0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-87', '10.96.0.0', 'scip0']"
55,388185,Interconnect-1N03,switch_module,error,1087505142,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
56,401564,node-196,action,start,1089896868,1,wait  (command 3088),28889bc4,wait (command <*>,['3088']
57,204195,Interconnect-1N01,switch_module,error,1078289448,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
58,268641,gige7,gige,temperature,1119385918,1,normal,fea08751,normal,[]
59,272368,node-D0,clusterfilesystem,clusterfilesystem.no_server,1079615317,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage242,eecaca39,ClusterFileSystem There is no server for ServerFileSystem domain <*>,['storage242']
60,171043,node-143,node,status,1077886334,0,running,75101dcd,running,[]
61,393028,gige5,gige,temperature,1088125544,1,warning,7b83d3f0,warning,[]
62,275516,Interconnect-0N01,switch_module,error,1079616861,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
63,47028,gige4,gige,temperature,1126267083,1,normal,fea08751,normal,[]
64,316341,gige7,gige,temperature,1082773631,1,warning,7b83d3f0,warning,[]
65,2597246,Interconnect-1N01,switch_module,error,1074290404,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
66,302690,Interconnect-0N03,switch_module,error,1082005557,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
67,93006,Interconnect-1N03,switch_module,error,1077645108,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
68,274891,node-76,action,start,1079616747,1,wait  (command 2680),28889bc4,wait (command <*>,['2680']
69,259114,node-65,node,status,1079072836,1,running,75101dcd,running,[]
70,106925,node-220,action,start,1077740235,1,wait  (command 2304),28889bc4,wait (command <*>,['2304']
71,77105,node-D7,clusterfilesystem,clusterfilesystem.no_server,1108739529,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage1321,eecaca39,ClusterFileSystem There is no server for ServerFileSystem domain <*>,['storage1321']
72,105061,gige6,gige,temperature,1128280302,1,normal,fea08751,normal,[]
73,36458,gige7,gige,temperature,1103411856,1,warning,7b83d3f0,warning,[]
74,111573,node-33,action,start,1111071855,1,wait  (command 3472),28889bc4,wait (command <*>,['3472']
75,85857,gige2,gige,temperature,1109411795,1,normal,fea08751,normal,[]
76,340032,node-70,node,status,1083317699,1,running,75101dcd,running,[]
77,444588,node-235,node,temperature,1144284930,1,ambient=24,92f0ab0d,ambient<*>,['24']
78,165910,gige6,gige,temperature,1130736134,1,warning,7b83d3f0,warning,[]
79,322332,Interconnect-0N01,switch_module,error,1083197294,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
80,368728,node-240,node,temperature,1085541510,1,ambient=33,92f0ab0d,ambient<*>,['33']
81,56751,node-247,unix.hw,net.niff.up,1076858270,1,NIFF: node node-247 has detected an available network connection on network 10.128.0.0 via interface ee0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-247', '10.128.0.0', 'ee0']"
82,25218,node-126,node,temperature,1100882763,1,ambient=30,92f0ab0d,ambient<*>,['30']
83,46429,node-113,unix.hw,net.niff.up,1076546548,1,NIFF: node node-113 has detected an available network connection on network 5.5.226.0 via interface alt0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-113', '5.5.226.0', 'alt0']"
84,282639,gige7,gige,temperature,1079982732,1,normal,fea08751,normal,[]
85,33390,Interconnect-1N03,switch_module,error,1076434580,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
86,106552,Interconnect-0N02,switch_module,error,1077739999,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
87,44978,gige4,gige,temperature,1105792150,1,warning,7b83d3f0,warning,[]
88,421753,gige7,gige,temperature,1094593241,1,warning,7b83d3f0,warning,[]
89,43392,Interconnect-0N00,switch_module,fan,1125939005,1,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),1517e6c6,Fan speeds ( <*> 3534 <*> **** <*> 3479 ),"['3552', '3375', '3515']"
90,244312,node-D1,clusterfilesystem,clusterfilesystem.not_served,1079047060,1,ClusterFileSystem: ServerFileSystem domain root3_tmp is no longer served by node node-34,8f3207a1,ClusterFileSystem ServerFileSystem domain <*> is no longer served by node <*>,"['root3_tmp', 'node-34']"
91,145488,node-87,unix.hw,net.niff.up,1077817327,1,NIFF: node node-87 has detected an available network connection on network 10.128.0.0 via interface ee0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-87', '10.128.0.0', 'ee0']"
92,260779,Interconnect-1T02,switch_module,error,1079164944,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
93,2579750,Interconnect-0N02,switch_module,error,1074215358,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
94,286321,Interconnect-1N01,switch_module,error,1080370613,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
95,281681,Interconnect-1N01,switch_module,error,1079867894,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
96,112684,gige7,gige,temperature,1128817909,1,warning,7b83d3f0,warning,[]
97,261083,node-28,node,status,1079191000,1,running,75101dcd,running,[]
98,113182,Interconnect-0N03,switch_module,error,1111072312,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
99,117645,gige6,gige,temperature,1128938515,1,normal,fea08751,normal,[]
100,362464,Interconnect-1N01,switch_module,error,1085071618,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
101,2560012,Interconnect-1N01,switch_module,error,1073155541,1,Link ok,641961b9,Link ok,[]
102,426225,gige6,gige,temperature,1143626413,1,warning,7b83d3f0,warning,[]
103,204749,node-47,node,status,1131527920,1,active,c76a5e84,active,[]
104,349561,node-234,node,temperature,1140713521,1,ambient=28,92f0ab0d,ambient<*>,['28']
105,227481,Interconnect-1T01,switch_module,error,1078829261,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
106,41520,Interconnect-0N00,switch_module,fan,1125929981,1,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),1517e6c6,Fan speeds ( <*> 3534 <*> **** <*> 3479 ),"['3552', '3375', '3515']"
107,305743,Interconnect-1N01,switch_module,error,1082037141,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
108,292378,node-D0,clusterfilesystem,clusterfilesystem.no_server,1134689668,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage612,eecaca39,ClusterFileSystem There is no server for ServerFileSystem domain <*>,['storage612']
109,275408,Interconnect-1N02,switch_module,error,1079616828,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
110,160498,node-D2,clusterfilesystem,clusterfilesystem.not_served,1077875558,1,ClusterFileSystem: ServerFileSystem domain root5_tmp is no longer served by node node-68,8f3207a1,ClusterFileSystem ServerFileSystem domain <*> is no longer served by node <*>,"['root5_tmp', 'node-68']"
111,26287,gige5,gige,temperature,1101207318,1,normal,fea08751,normal,[]
112,43735,Interconnect-0N00,switch_module,fan,1125940664,1,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),1517e6c6,Fan speeds ( <*> 3534 <*> **** <*> 3479 ),"['3552', '3375', '3515']"
113,46772,gige7,gige,temperature,1126169833,1,warning,7b83d3f0,warning,[]
114,174839,Interconnect-0N03,switch_module,error,1077893215,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
115,253678,node-116,unix.hw,net.niff.up,1118929455,1,NIFF: node node-116 has detected an available network connection on network 10.128.0.0 via interface ee0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-116', '10.128.0.0', 'ee0']"
116,24037,node-103,node,status,1100788549,1,running,75101dcd,running,[]
117,47339,gige4,gige,temperature,1126329186,1,normal,fea08751,normal,[]
118,259379,Interconnect-0N00,switch_module,fan,1133176544,1,Fan speeds ( 3552 3534 3391 **** 3515 3479 ),1517e6c6,Fan speeds ( <*> 3534 <*> **** <*> 3479 ),"['3552', '3391', '3515']"
119,203596,node-104,node,status,1078234170,1,configured out,8cfafe98,configured out,[]
120,344207,node-68,unix.hw,net.niff.up,1084267990,1,NIFF: node node-68 has detected an available network connection on network 0.0.0.0 via interface alt0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-68', '0.0.0.0', 'alt0']"
121,325338,node-165,node,temperature,1083202087,1,ambient=28,92f0ab0d,ambient<*>,['28']
122,227568,gige7,gige,temperature,1078834470,1,warning,7b83d3f0,warning,[]
123,2277355,full,partition,status,1060508375,-1,running,75101dcd,running,[]
124,165639,node-230,node,temperature,1130716740,1,ambient=29,92f0ab0d,ambient<*>,['29']
125,290621,gige7,gige,temperature,1121453247,1,warning,7b83d3f0,warning,[]
126,106321,node-84,unix.hw,net.niff.up,1077739950,1,NIFF: node node-84 has detected an available network connection on network 10.128.0.0 via interface ee0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-84', '10.128.0.0', 'ee0']"
127,341837,node-114,node,temperature,1140312421,1,ambient=25,92f0ab0d,ambient<*>,['25']
128,260412,gige7,gige,temperature,1079137477,1,warning,7b83d3f0,warning,[]
129,40796,Interconnect-0N00,switch_module,fan,1125916423,1,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),1517e6c6,Fan speeds ( <*> 3534 <*> **** <*> 3479 ),"['3552', '3375', '3515']"
130,459313,node-206,node,status,1145542020,1,configured out,8cfafe98,configured out,[]
131,285855,Interconnect-1T00,switch_module,bcast-error,1080298218,1,Link in reset,db5aa7f9,Link in reset,[]
132,155280,node-219,node,temperature,1130279010,1,ambient=30,92f0ab0d,ambient<*>,['30']
133,136234,Interconnect-0N01,switch_module,error,1077808524,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
134,190983,node-D0,clusterfilesystem,clusterfilesystem.no_server,1131237057,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage442,eecaca39,ClusterFileSystem There is no server for ServerFileSystem domain <*>,['storage442']
135,246848,node-115,unix.hw,net.niff.up,1079048698,1,NIFF: node node-115 has detected an available network connection on network 5.5.224.0 via interface alt0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-115', '5.5.224.0', 'alt0']"
136,455523,gige7,gige,temperature,1099478103,1,normal,fea08751,normal,[]
137,125824,Interconnect-1N00,switch_module,error,1111736003,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
138,320346,node-223,node,status,1139338791,1,running,75101dcd,running,[]
139,443239,node-142,action,start,1098389648,1,boot  (command 3198),8d336518,boot (command <*>,['3198']
140,2557263,gige7,gige,temperature,1072943786,1,normal,fea08751,normal,[]
141,402574,node-147,unix.hw,net.niff.up,1089897122,1,NIFF: node node-147 has detected an available network connection on network 5.5.224.0 via interface alt0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-147', '5.5.224.0', 'alt0']"
142,387471,full,partition,status,1142135512,1,running,75101dcd,running,[]
143,54011,gige7,gige,temperature,1107216770,1,normal,fea08751,normal,[]
144,2569753,Interconnect-0N02,switch_module,error,1074121565,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
145,103499,Interconnect-1N03,switch_module,error,1077737368,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
146,442850,Interconnect-0N00,switch_module,fan,1144000675,1,Fan speeds ( 3534 3534 3375 **** 3497 3479 ),1517e6c6,Fan speeds ( <*> 3534 <*> **** <*> 3479 ),"['', '3534 3375', '3497']"
147,165076,Interconnect-0N01,switch_module,error,1077881428,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
148,2612035,node-43,node,status,1074504149,1,running,75101dcd,running,[]
149,320309,node-223,action,start,1139337213,1,wait  (command 4088),28889bc4,wait (command <*>,['4088']
150,290294,Interconnect-0N00,switch_module,fan,1121416264,1,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),1517e6c6,Fan speeds ( <*> 3534 <*> **** <*> 3479 ),"['3552', '3375', '3515']"
151,2550559,node-157,action,start,1072480083,1,wait  (command 1874),28889bc4,wait (command <*>,['1874']
152,214559,Interconnect-0N03,switch_module,error,1078466630,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
153,154930,Interconnect-1T01,switch_module,error,1130220743,1,link errors remain current,551adf73,link errors remain current,[]
154,261645,node-31,node,status,1079216418,1,running,75101dcd,running,[]
155,372361,4143,boot_cmd,new,1141675701,1,Targeting domains:node-D2 and nodes:node-[72-95] child of command 4133,4ddd30d6,Targeting domains <*> and nodes <*>,"['node-D2', 'node-[72-95] child of command 4133']"
156,289229,gige6,gige,temperature,1121155953,1,normal,fea08751,normal,[]
157,134539,node-255,unix.hw,net.niff.up,1111862703,1,NIFF: node node-255 has detected an available network connection on network 5.5.224.0 via interface alt0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-255', '5.5.224.0', 'alt0']"
158,136326,Interconnect-0N01,switch_module,error,1077808559,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
159,164973,node-169,unix.hw,net.niff.up,1114095915,1,NIFF: node node-169 has detected an available network connection on network 5.5.224.0 via interface alt0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-169', '5.5.224.0', 'alt0']"
160,306648,node-102,action,start,1082038135,1,wait  (command 2824),28889bc4,wait (command <*>,['2824']
161,245343,Interconnect-1N00,switch_module,error,1079048326,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
162,200991,Interconnect-1T00,switch_module,bcast-error,1078126763,1,Link error,ec4e03ec,Link error,[]
163,121341,Interconnect-0N00,switch_module,fan,1129320140,1,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),1517e6c6,Fan speeds ( <*> 3534 <*> **** <*> 3479 ),"['3552', '3375', '3515']"
164,300292,Interconnect-1T01,switch_module,error,1081870358,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
165,2584359,Interconnect-0N01,switch_module,error,1074231285,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
166,257119,gige6,gige,temperature,1119034015,1,warning,7b83d3f0,warning,[]
167,373276,node-169,unix.hw,net.niff.up,1141676245,1,NIFF: node node-169 has detected an available network connection on network 5.5.224.0 via interface alt0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-169', '5.5.224.0', 'alt0']"
168,26066,node-105,node,temperature,1101151500,1,ambient=33,92f0ab0d,ambient<*>,['33']
169,32188,gige3,gige,temperature,1125361877,1,normal,fea08751,normal,[]
170,18651,node-229,node,status,1100784210,1,configured out,8cfafe98,configured out,[]
171,191643,node-229,unix.hw,net.niff.up,1131239935,1,NIFF: node node-229 has detected an available network connection on network 5.5.224.0 via interface alt0,56597868,NIFF node <*> has detected an available network connection on network <*> via interface <*>,"['node-229', '5.5.224.0', 'alt0']"
172,51040,gige4,gige,temperature,1106369356,1,warning,7b83d3f0,warning,[]
173,155190,Interconnect-1T01,switch_module,error,1130263123,1,link errors remain current,551adf73,link errors remain current,[]
174,414242,Interconnect-1T00,switch_module,bcast-error,1142802100,1,Link error on broadcast tree Interconnect-1T00:00:2:0,fdd6a490,Link error on broadcast tree <*> 00 <*>,"['Interconnect-1T', '00:2:0']"
175,34545,Interconnect-0N00,switch_module,fan,1125667087,1,Fan speeds ( 3552 3534 3375 **** 3515 3479 ),1517e6c6,Fan speeds ( <*> 3534 <*> **** <*> 3479 ),"['3552', '3375', '3515']"
176,2557087,gige7,gige,temperature,1072914384,1,warning,7b83d3f0,warning,[]
177,56774,node-244,node,temperature,1108001130,1,ambient=26,92f0ab0d,ambient<*>,['26']
178,205429,node-D5,domain,status,1131536970,1,inconsistent nodesets node-166 0x000001fe <ok> node-177 0x1fffffffe <ok>,8bfb00b1,inconsistent nodesets node-166 0x000001fe <ok> node-177 0x1fffffffe <ok>,['<ok>']
179,214340,node-89,action,start,1116612488,1,wait  (command 3639),28889bc4,wait (command <*>,['3639']
180,36200,gige6,gige,temperature,1103290661,1,warning,7b83d3f0,warning,[]
181,286092,Interconnect-1T03,switch_module,error,1080340148,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
182,92480,Interconnect-0N00,switch_module,error,1077641717,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
183,81083,Interconnect-1N01,switch_module,error,1077322517,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
184,419482,gige7,gige,temperature,1093920033,1,normal,fea08751,normal,[]
185,24750,gige4,gige,temperature,1124668067,1,normal,fea08751,normal,[]
186,392948,gige7,gige,temperature,1088087854,1,normal,fea08751,normal,[]
187,176820,gige4,gige,temperature,1114387162,1,normal,fea08751,normal,[]
188,431263,gige5,gige,temperature,1143793990,1,normal,fea08751,normal,[]
189,235966,gige6,gige,temperature,1117884630,1,warning,7b83d3f0,warning,[]
190,339404,Interconnect-1N00,switch_module,error,1083307696,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
191,307607,Interconnect-1N00,switch_module,error,1082038537,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
192,351022,gige7,gige,temperature,1084699990,1,warning,7b83d3f0,warning,[]
193,212653,node-69,node,status,1078465553,1,not responding,6edfd1c7,<*> responding,['not']
194,2574955,Interconnect-1N03,switch_module,error,1074142249,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
195,413228,node-177,node,status,1092320499,0,configured out,8cfafe98,configured out,[]
196,91865,Interconnect-0N02,switch_module,error,1077631184,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
197,165602,gige7,gige,temperature,1130712433,1,critical,7e85bcb6,critical,[]
198,53789,node-68,action,start,1126812981,1,wait  (command 3838),28889bc4,wait (command <*>,['3838']
199,262916,node-166,node,temperature,1133544121,1,ambient=35,92f0ab0d,ambient<*>,['35']
200,98991,node-233,node,temperature,1128247080,1,ambient=25,92f0ab0d,ambient<*>,['25']
201,373295,node-54,action,start,1141676252,1,boot  (command 4141),8d336518,boot (command <*>,['4141']
202,224615,Interconnect-1T01,switch_module,error,1078509991,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
203,61193,node-25,action,start,1076865929,1,boot  (command 2183),8d336518,boot (command <*>,['2183']
204,118299,Interconnect-0N01,switch_module,error,1111186571,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
205,183053,node-D7,clusterfilesystem,clusterfilesystem.no_server,1077901704,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage1141,eecaca39,ClusterFileSystem There is no server for ServerFileSystem domain <*>,['storage1141']
206,162517,Interconnect-0N03,switch_module,error,1077877599,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
207,185032,Interconnect-0N01,switch_module,error,1115249417,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
208,323494,Interconnect-1N00,switch_module,error,1083197940,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
209,230726,full,partition,status,1117506173,1,running,75101dcd,running,[]
210,203510,Interconnect-1N01,switch_module,error,1078219086,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
211,39433,node-104,action,start,1076538402,1,boot  (command 2153),8d336518,boot (command <*>,['2153']
212,54550,node-D0,clusterfilesystem,clusterfilesystem.no_server,1107356868,1,ClusterFileSystem: There is no server for ServerFileSystem domain cluster_root,eecaca39,ClusterFileSystem There is no server for ServerFileSystem domain <*>,['cluster_root']
213,2575065,Interconnect-1T03,switch_module,error,1074156016,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
214,60052,gige4,gige,temperature,1126918345,1,warning,7b83d3f0,warning,[]
215,479737,gige4,gige,temperature,1145950754,1,warning,7b83d3f0,warning,[]
216,129972,node-89,action,start,1111856534,1,wait  (command 3501),28889bc4,wait (command <*>,['3501']
217,233198,Interconnect-0N03,switch_module,error,1079011822,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
218,381062,node-88,node,temperature,1142015100,1,ambient=36,92f0ab0d,ambient<*>,['36']
219,92632,gige4,gige,temperature,1109917492,1,warning,7b83d3f0,warning,[]
220,98065,gige7,gige,temperature,1128169601,1,warning,7b83d3f0,warning,[]
221,277113,node-58,node,temperature,1079617427,1,ambient=31,92f0ab0d,ambient<*>,['31']
222,451581,full,partition,status,1098823230,1,blocked,61326117,blocked,[]
223,227908,node-143,node,temperature,1132284930,1,ambient=30,92f0ab0d,ambient<*>,['30']
224,381893,node-231,node,temperature,1086213870,1,ambient=30,92f0ab0d,ambient<*>,['30']
225,117727,node-215,node,status,1111074926,0,running,75101dcd,running,[]
226,117850,node-247,node,temperature,1128991890,1,ambient=27,92f0ab0d,ambient<*>,['27']
227,202095,node-151,node,status,1116448620,1,not responding,6edfd1c7,<*> responding,['not']
228,368804,full,partition,status,1085554296,1,running,75101dcd,running,[]
229,407460,Interconnect-0N01,switch_module,error,1090174216,1,Linkerror event interval expired,9050ee25,Linkerror event interval expired,[]
230,2569831,node-D1,clusterfilesystem,clusterfilesystem.not_served,1074121673,1,ClusterFileSystem: ServerFileSystem domain root4_domain is no longer served by node node-32,8f3207a1,ClusterFileSystem ServerFileSystem domain <*> is no longer served by node <*>,"['root4_domain', 'node-32']"
