EventId,EventTemplate,Occurrences
e94dc221,"[CardDAVPlugin-ERROR] -getPrincipalInfo [_controller supportsRequestCompressionAtURL https //xpc_ben%40163.com@<*>/principals/users/558548ec28fbd965ade28995b355b70d/] Error Domain NSURLErrorDomain Code -1001 ""The request timed out."" UserInfo {NSUnderlyingError 0x7fe2bb671620 {Error Domain kCFErrorDomainCFNetwork Code -1001 ""The request timed out."" UserInfo {NSErrorFailingURLStringKey https //xpc_ben%40163.com@<*>/principals/users/558548ec28fbd965ade28995b355b70d/ NSErrorFailingURLKey https //xpc_ben%40163.com@<*>/principals/users/558548ec28fbd965ade28995b355b70d/ _kCFStreamErrorCodeKey -2102 _kCFStreamErrorDomainKey 4 NSLocalizedDescription The request timed out.}} NSErrorFailingURLStringKey https //xpc_ben%40163.com@<*>/principals/users/558548ec28fbd965ade28995b355b70d/ NSErrorFailingURLKey https //xpc_ben%40163.com@<*>/principals/users/558548ec28fbd965ade28995b355b70d/ _kCFStreamErrorDomainKey 4 _kCFStreamErrorCodeKey -2102 NSLocalizedDescription The request timed out.}",1
40c4381f,Unable to simultaneously satisfy constraints,13
b55176d9,jemmytest,25
4e3cc12a,ARPT 784388.461503 wl0 wl_update_tcpkeep_seq mDNSOffloadUserClient GetKeepaliveData failed,1
6688d8b1,Thermal pressure state 0 Memory pressure state 0,88
be3436d1,ASSERTION FAILED dvcAddrRef ! ((void *)0) -[DriverServices getDeviceAddress ] line 2789,8
79e3d1d0,IO80211AWDLPeerManager setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,48
c910c040,AppleThunderboltGenericHAL earlyWake - complete - took <*> milliseconds,39
db81b272,dnssd_clientstub ConnectToServer connect()-> No of tries <*>,88
0c546325,-[ISGenerateImageOp generateImageWithCompletion ] Failed to composit image for descriptor <ISBindingImageDescriptor <*>,27
8b4b60c8,(DiskStore.Normal 2382) 4001 1.014334,1
b963e0e1,ARPT <*> wl0 leaveModulePoweredForOffloads Wi-Fi will stay on.,18
3dd7812c,ARPT <*> wl0 setup_keepalive interval <*> retry_interval 30 retry_count 10,16
08ba2a48,"PBRequester failed with Error Error Domain NSURLErrorDomain Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSUnderlyingError 0x7fb7ed025090 {Error Domain kCFErrorDomainCFNetwork Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSErrorFailingURLStringKey https //<*>/clls/wloc NSErrorFailingURLKey https //<*>/clls/wloc _kCFStreamErrorCodeKey 8 _kCFStreamErrorDomainKey 12 NSLocalizedDescription The Internet connection appears to be offline.}} NSErrorFailingURLStringKey https //<*>/clls/wloc NSErrorFailingURLKey https //<*>/clls/wloc _kCFStreamErrorDomainKey 12 _kCFStreamErrorCodeKey 8 NSLocalizedDescription The Internet connection appears to be offline.}",1
ce2b0e13,<*> scheduler_evaluate_activity told me to run this job; however but the start time isn't for <*> seconds. Ignoring.,301
3a1142a3,Cocoa scripting error for <*> four character codes must be four characters long.,154
abc40d42,07 27 18.022 BTLE scanning stopped,1
2354cece,RTC Maintenance 2017/7/5 02 42 39 sleep 2017/7/5 02 30 18,1
90e20638,ARPT <*> wl0 wl_update_tcpkeep_seq Updated seq/ack/win from UserClient Seq <*> Ack <*> Win size <*>,24
22367607,AppleThunderboltNHIType2 prePCIWake - power up complete - took <*> us,48
1c74b0a2,<*> <*> <*> <<<< Boss >>>> figPlaybackBossPrerollCompleted unexpected preroll-complete notification,37
3009024c,[HID] [ATC] AppleDeviceManagementHIDEventService processWakeReason Wake reason <*>,32
6cd259ed,USBMSC Identifier (non-unique) 000000000820 0x5ac 0x8406 0x820 3,24
c3d2751b,<*> <*> <*> FigAgglomeratorSetObjectForKey signalled err -16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,40
a570f10b,NETWORK requery 0 0 0 0 <*> items fQueryRetries <*> fLastRetryTimestamp <*>,38
bb8e78cb,AppleCamIn wakeEventHandlerThread,51
941e57f4,Session 101835 destroyed,1
2ba67d97,device_generate_lock_screen_screenshot authw <*> 0 <*> <*> shield <*> dev [1440 900],10
ab83a05b,-[UABestAppSuggestionManager notifyBestAppChanged type options bundleIdentifier activityType dynamicIdentifier when confidence deviceName deviceIdentifier deviceType ] (null) UASuggestedActionType 0 (null)/(null) opts (null) when <*> <*> <*> <*> +0000 confidence 1 from (null)/(null) (UABestAppSuggestionManager.m #319),23
3655c6ec,network changed <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> Proxy <*>,21
29bf3ccb,<IMMacNotificationCenterManager <*> DND Enabled <*>,4
3edf453a,<IMMacNotificationCenterManager <*> notification observer <*> notification __CFNotification <*> {name <*>,7
989e4506,<*> <*> Received Capture <*>,40
dd816c9e,<*> <*> <*> Discoverable mode changed to Off,3
d70b423f,<IMMacNotificationCenterManager <*> Updating enabled NO (Topics (,4
59d5bf23,ARPT <*> wl0 setup_keepalive <*> IP <*>,49
052e0ad2,<*> <*> <*> <*> signalled err -12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/Player/FigPlayer_Async.c line <*>,16
a4767cd8,IO80211AWDLPeerManager setAwdlAutoMode Resuming AWDL,12
d5a7a846,21 57 08.002 Purged contact hashes,1
6c3b6b99,<*> //DB05755C-483D-44B7-B93B-ED06E57FF420/ExchangePrincipal/p13 scheduler returned false; however this job is 1 seconds overdue. Running anyway.,4
7c63adbc,FA||Url||taskID[2019353057] dealloc,1
07b04f30,<*> profileRemoved Owner <*> Name <*>,10
d22a11a1,ARPT <*> IOPMPowerSource Information <*> SleepType Normal Sleep 'ExternalConnected' <*> 'TimeRemaining' <*>,35
bfb40326,<*> <*> <*> Starting AirDrop server for user 501 on wake,5
5195b03c,CFPasteboardRef CFPasteboardCreate(CFAllocatorRef CFStringRef) failed to create global data,5
834f698c,ARPT <*> AQM agg params 0xfc0 maxlen hi/lo 0x0 0xffff minlen 0x0 adjlen 0x0,14
2905a946,CCFile copyFile fileName is [2017-07-03_13 <*> <*> source path /var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-03_13 <*> <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_13 <*> <*> RoamFail sts 1_rsn 1/IO80211AWDLPeerManager//[2017-07-03_13 <*>,2
957c9551,ARPT <*> framerdy 0x0 bmccmd <*> framecnt 1024,18
bda42e5a,doSaveChannels@286 Will write to <*> <*> <*> - AuthFail sts <*> 0.xml,18
f410712b,en0 Supported channels 1 2 3 4 5 6 7 8 9 10 11 12 13 36 40 44 48 52 56 60 64 100 104 108 112 116 120 124 128 132 136 140 144 149 153 157 161 <*>,24
b92f5ba3,[20 53 44.529] (Fig) signalled err -12871,1
141be128,KeychainGetICDPStatus status off,35
8228c835,ARPT <*> AirPort_Brcm43xx syncPowerState WWEN[enabled],21
22f380e7,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x8000000000000000 to 0x4,16
6c2b572f,dnssd_clientstub ConnectToServer connect() failed path /var/run/mDNSResponder Socket 4 Err -1 Errno 1 Operation not permitted,39
d4385c20,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure Error Domain <*> Code 1035 ""Account identity not set"" UserInfo {NSDescription Account identity not set}",18
e74ce4d4,KeychainGetICDPStatus keychain -25300,28
abca1de8,ARPT <*> wl0 MDNS IPV6 Addr <*> <*> <*> <*> c6b3 1ff fecd 467f,34
cfb4d076,IO80211AWDLPeerManager setAwdlSuspendedMode() Suspending AWDL enterQuietMode(true),19
a18c802c,network changed <*> 2607 f140 6000 8 c6b3 1ff fecd 467f) <*>,15
086cf4fa,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! <*> <*> <*>,18
7fac0d01,Telling CSI to <*> low power.,5
e4ce7749,ARPT <*> wl0 MDNS 0 SRV Recs 0 TXT Recs,13
564dd702,06 35 10.515 BTLE discovered device with hash <01341a00 00000000 0000>,1
47c0d91d,2017-07-08 06 26 32.347 ksfetch[39160/0x7fff79824000] [lvl 2] main() ksfetch done fetching.,1
91eeaa24,setting hostname to <*>,12
062ccb4c,tcp_connection_destination_perform_socket_connect <*> connectx to <*> <*> failed <*> Network is <*>,14
b23f2c6b,Previous sleep cause 5,25
3e741421,hibernate_page_list_setall(preflight <*> start,5
5855e579,ARPT <*> AQM agg results 0x8001 len hi/lo 0x0 <*> BAbitmap(0-3) 0 0 0 0,21
3437bafe,en0 EAP-PEAP successfully authenticated,1
737f318e,in6_unlink_ifa IPv6 address <*> has no prefix,32
9243e37f,CGXDisplayDidWakeNotification <*> posting kCGSDisplayDidWake,8
bf54a5d4,ARPT <*> AirPort_Brcm43xx powerChange System Sleep,29
b2019eed,Unable to start NetBIOS name service,3
0f0be094,hibernate_flush_memory buffer_cache_gc freed up <*> wired pages,2
aaf79c0c,[BluetoothHIDDeviceController] EventServiceDisconnectedCallback,4
57cda25d,Captive <*> <*> en0 <*> 'CalVisitor' <*> <*> <*> (cache indicates <*> not captive),10
de1422f6,19 <*> <*> BTLE scanner Powered Off,3
6f5ecfe5,INSTALLED <*> <*>(7.55) <__NSConcreteUUID 0x7f841bd28540> 8E580667-F95B-41CA-A5BD-A4054564687C /Applications/Skype.app/Contents/PlugIns/<*>,1
42e9195d,############################## _getSysMsgList,14
9764577f,CCFile copyFile fileName is [2017-07-06_12 <*> <*> source path <*> <*> <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-06_12 01 <*> AuthFail sts 5_rsn <*>,3
79938720,-[NetworkAnalyticsEngine _writeJournalRecord fromCellFingerprint key atLOI ofKind lqm isFaulty ] Hashing of the primary key failed. Dropping the journal record.,37
6e9d26f6,CCFile copyFile fileName is [2017-07-03_16 <*> <*> source path /var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-03_16 <*> <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_16 <*> <*> AuthFail sts 5_rsn 0/IO80211AWDLPeerManager//[2017-07-03_16 <*>,5
5a5f25d8,extension <*> -> (null),2
623c864d,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! <*> <*> <*> <*>,13
c86dfdd9,Bluetooth -- LE is supported - Disable LE meta event,24
124915f7,07 <*> <*> BTLE scanning started,2
d4c3092c,Saw change in network reachability (isReachable <*>,10
1e576056,"[<*>] [Account refresh failed with error Error Domain NSURLErrorDomain Code -1009 ""<NASCII>"" UserInfo {AccountName 163 CalDAVErrFromRefresh YES NSUnderlyingError 0x7fa11ac306b0 {Error Domain kCFErrorDomainCFNetwork Code -1009 ""<NASCII>"" UserInfo {NSErrorFailingURLStringKey https //xpc_ben%40163.com@<*>/caldav/principals/users/xpc_ben%40163.com/ NSErrorFailingURLKey https //xpc_ben%40163.com@<*>/caldav/principals/users/xpc_ben%40163.com/ _kCFStreamErrorCodeKey 8 _kCFStreamErrorDomainKey 12 NSLocalizedDescription <NASCII>}} NSErrorFailingURLKey https //xpc_ben%40163.com@<*>/caldav/principals/users/xpc_ben%40163.com/ NSLocalizedDescription <NASCII> _kCFStreamErrorDomainKey 12 NSErrorFailingURLStringKey https //xpc_ben%40163.com@<*>/caldav/principals/users/xpc_ben%40163.com/ _kCFStreamErrorCodeKey 8}]",1
587123fd,Error returned from iconservicesagent (null),24
1d4c7ced,<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> host <*>,31
e17e31e5,Error in <*> -1856,6
686ae547,Captive CNPluginHandler en0 <*>,22
ee92b1b4,kern_open_file_for_direct_io took <*> ms,5
6308042c,__73-[NetworkAnalyticsEngine observeValueForKeyPath ofObject change context ]_block_invoke unexpected switch value 2,25
50386fd5,hibernate_alloc_pages act <*> inact <*> anon <*> throt 0 spec <*> wire <*> wireinit 39927,3
82949200,en0 BSSID changed to 5c 50 15 <*>,48
13025f92,NSAllowAppKitWeakReferences YES,1
519fd9bd,device_generate_desktop_screenshot authw <*> shield <*>,6
c9a5e855,12 31 34.620 BTLE scanning stopped,1
f27d7671,"<*> <*> <*> <*> <*> [lvl 2] +[KSCodeSigningVerification verifyBundle applicationId error ] KSCodeSigningVerification verifying code signing for <*> with the requirement 'anchor apple generic and certificate 1[<*>] exists and certificate leaf[<*>] exists and certificate leaf[subject.OU] ""EQHXZ8M8AV"" and (identifier ""<*>"")'",3
6c79642f,FA||Url||taskID[2019353583] dealloc,1
5d12aa01,ChromeExistion main <*> 1,4
1a822579,"ChromeExistion main strSendMsg {""websitekey"" false ""commandkey"" true ""browserkey"" true}",2
8754ba52,Unrecognized attribute value t AbchPersonItemType,18
109c6b61,[<*>] [Refusing to parse response to PROPPATCH because of content-type [text/html; charset UTF-8].],18
b99441d9,FA||Url||taskID[2019353389] dealloc,1
baf947c6,Session 101741 created,1
105e43f3,button report <*>,24
98009bfc,FA||Url||taskID[2019353796] dealloc,1
5915fdf3,PM response took <*> ms (54 powerd),22
ea6d973b,hostControllerOnline - Number of Paired devices 1 List of Paired devices (,7
a734f3ad,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- Connected to the transport successfully -- 0x5fd0 -- 0x9a00 -- <*> ****,5
59ec90ba,<*> 10 <*> <*> <*> [lvl 2] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s) {(,2
b5dd3697,ASL Sender Statistics,28
98709a6a,Daemon connection invalidated!,1
8e5e7a2d,CCProfileMonitor profileCallback Entered token 1,3
fa6c64fc,Previous shutdown cause 3,5
99617ea0,CCFile copyFile fileName is [2017-07-05_16 04 <*> source path <*> 04 <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-05_16 04 <*> AuthFail sts 5_rsn <*> 04 <*>,2
a0627c3b,Setting BTCoex Config enable_2G 1 profile_2g 0 enable_5G 1 profile_5G 0,17
e67f893b,Unexpected payload found for message 9 dataLen 0,10
3a944541,AirPort Link Down on awdl0. Reason 1 (Unspecified).,24
9deb43f7,ARPT <*> ARPT Wake Reason Wake on Scan offload,9
51902097,<*> <*> <*> <*> <*> [lvl 2] -[KSAgentApp performSelfUpdateWithEngine ] This process may be killed if self-update is necessary. In such cases sub-processes may still be running to complete the self-update.,2
5d52b3d1,tcp_connection_tls_session_error_callback_imp <*> __tcp_connection_tls_session_callback_write_block_invoke.434 error 22,10
3813df52,Location icon should now be in state <*>,56
ee849cb5,ARPT <*> AirPort_Brcm43xx powerChange System Wake - Full Wake/ Dark Wake / Maintenance wake,21
e0b62db4,<*> <*> <*> <*> <*> [lvl 2] -[FetchDelegate fetcher finishedWithData ] Fetcher downloaded successfully data of length 0,6
c6ec4c55,"PBRequester failed with Error Error Domain NSURLErrorDomain Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSUnderlyingError 0x7fe133711ea0 {Error Domain kCFErrorDomainCFNetwork Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSErrorFailingURLStringKey https //<*>/dispatcher.arpc NSErrorFailingURLKey https //<*>/dispatcher.arpc _kCFStreamErrorCodeKey 8 _kCFStreamErrorDomainKey 12 NSLocalizedDescription The Internet connection appears to be offline.}} NSErrorFailingURLStringKey https //<*>/dispatcher.arpc NSErrorFailingURLKey https //<*>/dispatcher.arpc _kCFStreamErrorDomainKey 12 _kCFStreamErrorCodeKey 8 NSLocalizedDescription The Internet connection appears to be offline.}",1
07864f87,[ChromeExistion Version <*>],4
3ed7dc66,"<*> <*> <*> Error Domain NSOSStatusErrorDomain Code -50 ""query missing class name"" (paramErr error in user parameter list) UserInfo {NSDescription query missing class name}",13
d3f88eee,-[WebSocketNetWork webSocket didReceiveMessage ],1
b94b8842,Surface test allowed updates after <*> attempts <*> ms),2
c967316d,[IOBluetoothFamily][staticBluetoothTransportShowsUp] -- Received Bluetooth Controller register service notification -- <*>,2
e6dd76a0,Got an XPC error Connection invalid,2
d9b08204,AppleActuatorDeviceUserClient <*> Entered,9
06d3bccf,CCFile copyFile fileName is [2017-07-03_16 <*> <*> source path /var/log/CoreCapture/<*>/OneStats//[2017-07-03_16 <*> <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_16 <*> <*> <*> sts 5_rsn 0/OneStats//[2017-07-03_16 <*>,5
20494596,AppleThunderboltNHIType2 waitForOk2Go2Sx - <*>,34
287d162d,"Service ""<*>"" tried to hijack endpoint ""<*>"" from owner <*>",3
099c1c2e,[Accounts] Current connection <NSXPCConnection <*> connection from pid <*> doesn't have account access.,4
41ad868d,CCIOReporterFormatter refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,20
22ae8609,ARPT <*> IOPMPowerSource Information onWake SleepType Standby 'ExternalConnected' <*> 'TimeRemaining' <*>,3
fe1081b8,CFPasteboardCopyDataReturn __CFPasteboardCopyData(CFPasteboardRef CFIndex CFIndex CFStringRef Boolean Boolean) Lock timeout,2
038257e5,hibernate_page_list_setall found pageCount <*>,4
a364ced9,network changed v4(en0 <*>) v6(en0! 2607 f140 6000 8 610a d075 df3e 50af) DNS Proxy SMB,1
295ab30b,enabling pid 30298 for plug-in <*>(1.0) <*>,6
628e7675,19 <*> <*> BTLE scanner Powered On,2
354968ae,23 35 17.383 BTLE scanning started,1
2a5bc771,CCFile copyFile fileName is [2017-07-07_13 <*> <*> source path /var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-07_13 <*> <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-07_13 <*> <*> <*> sts 5_rsn 0/IO80211AWDLPeerManager//[2017-07-07_13 <*>,5
1fbe9f5c,18 <*> <*> BTLE scanner Powered Off,3
7cc905aa,polled file major 1 minor 0 blocksize 4096 pollers 5,6
1bfff86c,AirPort Link Down on en0. Reason 8 (Disassociated because station leaving).,6
a748bc1e,[00 29 02.193] <<<< CRABS >>>> crabsWaitForLoad [0x7fbc7ac683a0] Wait time out - -1001 (msRequestTimeout -1),1
8b8b94a7,Google Chrome <*> triggered unnest of range 0x7fff93c00000->0x7fff93e00000 of DYLD shared region in VM map <*> While not abnormal for debuggers this increases system memory footprint until the target exits.,5
7719edbb,ChromeExistion main isUndetectWebsite 0,4
6d6c82a7,ARPT <*> wl0 Roamed or switched channel reason <*> bssid 5c 50 15 <*> <*> <*> last RSSI <*>,9
01d22aee,[11 30 33.236] <<< FigDiskCacheRepository >>> fdcr_GetFileStats stat failed for /private/var/folders/nt/fvzdv1fn7n1d5bpgqb_wcfxh0000gn/T/<*>/WebKit/MediaCache/CachedMedia-li09pH err 2,1
7771bb1b,<*> manager is not powered on,8
8f5c7772,mDNS_RegisterInterface Frequent transitions for interface <*>,3
842957ee,RTC Maintenance 2017/7/6 03 16 52 sleep 2017/7/6 03 04 33,1
0df795d6,CCFile copyFile fileName is [2017-07-06_12 03 <*> source path /var/log/CoreCapture/<*>/DriverLogs//[2017-07-06_12 03 <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-06_12 03 <*> <*> sts <*> <*> 03 <*>,2
80707f40,ignored is_io_service_close(0x100000420 IOHIDParamUserClient),4
5a23025c,"blued unable to relinquishBluetoothPagingLockAndReply Error Domain <*> Code 8 ""(null)""",1
02c53fa6,<*> completed - took <*> msecs,4
f9bca6e0,CCFile captureLog Received Capture notice id <*> reason <*> sts <*>,32
5ddfb319,"<*> <*> <*> <*> <*> [lvl 2] -[KSOutOfProcessFetcher beginFetchWithDelegate ] KSOutOfProcessFetcher start fetch from URL ""https //<*>/service/update2?cup2hreq <*> 7 <*>",2
0de6e4f6,FA||Url||taskID[2019353494] dealloc,1
f418616f,FA||Url||taskID[2019353785] dealloc,1
4fd28a52,-[SFLListManager(ServiceReplyProtocol) notifyChanges toListWithIdentifier ] Notified of item changes to list with identifier <*>,2
38970c3b,tcp_connection_destination_write_setup_notsent_lowat 79497 disabling low latency setsockopt TCP_NOTSENT_LOWAT to 16384 on fd 18 failed [22] Invalid argument dumping backtrace,1
adc2e4b9,doSaveChannels@286 Will write to <*> <*> <*> - RoamFail sts 1_rsn <*>,2
93ccf765,hibernate_setup(0) took <*> ms,2
b063161e,full wake request (reason 2) <*> ms,2
b8f3c63b,2017-07-05 10 52 16.975 GoogleSoftwareUpdateAgent[35861/0x700000323000] [lvl 2] -[KSUpdateCheckAction(PrivateMethods) finishAction] KSUpdateCheckAction found updates {( )},1
40077747,encryptStart 14020,6
55f7e451,ARPT <*> wl0 MDNS IPV6 Addr 2607 f140 6000 8 <*>,18
9722e0bd,Configuration Notice,5
92e032bb,[17 <*> <*> fragManifold_PushBytes signalled err -16046 (kFigManifoldError_UnexpectedInitData) (Second 'ftyp' atom encountered) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/FormatHandlers/Movie/FigMovieFragmentManifold.c line 1680,2
c5e1670c,<*> <*> Host controller <*>,6
171bf9ef,FA||Url||taskID[2019353764] dealloc,1
829ea564,hibernate_machine_init state 2 image pages <*> sum was <*> imageSize <*> image1Size <*> conflictCount <*> nextFree <*>,2
4122f8ed,<*> WARNING dns_config_service_posix.cc(306)] Failed to read DnsConfig.,4
8f7d765f,kern_open_file_for_direct_io(0),3
2f9cca89,<IMMacNotificationCenterManager <*> NC Disabled NO,6
53b3d58b,WARNING hibernate_page_list_setall skipped <*> xpmapped pages,8
248579d5,TBT W (2) 0x0040 [x],18
e1c48f57,hibernate_teardown wired_pages <*> free_pages <*> active_pages 40000 inactive_pages 0 speculative_pages 0 cleaned_pages 0 compressor_pages <*>,4
5af3164a,StopHardwareStream,1
ae4ec088,2017-07-06 <*> <*> <*> <*> [lvl 2] KSHelperReceiveAllData() KSHelperTool read <*> bytes from stdin.,2
23f15fff,mDNS_RegisterInterface Frequent transitions for interface <*> (FE80 0000 0000 0000 <*>,8
0b9cd793,NETWORK no response from server reachability 2 queryRetries <*>,2
b0fdb576,-[SOAPParser <*> parser didStartElement namespaceURI qualifiedName attributes ] Type not found in EWSItemType for ExchangePersonIdGuid (t ExchangePersonIdGuid),20
8fdabab6,FA||Url||taskID[2019353618] dealloc,1
6510063f,QQ(10018) <*> mach-lookup <*>,8
515677b7,CFNetwork SSLHandshake failed <*>,4
bfd4754b,CCFile copyFile fileName is [2017-07-07_12 24 <*> source path /var/log/CoreCapture/<*>/OneStats//[2017-07-07_12 24 <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-07_12 24 <*> <*> sts <*> <*> 24 <*>,2
e49b03a8,Error [AppleBluetoothHIDDeviceGen2][_setEventService ]Couldn't copy BD_ADDR,6
d22eb749,[IOBluetoothHostController setConfigState] calling registerService,4
60214de1,network changed <*> <*> <*> <*> <*> <*> <*> <*> <*> DNS- Proxy-,5
f16d6f35,RTC PowerByCalendarDate setting ignored,9
23320c25,[BluetoothHIDDeviceController] EventServiceConnectedCallback,7
e15b782a,FA||Url||taskID[2019353075] dealloc,1
1fb1cc38,CCFile copyFile fileName is [2017-07-07_18 11 45.030236]-AirPortBrcm4360_Logs-002.txt source path /var/log/CoreCapture/<*>/DriverLogs//[2017-07-07_18 11 45.030236]-AirPortBrcm4360_Logs-002.txt dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-07_18 11 44.912991] AuthFail sts 2_rsn 0/DriverLogs//[2017-07-07_18 11 45.030236]-AirPortBrcm4360_Logs-002.txt,1
90d02efd,12 <*> <*> Purged contact hashes,2
f3fd406a,"2017-07-03 20 25 14.622 GoogleSoftwareUpdateAgent[33847/0x7000002a0000] [lvl 2] -[KSAgentApp uploadStats ] Successfully uploaded stats <KSStatsCollection 0x1005305f0 path ""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Stats/Keystone.stats"" count 5 stats {",1
880b031b,hibernate_rebuild_pmap_structs done last_valid_compact_indx <*>,3
701bcd13,FA||Url||taskID[2019353858] dealloc,1
2608aabe,CCFile copyFile fileName is [2017-07-05_17 27 54.381203]-io80211Family-002.pcapng source path /var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-05_17 27 54.381203]-io80211Family-002.pcapng dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-05_17 27 53.376815] RoamFail sts 1_rsn 1/IO80211AWDLPeerManager//[2017-07-05_17 27 54.381203]-io80211Family-002.pcapng,1
91f655d2,**** [IOBluetoothHostControllerUSBTransport][start] -- completed -- result TRUE -- <*> ****,4
60da5eaf,en0 DAD complete for <*> <*> <*> <*> c6b3 1ff fecd 467f - duplicate found.,3
e43a6932,FA||Url||taskID[2019353206] dealloc,1
f7ef02dd,Opened file <*> size <*> extents <*> maxio 2000000 ssd 1,5
ac18d0cb,tcp_connection_destination_handle_tls_close_notify <*> closing socket due to TLS CLOSE_NOTIFY alert,5
c35492ee,efi pagecount 72,2
0067341e,IOHibernatePollerOpen ml_get_interrupts_enabled 0,2
b1bd1afd,IOPMrootDomain idle cancel state 1,5
cc09949e,23 <*> <*> BTLE scanner Powered On,2
c9993ecf,"<*> <*> <*> <*> <*> [lvl 2] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate ] KSOutOfProcessFetcher fetch ended for URL ""https //<*>/service/update2?cup2hreq <*> 7 <*>",4
af56cadc,Stream <*> is sending an event before being opened,3
bcfb5e69,en0 BSSID changed to 0c 68 03 <*>,5
